#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.433	-1.34868 	0.00355378 	0.49514 	0.0118582	10.2393 	0.380477 	69.6379 	4.63355	1.01406 	0.00050532 	1.39883 	0.0350892
0.434	-1.36243 	0.00281046 	0.528688 	0.0106304	9.60728 	0.355291 	59.0947 	5.2843	1.01288 	0.000500121 	1.32042 	0.0297381
0.435	-1.37085 	0.00417485 	0.526991 	0.0141764	10.4381 	0.45573 	73.5619 	6.77041	1.01382 	0.000626042 	1.37105 	0.0424279
0.436	-1.38252 	0.00389859 	0.553906 	0.0147783	10.6537 	0.587111 	64.23 	7.28198	1.01384 	0.00081345 	1.2916 	0.0384402
0.437	-1.38913 	0.00379961 	0.562113 	0.014145	10.6217 	0.351926 	65.062 	6.81847	1.01364 	0.000542262 	1.28329 	0.037903
0.438	-1.40223 	0.00364911 	0.588176 	0.0147111	11.211 	0.42047 	61.6658 	7.14682	1.01415 	0.000639694 	1.24264 	0.0343583
0.439	-1.40121 	0.0048195 	0.57059 	0.0176518	11.565 	0.549354 	68.9232 	6.79849	1.01464 	0.000706171 	1.29222 	0.0461798
0.44	-1.4172 	0.00365928 	0.610183 	0.0129042	10.1018 	0.569094 	53.9951 	7.51518	1.01243 	0.000681882 	1.20308 	0.0286802
0.441	-1.4342 	0.00371203 	0.647792 	0.0110862	9.61585 	0.628101 	41.45 	5.85519	1.01149 	0.000808465 	1.14817 	0.0225087
0.442	-1.44179 	0.0032735 	0.660508 	0.00911836	9.31369 	0.421911 	37.5054 	4.44804	1.01105 	0.00044652 	1.12971 	0.0144041
0.443	-1.45096 	0.00353037 	0.658831 	0.00984169	9.24151 	0.373121 	45.0143 	5.17935	1.01081 	0.00046301 	1.1455 	0.0154978
0.444	-1.46562 	0.00407416 	0.698695 	0.00936066	8.59818 	0.50666 	25.4305 	4.86036	1.00983 	0.000559114 	1.08517 	0.0132327
0.445	-1.46544 	0.00305832 	0.689008 	0.00935162	8.80019 	0.410345 	31.8508 	4.87627	1.01006 	0.000535403 	1.1069 	0.0145455
0.446	-1.48219 	0.00356686 	0.704644 	0.0126584	9.33494 	0.555667 	38.0371 	10.7783	1.01044 	0.000662654 	1.09987 	0.0214527
0.447	-1.48979 	0.00367988 	0.72147 	0.00698627	9.40474 	0.379125 	26.4235 	4.83941	1.01034 	0.000454647 	1.07803 	0.010766
0.448	-1.4965 	0.00317968 	0.732419 	0.00737485	8.26017 	0.47599 	20.3789 	5.34136	1.0091 	0.000476602 	1.06221 	0.010843
0.449	-1.50349 	0.00379815 	0.733413 	0.0108852	8.75461 	0.60913 	27.4254 	8.3874	1.00953 	0.000644855 	1.0731 	0.0164642
0.45	-1.51222 	0.00229926 	0.753442 	0.00390093	7.57279 	0.304939 	14.8309 	2.23234	1.00815 	0.000348921 	1.04688 	0.00531251
0.451	-1.51869 	0.0030178 	0.755825 	0.00675337	8.31676 	0.545324 	19.112 	4.24265	1.00885 	0.000573612 	1.05291 	0.00892243
0.452	-1.52877 	0.00218278 	0.771707 	0.00255062	7.18958 	0.330239 	9.26736 	0.774294	1.00762 	0.000295803 	1.03317 	0.00225657
0.453	-1.53242 	0.00220804 	0.77074 	0.00546484	7.29337 	0.269445 	12.3973 	3.15212	1.00768 	0.000301223 	1.03881 	0.00666061
0.454	-1.54332 	0.00202379 	0.783672 	0.00304271	6.28394 	0.21152 	8.74384 	0.845318	1.00655 	0.000225625 	1.02994 	0.00258156
0.455	-1.54828 	0.00186284 	0.78806 	0.00218788	6.86893 	0.271221 	8.20975 	0.903424	1.00709 	0.000264464 	1.02788 	0.00185666
0.456	-1.55357 	0.00212172 	0.791332 	0.00281175	6.86058 	0.311229 	8.81123 	1.28241	1.00704 	0.000299414 	1.02823 	0.00286644
0.457	-1.55917 	0.00197077 	0.795288 	0.00337862	6.28893 	0.299835 	9.12579 	1.87685	1.00643 	0.000292927 	1.0277 	0.00407517
0.458	-1.57087 	0.00169862 	0.806587 	0.00185268	6.2996 	0.258436 	6.30279 	0.724127	1.0063 	0.000234119 	1.0208 	0.00178227
0.459	-1.57704 	0.00190986 	0.811836 	0.00230456	5.85116 	0.339899 	5.84562 	1.05341	1.00581 	0.00034371 	1.01905 	0.00245642
0.46	-1.57924 	0.00187899 	0.813784 	0.00197813	5.57028 	0.360902 	4.93877 	0.482643	1.00553 	0.000292044 	1.01657 	0.00129724
0.461	-1.5877 	0.0013883 	0.821785 	0.00128209	5.98573 	0.202045 	4.4984 	0.35394	1.00589 	0.000207304 	1.01518 	0.00112479
0.462	-1.59331 	0.00145996 	0.824126 	0.00136886	5.56346 	0.265815 	4.50238 	0.424142	1.00543 	0.000246608 	1.01491 	0.00119296
0.463	-1.59731 	0.00201908 	0.82447 	0.00200502	5.32951 	0.233495 	4.94332 	0.559571	1.00517 	0.000233773 	1.01592 	0.0016088
0.464	-1.60284 	0.00218551 	0.829358 	0.00266263	5.24064 	0.269203 	5.04469 	0.790253	1.00506 	0.000260892 	1.01594 	0.00215089
0.465	-1.60592 	0.00212978 	0.827343 	0.00641604	6.05014 	0.392914 	11.1389 	6.56692	1.00577 	0.000396477 	1.02154 	0.00876654
0.466	-1.61493 	0.00193963 	0.838204 	0.00192111	5.69077 	0.207908 	3.95305 	0.491277	1.0054 	0.000190081 	1.01274 	0.00132003
0.467	-1.62023 	0.00143023 	0.842483 	0.00161223	5.08645 	0.23239 	3.71318 	0.423438	1.00481 	0.00020377 	1.01172 	0.00115166
0.468	-1.62312 	0.00153116 	0.843846 	0.00172816	5.12289 	0.248884 	3.55835 	0.455814	1.0048 	0.000213393 	1.01135 	0.00117434
0.469	-1.62986 	0.00192074 	0.850518 	0.00148425	4.92105 	0.238935 	2.77832 	0.18511	1.0046 	0.000207307 	1.00897 	0.000549307
0.47	-1.63444 	0.00161907 	0.853201 	0.00119739	4.62258 	0.222468 	2.546 	0.234778	1.00429 	0.000197982 	1.00815 	0.000566286
0.471	-1.64066 	0.00113757 	0.855741 	0.00106319	5.14518 	0.207457 	2.65503 	0.232311	1.00474 	0.000193719 	1.00854 	0.00061986
0.472	-1.64275 	0.00212547 	0.857998 	0.00126947	4.65666 	0.278442 	2.45387 	0.219404	1.00426 	0.000254187 	1.00778 	0.000645666
0.473	-1.65026 	0.00188138 	0.862756 	0.00118661	4.49915 	0.170556 	2.24319 	0.189999	1.0041 	0.000156137 	1.00709 	0.000539585
0.474	-1.6509 	0.00173563 	0.862822 	0.00151544	4.38779 	0.200097 	2.15508 	0.169807	1.00399 	0.000191294 	1.00683 	0.000592867
0.475	-1.65659 	0.00161562 	0.865997 	0.00109546	4.13067 	0.162981 	1.96736 	0.103193	1.00372 	0.000154083 	1.00625 	0.000340582
0.476	-1.66136 	0.00168229 	0.868561 	0.00122365	4.44369 	0.230232 	2.34326 	0.472731	1.00399 	0.000197923 	1.00686 	0.00113723
0.477	-1.6665 	0.0014443 	0.872238 	0.000977376	4.32909 	0.207706 	1.67803 	0.0948773	1.00387 	0.000177994 	1.0053 	0.000267816
0.478	-1.67037 	0.0014996 	0.873921 	0.00103838	3.98985 	0.191355 	1.55861 	0.0763017	1.00354 	0.000162542 	1.00494 	0.000248596
0.479	-1.6723 	0.00159527 	0.874275 	0.00110845	4.14765 	0.198275 	1.74619 	0.117907	1.00367 	0.000150321 	1.00549 	0.000338678
0.48	-1.67503 	0.00149621 	0.876372 	0.000891278	3.87447 	0.165206 	1.69981 	0.119605	1.00343 	0.000154951 	1.00528 	0.000354747
0.481	-1.68303 	0.00159949 	0.880132 	0.000927049	3.95344 	0.156495 	1.53129 	0.0848407	1.00348 	0.000136884 	1.00479 	0.000268908
0.482	-1.68543 	0.00129515 	0.881506 	0.000763392	3.72298 	0.156655 	1.43722 	0.0826033	1.00326 	0.000136986 	1.00446 	0.000223097
0.483	-1.68852 	0.00135878 	0.884097 	0.000795615	3.78232 	0.140507 	1.30291 	0.0601111	1.00329 	0.000123416 	1.00405 	0.000168822
0.484	-1.69573 	0.00134222 	0.886008 	0.000973392	3.40761 	0.147479 	1.44006 	0.101271	1.00293 	0.000133063 	1.00438 	0.000278634
0.485	-1.69624 	0.00108089 	0.886482 	0.000840157	3.61187 	0.140912 	1.58629 	0.186781	1.00311 	0.000116414 	1.00473 	0.000495599
0.486	-1.70326 	0.00121592 	0.891401 	0.000675904	3.70986 	0.146401 	1.18519 	0.0709976	1.00318 	0.000121035 	1.00362 	0.000207742
0.487	-1.7042 	0.00165704 	0.891782 	0.000805836	3.51266 	0.171735 	1.20538 	0.0929756	1.003 	0.000146247 	1.00366 	0.00023535
0.488	-1.7075 	0.00119132 	0.893668 	0.00075998	3.48254 	0.166844 	1.14518 	0.124364	1.00296 	0.000134554 	1.00342 	0.000299551
0.489	-1.71191 	0.00127496 	0.895363 	0.00069252	3.2686 	0.144988 	1.09479 	0.0657991	1.00278 	0.000116925 	1.00331 	0.000188232
0.49	-1.71683 	0.00165106 	0.89702 	0.000958638	3.54149 	0.137108 	1.19005 	0.0634526	1.00299 	0.000120986 	1.00357 	0.000194053
0.491	-1.71693 	0.00149682 	0.898091 	0.000839888	3.28605 	0.139754 	1.02135 	0.0674545	1.00276 	0.000127838 	1.00307 	0.000206026
0.492	-1.72028 	0.00130282 	0.898964 	0.000738348	3.07056 	0.14194 	1.03292 	0.0534881	1.00257 	0.000120951 	1.0031 	0.000167568
0.493	-1.7257 	0.00133609 	0.90188 	0.000828107	2.99356 	0.0997117 	0.923999 	0.0583963	1.00249 	7.62486e-05 	1.00275 	0.000160387
0.494	-1.72654 	0.00152278 	0.90261 	0.000677869	3.06429 	0.145259 	0.942603 	0.0619055	1.00256 	0.000121418 	1.00282 	0.00018347
0.495	-1.72975 	0.00104194 	0.904175 	0.000572778	3.0694 	0.208589 	0.819306 	0.0445905	1.00255 	0.000156045 	1.00246 	0.000132446
0.496	-1.73223 	0.00134666 	0.904967 	0.000724424	3.29608 	0.154077 	0.91585 	0.0469697	1.00272 	0.000118652 	1.00273 	0.000145058
0.497	-1.73731 	0.00119661 	0.907745 	0.000744053	2.95662 	0.138555 	0.799569 	0.0600588	1.00244 	0.000109619 	1.00238 	0.000163343
0.498	-1.74076 	0.00110914 	0.909116 	0.000483502	3.06943 	0.123564 	0.79938 	0.0373219	1.00252 	0.000109819 	1.00237 	0.000112528
0.499	-1.74302 	0.00136412 	0.909658 	0.000777801	2.95889 	0.166858 	0.898587 	0.0914358	1.00242 	0.000138051 	1.00263 	0.000255516
0.5	-1.74634 	0.00121648 	0.911505 	0.000680595	2.88822 	0.121133 	0.701246 	0.0265585	1.00236 	9.99429e-05 	1.00208 	7.74728e-05
