# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.455
#energy 	magnetization 	acceptance
-1.5544	-0.7988	0.147913
-1.5448	-0.8002	0.149231
-1.5164	-0.7738	0.150614
-1.5856	-0.8174	0.146988
-1.5588	-0.808	0.149803
-1.5792	-0.8008	0.14413
-1.5568	-0.791	0.152869
-1.5388	-0.7762	0.149436
-1.518	-0.77	0.152363
-1.5656	-0.7876	0.153312
-1.5256	-0.7688	0.153882
-1.5452	-0.7746	0.149681
-1.5472	-0.7936	0.145731
-1.5816	-0.8168	0.148986
-1.5552	-0.8028	0.143358
-1.528	-0.762	0.148156
-1.5684	-0.8284	0.148526
-1.5244	-0.775	0.152741
-1.5864	-0.8226	0.146384
-1.5292	-0.7794	0.151582
-1.574	-0.8274	0.14691
-1.5496	-0.8058	0.144764
-1.536	-0.7918	0.149736
-1.5752	-0.7938	0.146814
-1.5276	-0.8136	0.149681
-1.5684	-0.8074	0.145655
-1.5536	-0.7908	0.146937
-1.5588	-0.7842	0.153319
-1.5316	-0.8152	0.154163
-1.554	-0.8056	0.147254
-1.542	-0.8212	0.143494
-1.5668	-0.796	0.15304
-1.582	-0.8306	0.144583
-1.5372	-0.8082	0.14399
-1.5728	-0.825	0.145596
-1.54	-0.7888	0.138081
-1.4988	-0.754	0.148254
-1.5304	-0.7814	0.153245
-1.5568	-0.809	0.14649
-1.5572	-0.7852	0.153995
-1.5716	-0.814	0.146944
-1.4988	-0.7122	0.153777
-1.5324	-0.7518	0.157658
-1.5804	-0.8062	0.155988
-1.5404	-0.7974	0.143464
-1.5992	-0.8054	0.153254
-1.5476	-0.7846	0.152678
-1.5192	-0.7344	0.153183
-1.5636	-0.8042	0.154715
-1.5676	-0.7994	0.138262
-1.5612	-0.8066	0.149882
-1.5508	-0.7642	0.149036
-1.5504	-0.807	0.150008
-1.562	-0.7944	0.152067
-1.5724	-0.8124	0.146072
-1.552	-0.7936	0.155302
-1.6008	-0.8156	0.148506
-1.5912	-0.7992	0.14756
-1.5532	-0.8122	0.147371
-1.5024	-0.7838	0.144662
-1.5444	-0.7774	0.151292
-1.5192	-0.7456	0.150939
-1.534	-0.7688	0.154948
-1.5712	-0.7656	0.156078
-1.548	-0.7974	0.155917
-1.524	-0.7676	0.148961
-1.508	-0.7574	0.151765
-1.5084	-0.766	0.154595
-1.57	-0.8288	0.145402
