# nm = 1000 nc = 10 len = 200 npart = 2 beta = 0.3
#part 	obs1 	obs2
0	0.0846065	-130.716
1	0.0639146	-121.383
0	0.088853	-130.626
1	0.0611019	-121.557
0	0.0873191	-130.692
1	0.060491	-121.53
0	0.080714	-130.801
1	0.0576167	-121.618
0	0.0783895	-130.841
1	0.059842	-121.568
0	0.0815697	-130.769
1	0.0588373	-121.7
0	0.0837616	-130.731
1	0.0581822	-121.653
0	0.0815252	-130.819
1	0.0579582	-121.626
0	0.0794252	-130.947
1	0.0587609	-121.666
0	0.0849287	-130.88
1	0.0570388	-121.697
0	0.0842477	-130.89
1	0.0518876	-121.65
0	0.0873264	-130.883
1	0.0475946	-121.707
0	0.0875436	-130.848
1	0.0478792	-121.816
0	0.0802671	-130.984
1	0.0455026	-121.848
0	0.0810603	-130.943
1	0.0442365	-121.803
0	0.0787252	-130.983
1	0.0455414	-121.75
0	0.0772264	-130.926
1	0.0465524	-121.782
0	0.078027	-130.97
1	0.045905	-121.714
0	0.075564	-130.868
1	0.0455725	-121.758
0	0.0771571	-130.856
1	0.0432328	-121.81
0	0.0732076	-130.883
1	0.0426049	-121.716
0	0.0738577	-130.967
1	0.043051	-121.759
0	0.0749085	-131.036
1	0.0385617	-121.801
0	0.0707592	-131.122
1	0.0392886	-121.873
0	0.0693559	-131.022
1	0.0399543	-121.864
0	0.0664521	-131.138
1	0.0384615	-121.928
0	0.0639708	-131.036
1	0.0385437	-121.808
0	0.0644652	-131.073
1	0.0364689	-121.88
0	0.0583424	-131.089
1	0.0366188	-121.942
0	0.057848	-131.095
1	0.0358804	-121.963
0	0.0573801	-131.041
1	0.0356815	-121.827
0	0.0531256	-130.988
1	0.0349945	-121.761
0	0.0620008	-131.004
1	0.0347437	-121.833
0	0.0627956	-131.04
1	0.0369682	-121.859
0	0.0615558	-131.029
1	0.0357173	-121.838
0	0.0617323	-131.044
1	0.0325535	-121.908
0	0.0609591	-131.052
1	0.0318626	-121.902
0	0.0610539	-130.978
1	0.0307199	-121.865
0	0.0657426	-130.948
1	0.032274	-121.778
0	0.0655453	-130.982
1	0.0313424	-121.841
0	0.0645583	-131.064
1	0.0320889	-121.887
0	0.0656186	-131.009
1	0.0317564	-121.9
0	0.0728469	-131.016
1	0.0285464	-121.816
0	0.0724427	-130.989
1	0.0276866	-121.863
0	0.0720583	-130.933
1	0.0258038	-121.903
0	0.073293	-131.008
1	0.0288742	-121.887
0	0.0737394	-130.935
1	0.0256437	-121.915
0	0.0741065	-130.994
1	0.0256647	-121.911
0	0.0758816	-131.06
1	0.0263883	-121.911
0	0.0745542	-130.946
1	0.0247525	-121.781
0	0.0724388	-131.066
1	0.0200582	-121.869
0	0.0676022	-131.027
1	0.0186988	-121.893
0	0.0682326	-131.047
1	0.0181211	-121.897
0	0.0684098	-131.02
1	0.0187494	-121.899
0	0.0689628	-130.94
1	0.01851	-121.704
0	0.0700538	-130.846
1	0.0165336	-121.878
0	0.0717587	-130.907
1	0.0174769	-121.946
0	0.0677389	-130.907
1	0.0182558	-121.996
0	0.0650089	-130.988
1	0.0170002	-121.915
0	0.0707186	-130.971
1	0.0159612	-121.908
0	0.0719688	-130.987
1	0.0162704	-121.894
0	0.0712571	-131.113
1	0.0173499	-121.899
0	0.0739392	-131.121
1	0.0174524	-121.977
0	0.0740189	-131.093
1	0.0182272	-121.91
0	0.075139	-131.049
1	0.0178678	-121.879
0	0.0782733	-130.981
1	0.0159832	-121.903
0	0.0794479	-131.03
1	0.0155707	-121.902
0	0.0765278	-131.049
1	0.0141876	-121.909
0	0.0781787	-131.093
1	0.0135895	-121.899
0	0.075011	-130.974
1	0.0136907	-121.958
0	0.0778908	-131.021
1	0.0123677	-121.929
0	0.0774693	-131.064
1	0.0106456	-121.863
0	0.0803347	-130.997
1	0.009312	-122.052
0	0.0822203	-131.006
1	0.00991737	-121.93
0	0.0814511	-130.965
1	0.0101074	-121.956
0	0.0815496	-130.975
1	0.00930646	-121.929
0	0.078495	-131.022
1	0.00948681	-121.874
0	0.0771514	-131.108
1	0.00935935	-121.984
0	0.0767539	-131.112
1	0.0102189	-121.96
0	0.0711891	-131.083
1	0.0103784	-121.952
0	0.0739048	-131.068
1	0.0108527	-121.979
0	0.0800462	-130.998
1	0.0113917	-121.984
0	0.0784915	-131.079
1	0.0108716	-121.879
0	0.0763717	-131.175
1	0.0107435	-121.834
0	0.0769597	-131.155
1	0.00836219	-121.838
0	0.0731312	-131.08
1	0.00925286	-121.96
0	0.0727628	-131.046
1	0.00887193	-121.977
0	0.0726973	-131.077
1	0.00903296	-121.9
0	0.0741957	-131.065
1	0.00879362	-121.808
0	0.0742209	-131.03
1	0.00684489	-121.952
0	0.0781463	-131.048
1	0.00564795	-121.965
0	0.0755627	-131.002
1	0.00708905	-121.967
0	0.0769819	-131.083
1	0.00706544	-122.017
0	0.0759596	-131.091
1	0.00773508	-121.992
0	0.0757377	-131.004
1	0.0101921	-121.925
0	0.0800542	-130.961
1	0.00973393	-121.926
0	0.0758474	-130.993
1	0.0115157	-121.994
0	0.0790719	-131.036
1	0.0123575	-121.952
0	0.0751587	-131.096
1	0.0118275	-122.009
0	0.0788484	-131.104
1	0.0112638	-122.069
0	0.0784098	-131.109
1	0.0113335	-121.97
0	0.0799446	-131.171
1	0.0103495	-122.012
0	0.0804122	-131.145
1	0.00959865	-122.091
0	0.0785407	-131.134
1	0.0102637	-121.961
0	0.0776467	-131.147
1	0.0108538	-121.972
0	0.0755445	-131.163
1	0.0108141	-122.004
0	0.0755538	-131.137
1	0.0106691	-121.938
0	0.0749234	-131.039
1	0.0112134	-121.878
0	0.0733774	-131.095
1	0.0125865	-121.827
0	0.0775321	-130.973
1	0.0125391	-121.873
0	0.0817846	-130.98
1	0.0113297	-121.942
0	0.0773915	-131.024
1	0.0110453	-121.899
0	0.0775963	-131.067
1	0.0104634	-121.903
0	0.0769521	-131.093
1	0.00830451	-121.906
0	0.0766233	-131.151
1	0.00791721	-121.918
0	0.0784635	-131.054
1	0.00818604	-121.902
0	0.0776393	-131.106
1	0.00850274	-121.914
0	0.0776592	-131.066
1	0.00952996	-121.875
0	0.0761767	-131.047
1	0.00857474	-121.947
0	0.0806655	-130.989
1	0.00755554	-122.073
0	0.0791477	-131.058
1	0.00804661	-121.877
0	0.0803336	-131.083
1	0.00777276	-121.891
0	0.0794757	-131.075
1	0.00858793	-121.761
0	0.0776423	-130.983
1	0.00960131	-121.836
0	0.0777753	-130.998
1	0.0100444	-121.855
0	0.0806639	-130.983
1	0.0101804	-121.869
0	0.0832012	-131.029
1	0.0108126	-121.882
0	0.0793862	-131.065
1	0.0108989	-121.96
0	0.0780343	-131.081
1	0.0127762	-121.852
0	0.0778688	-131.096
1	0.0117632	-121.852
0	0.0791525	-131.067
1	0.0126428	-121.879
0	0.0755817	-131.118
1	0.0121802	-121.842
0	0.0737977	-131.135
1	0.0138229	-121.842
0	0.075946	-131.159
1	0.0117524	-121.875
0	0.0730992	-131.146
1	0.0102517	-121.924
0	0.0713899	-131.098
1	0.00963173	-121.954
0	0.0755326	-131.114
1	0.00974184	-121.895
0	0.0814411	-131.106
1	0.00985098	-121.853
0	0.0844016	-131.094
1	0.00907904	-121.874
0	0.0856628	-131.114
1	0.00940174	-121.966
0	0.0873279	-130.926
1	0.0102039	-121.996
0	0.0850935	-131.038
1	0.0112302	-121.938
0	0.0835883	-131.053
1	0.0119373	-121.907
0	0.0821465	-131.085
1	0.0104865	-121.959
0	0.0809748	-131.038
1	0.0109646	-121.994
0	0.0839341	-131.053
1	0.0121608	-121.952
0	0.0789179	-131.022
1	0.0117752	-122.009
0	0.078618	-131.053
1	0.0117257	-121.903
0	0.0763157	-130.957
1	0.0105208	-122.008
0	0.079496	-131.04
1	0.0110899	-122.015
0	0.0799197	-131.104
1	0.0115082	-121.919
0	0.080138	-131.081
1	0.0118414	-121.965
0	0.0810724	-131.002
1	0.0104347	-122.007
0	0.076586	-131.081
1	0.00924636	-121.897
0	0.0736294	-130.991
1	0.00860238	-121.902
0	0.0771439	-131.05
1	0.009384	-121.929
0	0.0745345	-131.003
1	0.010544	-121.917
0	0.0786621	-130.994
1	0.0117265	-121.913
0	0.0753782	-131.008
1	0.0122639	-121.915
0	0.0731717	-131.007
1	0.011898	-122.026
0	0.0739059	-131.011
1	0.0115453	-121.932
0	0.0776558	-130.977
1	0.0105988	-121.9
0	0.0744941	-130.939
1	0.0101732	-121.991
0	0.0754304	-130.942
1	0.00981135	-122.032
0	0.0754499	-131.03
1	0.0102097	-121.854
0	0.0784474	-131.059
1	0.00970068	-121.862
0	0.0786279	-131.093
1	0.0109616	-121.868
0	0.0765433	-131.154
1	0.0107327	-121.946
0	0.083229	-131.061
1	0.0121735	-121.897
0	0.0838215	-131.002
1	0.0120277	-121.849
0	0.0857633	-131.047
1	0.0124933	-121.783
0	0.0827817	-131.145
1	0.0124459	-121.792
0	0.085469	-131.148
1	0.0119558	-121.898
0	0.0867467	-131.153
1	0.010367	-121.998
0	0.092971	-131.161
1	0.0124064	-121.874
0	0.0899194	-131.115
1	0.0147271	-121.868
0	0.0904391	-131.089
1	0.0141559	-121.938
0	0.0931401	-131.098
1	0.0141338	-121.908
0	0.0936558	-131.09
1	0.0136132	-121.911
0	0.0978641	-131.066
1	0.0159848	-121.93
0	0.0976901	-131.146
1	0.0156022	-121.954
0	0.099793	-131.127
1	0.0149932	-121.97
0	0.104767	-131.155
1	0.0158335	-121.979
0	0.104455	-130.935
1	0.0157159	-122.036
0	0.0994375	-131.061
1	0.0154104	-121.895
0	0.101795	-131.026
1	0.0140344	-121.924
0	0.104809	-131.086
1	0.0112142	-121.974
0	0.103713	-131.104
1	0.0106784	-121.944
0	0.108463	-131.126
1	0.0125809	-121.93
0	0.109055	-131.126
1	0.0115212	-121.891
0	0.109065	-131.042
1	0.0109598	-121.972
0	0.114318	-131.038
1	0.0114177	-121.958
0	0.113356	-130.924
1	0.0132648	-121.904
0	0.120572	-131.012
1	0.0136056	-121.956
0	0.115842	-131.009
1	0.0138688	-121.893
0	0.115892	-130.963
1	0.0116245	-122.044
0	0.126395	-130.95
1	0.0121764	-122.005
0	0.131611	-130.99
1	0.0111332	-122.02
0	0.130102	-130.918
1	0.0106646	-121.957
0	0.129398	-130.958
1	0.0101685	-121.977
0	0.123207	-131.049
1	0.0112732	-121.834
0	0.121992	-131.077
1	0.0108496	-121.995
0	0.118865	-130.999
1	0.0119358	-122.011
0	0.117587	-131.041
1	0.0107269	-122.038
0	0.117173	-131.04
1	0.0104619	-122.098
0	0.113593	-130.993
1	0.0107624	-121.974
0	0.112179	-130.984
1	0.0102292	-122.048
0	0.1142	-131.015
1	0.0108263	-121.98
0	0.109567	-130.901
1	0.00970011	-121.905
0	0.110822	-130.953
1	0.00890968	-121.923
0	0.110878	-130.917
1	0.00928489	-121.943
0	0.107875	-130.904
1	0.00945938	-121.936
0	0.107822	-130.931
1	0.00784413	-121.979
0	0.112334	-130.92
1	0.0082146	-122.009
0	0.109832	-130.89
1	0.00887867	-121.942
0	0.108327	-131.032
1	0.0104266	-121.988
0	0.108436	-131.084
1	0.00997487	-121.99
0	0.11397	-130.994
1	0.0111303	-121.936
0	0.114187	-131.093
1	0.0108421	-121.825
0	0.109977	-131.009
1	0.00983729	-121.901
0	0.113989	-130.935
1	0.00949141	-121.917
0	0.11272	-131.034
1	0.0103063	-122.034
0	0.114515	-130.97
1	0.011173	-121.864
0	0.115563	-131.017
1	0.0101249	-121.954
0	0.114349	-130.984
1	0.00911362	-121.962
0	0.112859	-131.038
1	0.00925465	-121.939
0	0.107999	-130.95
1	0.00889948	-121.958
0	0.108703	-130.977
1	0.0109418	-121.974
0	0.109162	-130.952
1	0.0128538	-121.885
0	0.105987	-131.008
1	0.011658	-121.992
0	0.103078	-131.021
1	0.0129017	-121.985
0	0.10462	-130.911
1	0.0129025	-121.99
0	0.105631	-130.996
1	0.0142816	-121.908
0	0.104063	-130.982
1	0.0143856	-121.868
0	0.107937	-130.863
1	0.0148805	-121.888
0	0.11081	-130.983
1	0.0152694	-121.866
0	0.108435	-130.93
1	0.0158142	-121.737
0	0.108402	-131.069
1	0.0170359	-121.845
0	0.107749	-131.029
1	0.0155153	-121.846
0	0.105779	-131.008
1	0.0161148	-121.863
0	0.108073	-131.015
1	0.0185771	-121.746
0	0.10737	-131.022
1	0.0178186	-121.899
0	0.105536	-131.033
1	0.0174097	-121.861
0	0.106681	-131.013
1	0.0186522	-121.921
0	0.104127	-130.975
1	0.0186445	-121.941
0	0.0989329	-130.923
1	0.0193976	-121.934
0	0.100637	-130.974
1	0.0189023	-121.901
0	0.100938	-130.943
1	0.0187348	-121.911
0	0.101975	-130.947
1	0.018703	-121.984
0	0.09979	-131.014
1	0.0180941	-121.94
0	0.0996984	-130.978
1	0.0182183	-122.02
0	0.103037	-130.935
1	0.017274	-122.007
0	0.102939	-130.907
1	0.0166401	-122
0	0.102747	-130.917
1	0.0178316	-121.92
0	0.107853	-130.903
1	0.0179928	-121.945
0	0.112601	-130.963
1	0.0182574	-121.843
0	0.114477	-130.943
1	0.0178772	-121.919
0	0.115839	-130.937
1	0.0175252	-121.974
0	0.119452	-130.946
1	0.0185265	-121.923
0	0.116499	-131.015
1	0.0195545	-121.937
0	0.113068	-131.012
1	0.0190958	-122.051
0	0.112943	-130.944
1	0.0205056	-121.936
0	0.110522	-131.106
1	0.0186242	-122.007
0	0.114668	-131.024
1	0.0184033	-121.973
0	0.114954	-131.007
1	0.0183821	-122.028
0	0.114712	-131.052
1	0.0196009	-121.993
0	0.10968	-131.052
1	0.0208334	-122.03
0	0.108123	-131.101
1	0.0233947	-121.987
0	0.109578	-130.97
1	0.024492	-121.919
0	0.109038	-131.023
1	0.024507	-121.964
0	0.106975	-130.961
1	0.0232908	-121.85
0	0.110618	-131.064
1	0.0210294	-121.91
0	0.109596	-131.019
1	0.0211323	-121.97
0	0.105571	-131.071
1	0.0227131	-122.033
0	0.112154	-131.092
1	0.0226157	-122.099
0	0.116677	-131.048
1	0.0219876	-122.005
0	0.120571	-131.072
1	0.0241385	-122.013
0	0.122148	-131.018
1	0.0228204	-122.025
0	0.124352	-130.985
1	0.0244288	-121.928
0	0.119708	-131.095
1	0.0223283	-122.019
0	0.118031	-131.009
1	0.0230131	-122.025
0	0.110742	-131.012
1	0.0208698	-122.006
0	0.114985	-130.91
1	0.0218652	-121.967
0	0.112152	-131.025
1	0.0240393	-121.935
0	0.110737	-131.037
1	0.0244797	-121.877
0	0.112094	-131.069
1	0.0223343	-121.885
0	0.113338	-131.025
1	0.0231157	-121.971
0	0.109879	-131.064
1	0.022799	-121.992
0	0.110014	-131.093
1	0.0229863	-121.999
0	0.117931	-130.961
1	0.0225807	-121.949
0	0.11737	-130.999
1	0.021422	-121.914
0	0.117692	-131.04
1	0.0200777	-121.91
0	0.124528	-130.995
1	0.02051	-121.949
0	0.12997	-130.969
1	0.0176695	-121.996
0	0.132443	-130.988
1	0.0201619	-121.905
0	0.13009	-131.027
1	0.0195868	-121.911
0	0.127009	-131.16
1	0.0177734	-121.871
0	0.125158	-131.061
1	0.0209239	-121.969
0	0.123166	-131.078
1	0.0194837	-122.048
0	0.124321	-130.968
1	0.0186771	-122.066
0	0.127427	-130.913
1	0.0172386	-122.04
0	0.127513	-130.927
1	0.0180698	-122.042
0	0.122098	-130.973
1	0.0178544	-121.941
0	0.116391	-131.007
1	0.018243	-122.063
0	0.118439	-131.147
1	0.0179452	-122.013
0	0.116693	-131.058
1	0.0180681	-121.967
0	0.1163	-131.006
1	0.0191814	-122.055
0	0.119183	-131.025
1	0.019859	-122.077
0	0.123061	-131.026
1	0.0194411	-121.994
0	0.126693	-131.029
1	0.0196811	-122.017
0	0.128934	-130.985
1	0.018297	-122.014
0	0.12416	-131.096
1	0.0182587	-121.983
0	0.124243	-131.075
1	0.0180472	-121.964
0	0.126431	-131.047
1	0.0183686	-121.923
0	0.134247	-130.949
1	0.0192212	-121.752
0	0.128887	-131.03
1	0.0222048	-121.885
0	0.128423	-131.047
1	0.0232191	-121.906
0	0.132776	-131.06
1	0.0218916	-121.949
0	0.128198	-130.981
1	0.0210788	-122.05
0	0.130052	-131.085
1	0.0221917	-122.077
0	0.129031	-131.062
1	0.0233494	-121.994
0	0.129016	-131.089
1	0.0218603	-121.966
0	0.131982	-130.965
1	0.0217612	-122.02
0	0.136901	-131.032
1	0.0225968	-121.88
0	0.137007	-131.056
1	0.02757	-121.935
0	0.137264	-130.956
1	0.02745	-121.935
0	0.138623	-131.033
1	0.0257287	-121.974
0	0.143337	-130.989
1	0.0263477	-121.906
0	0.140291	-130.941
1	0.0265763	-121.941
0	0.136742	-130.963
1	0.0281726	-121.91
0	0.135744	-130.98
1	0.0286804	-121.873
0	0.137746	-130.884
1	0.0274624	-121.896
0	0.134404	-130.864
1	0.0279647	-121.841
0	0.124626	-130.951
1	0.0295866	-121.853
0	0.124961	-131.002
1	0.0298324	-121.957
0	0.122306	-130.973
1	0.029803	-121.977
0	0.120417	-131.022
1	0.0314236	-121.847
0	0.122152	-131.033
1	0.0326758	-121.904
0	0.117844	-131.069
1	0.0328781	-122.009
0	0.119014	-131.11
1	0.0337601	-122.03
0	0.117111	-131.113
1	0.0333347	-121.946
0	0.117295	-131.076
1	0.032534	-121.904
0	0.116334	-131.107
1	0.0318573	-121.938
0	0.123389	-131.002
1	0.029024	-121.941
0	0.122196	-130.96
1	0.031167	-121.902
0	0.120918	-130.927
1	0.0308928	-121.902
0	0.118297	-130.907
1	0.0312318	-121.874
0	0.117993	-130.893
1	0.0305805	-121.95
0	0.12289	-130.905
1	0.0268057	-121.963
0	0.122617	-130.968
1	0.0293154	-121.998
0	0.122054	-131.057
1	0.0295747	-121.838
0	0.12023	-131.041
1	0.0289082	-121.884
0	0.116715	-131.051
1	0.0308981	-121.984
0	0.119986	-131.048
1	0.0316665	-121.879
0	0.116066	-130.98
1	0.0325664	-121.919
0	0.1147	-130.976
1	0.0332083	-121.901
0	0.116401	-130.923
1	0.0334455	-121.881
0	0.113045	-130.945
1	0.0373555	-122.001
0	0.117026	-130.949
1	0.0353431	-122.013
0	0.117055	-131.028
1	0.0353686	-122.015
0	0.111041	-131.04
1	0.0372447	-121.943
0	0.106611	-130.974
1	0.035026	-122.031
0	0.111359	-131.042
1	0.0372484	-121.925
0	0.111915	-130.916
1	0.0369857	-121.993
0	0.115622	-131.005
1	0.0382622	-121.922
0	0.113729	-130.828
1	0.0390821	-121.916
0	0.111428	-130.92
1	0.0367812	-121.966
0	0.113113	-130.872
1	0.0362489	-121.928
0	0.11192	-130.979
1	0.0373507	-121.905
0	0.11327	-131.002
1	0.0358389	-121.956
0	0.114245	-130.93
1	0.0359817	-121.938
0	0.116077	-130.916
1	0.0337032	-121.964
0	0.10653	-130.984
1	0.0325237	-121.931
0	0.105371	-131.002
1	0.0325054	-121.94
0	0.102017	-130.988
1	0.0339014	-121.937
0	0.0998557	-131.087
1	0.0322961	-122.001
0	0.101911	-131.042
1	0.0322794	-121.874
0	0.0960336	-130.959
1	0.0330987	-121.769
0	0.0941269	-130.959
1	0.0322305	-121.877
0	0.0924727	-131
1	0.0317502	-121.854
0	0.0929754	-131.137
1	0.0301369	-121.968
0	0.0950471	-131.104
1	0.0313077	-121.989
0	0.0962491	-131.08
1	0.0309305	-122.012
0	0.0983193	-131.029
1	0.0321174	-121.963
0	0.0972027	-131.073
1	0.0329353	-122.001
0	0.0946101	-131.081
1	0.0303892	-121.908
0	0.0905452	-131.068
1	0.0296112	-121.825
0	0.0845897	-131.019
1	0.0284961	-121.942
0	0.0818823	-131.055
1	0.0278534	-121.902
0	0.0818812	-131.023
1	0.0268242	-121.901
0	0.0776856	-131.042
1	0.0274689	-121.892
0	0.0723837	-131.01
1	0.0259756	-121.822
0	0.067095	-131.028
1	0.0256311	-121.92
0	0.0698629	-131.099
1	0.027828	-121.905
0	0.067595	-131.061
1	0.0259288	-121.91
0	0.0661485	-131.049
1	0.0246443	-121.773
0	0.0654039	-130.997
1	0.0244305	-121.814
0	0.0644091	-130.954
1	0.0248471	-121.894
0	0.0626205	-130.826
1	0.0242535	-121.949
0	0.0611503	-131.084
1	0.0231872	-121.935
0	0.0587777	-131.095
1	0.0225254	-121.882
0	0.056269	-131.075
1	0.0233059	-121.947
0	0.0631387	-131.034
1	0.0228635	-121.971
0	0.0648364	-131.079
1	0.0241828	-121.914
0	0.0632262	-131.123
1	0.0257302	-122.031
0	0.0641347	-130.979
1	0.0260807	-121.976
0	0.0635236	-130.962
1	0.0271288	-122.043
0	0.064723	-130.988
1	0.0263962	-121.939
0	0.0662976	-131.075
1	0.0265023	-121.911
0	0.0658298	-131.018
1	0.0265317	-121.93
0	0.0660242	-131.035
1	0.0251993	-121.887
0	0.0659831	-131.06
1	0.023789	-121.989
0	0.0642087	-131.098
1	0.0241419	-121.977
0	0.0646814	-131.109
1	0.0241193	-121.983
0	0.0656229	-131.102
1	0.0238194	-121.954
0	0.0683502	-131.049
1	0.0241129	-121.942
0	0.0675063	-131.057
1	0.0240497	-121.845
0	0.0671877	-131.121
1	0.024041	-121.902
0	0.0692526	-131.059
1	0.0275916	-121.873
0	0.0698537	-130.995
1	0.0271414	-121.933
0	0.0725319	-130.952
1	0.0297939	-121.94
0	0.0698599	-130.889
1	0.0307191	-121.882
0	0.0743412	-131.034
1	0.0318772	-121.915
0	0.0734364	-130.957
1	0.0311184	-121.973
0	0.0716358	-130.859
1	0.0314736	-121.848
0	0.0740415	-130.867
1	0.0283702	-121.849
0	0.0767012	-130.913
1	0.0301175	-121.853
0	0.0803196	-130.954
1	0.0271648	-121.928
0	0.0843916	-130.979
1	0.0253979	-121.893
0	0.0834746	-130.967
1	0.0278542	-121.988
0	0.0844606	-130.892
1	0.0301449	-121.907
0	0.0863545	-131
1	0.0272363	-121.996
0	0.0863889	-130.992
1	0.0290092	-121.944
0	0.088839	-130.9
1	0.029764	-121.948
0	0.0844473	-130.911
1	0.0314893	-121.951
0	0.0823138	-130.985
1	0.0314824	-121.977
0	0.0771726	-130.915
1	0.0323581	-121.924
0	0.0762894	-130.912
1	0.0320724	-121.886
0	0.0762871	-130.897
1	0.0321299	-122.037
0	0.0792584	-131.008
1	0.0340372	-122.004
0	0.0784523	-130.931
1	0.0356465	-121.955
0	0.0762994	-130.983
1	0.0360973	-121.928
0	0.0779952	-130.925
1	0.0364091	-121.872
0	0.0744543	-130.935
1	0.0322036	-121.993
0	0.0752402	-130.944
1	0.0325657	-121.969
0	0.0708621	-131.023
1	0.0326389	-121.852
0	0.0691809	-131.047
1	0.0342683	-121.953
0	0.0664972	-131.068
1	0.0361757	-121.91
0	0.0651792	-130.979
1	0.0358945	-121.816
0	0.0670371	-130.977
1	0.0380955	-121.938
0	0.0674039	-130.906
1	0.0368515	-122.003
0	0.0664321	-130.945
1	0.0344369	-121.956
0	0.0676509	-130.921
1	0.0314639	-121.903
0	0.0639482	-130.986
1	0.0310806	-121.865
0	0.0638281	-130.959
1	0.0342116	-121.839
0	0.0612182	-131.015
1	0.0344967	-121.824
0	0.0628158	-130.926
1	0.0330702	-121.961
0	0.0597374	-130.978
1	0.0329401	-121.976
0	0.0582059	-130.961
1	0.0343163	-121.89
0	0.0572206	-131.002
1	0.0318201	-121.901
0	0.0562671	-131.047
1	0.0306341	-121.985
0	0.0592838	-131.011
1	0.0305287	-121.971
0	0.0597691	-131.02
1	0.0292747	-121.906
0	0.0594988	-131.077
1	0.0288575	-121.951
0	0.0622315	-131.062
1	0.0287249	-121.94
0	0.0605361	-131.008
1	0.029746	-121.946
0	0.0601014	-130.936
1	0.0302754	-121.991
0	0.06009	-131.013
1	0.0308256	-121.938
0	0.061559	-131.063
1	0.0292964	-121.951
0	0.0558754	-130.951
1	0.0307321	-122.027
0	0.0587459	-130.813
1	0.0312541	-121.956
0	0.0616589	-130.83
1	0.0317484	-122.047
0	0.0609703	-130.929
1	0.0297174	-122.009
0	0.0634194	-130.948
1	0.0291632	-121.981
0	0.0664864	-131.007
1	0.026158	-121.934
0	0.0670894	-130.938
1	0.0273247	-122.006
0	0.0701203	-131.033
1	0.0255077	-121.969
0	0.0701748	-131.016
1	0.0278541	-121.884
0	0.0740675	-130.928
1	0.0264628	-121.943
0	0.0771216	-130.992
1	0.0269446	-122.011
0	0.0834917	-131.034
1	0.0272692	-121.972
0	0.0813412	-131.037
1	0.0283928	-121.953
0	0.0804369	-131.001
1	0.0259879	-121.976
0	0.0849573	-131.068
1	0.0273761	-121.947
0	0.0839742	-131.006
1	0.0281441	-121.925
0	0.0775235	-131.124
1	0.027211	-121.882
0	0.0782336	-131.052
1	0.0254166	-121.928
0	0.0773599	-130.998
1	0.0254321	-121.907
0	0.079	-131.059
1	0.0239387	-121.956
0	0.0787793	-130.99
1	0.0265682	-122.054
0	0.0754221	-131.092
1	0.0255017	-121.958
0	0.079018	-131.133
1	0.025253	-122.022
