#x 	<E> 	error 	<M> 	error 	d<E>/dT 	error 	d<M>/dh 	error 	B(E) 	error 	B(M) 	derror
0.3	-0.703388 	0.000658101 	0.00132852 	0.000954906	3.15792 	0.106629 	7.18065 	0.302407	1.00256 	8.76016e-05 	2.95655 	0.111723
0.325	-0.787196 	0.000436802 	-0.000907422 	0.000933965	3.32181 	0.119548 	10.1643 	0.444219	1.00215 	7.66116e-05 	2.86964 	0.119727
0.35	-0.879911 	0.000426605 	0.0011248 	0.00109275	3.68749 	0.1651 	16.3311 	0.720753	1.00191 	8.06514e-05 	2.98311 	0.101006
0.375	-0.983531 	0.00051794 	0.000166406 	0.00194707	4.25978 	0.179481 	27.5775 	1.17129	1.00176 	7.89653e-05 	2.87416 	0.131293
0.4	-1.10646 	0.000485308 	-0.0068707 	0.0027727	5.15273 	0.178784 	62.8016 	3.57705	1.00168 	5.77627e-05 	3.21586 	0.124147
0.425	-1.26234 	0.00118448 	0.0250801 	0.022678	7.36012 	0.288323 	312.948 	31.6016	1.00185 	7.16306e-05 	2.52002 	0.133172
0.45	-1.51218 	0.00116959 	-0.745948 	0.00296299	6.94638 	0.31881 	19.4173 	2.83018	1.00121 	5.73831e-05 	1.01287 	0.00179166
0.475	-1.65739 	0.000504493 	-0.865723 	0.00045733	4.29166 	0.156278 	2.16613 	0.132988	1.00062 	2.52456e-05 	1.00114 	6.96202e-05
0.5	-1.74608 	0.000416197 	-0.911564 	0.00021722	2.7962 	0.0965788 	0.734215 	0.0266561	1.00037 	1.40924e-05 	1.00035 	1.24632e-05
