#h	fwdEuler	err	bwdEuler	err	Heun	err	RK4	err	Heun_naive	err	RK4_naive	err
9.99999999999999e-05 	0.00350328462 	4.24344915088342e-05 	0.00326134452 	1.33062838037777e-05 	0.00476323042 	5.0621095406704e-05 	0.00612638474 	2.06342953481845e-05 	0.00860946654 	3.44064136021284e-05 	0.01436798933 	8.66201342818215e-05
0.000104737089795945 	0.00324241776 	1.74317687107954e-05 	0.00324357416 	3.17462560335801e-05 	0.004612567 	6.97434798822614e-05 	0.00588586937 	2.48865279982626e-05 	0.00821904344 	2.54311923180316e-05 	0.01360986609 	6.00133577875522e-05
0.000109698579789238 	0.00311519599 	1.99813000299611e-05 	0.00302425366 	2.2656869514358e-05 	0.00431658459 	4.49948068272933e-05 	0.00556747464 	2.20133048924617e-05 	0.00780891525 	1.76458579993798e-05 	0.01301665583 	5.28101107925084e-05
0.000114895100018731 	0.002943675 	1.76304994049404e-05 	0.00290190003 	2.61784948770753e-05 	0.00404602809 	1.94357298950941e-05 	0.00533769177 	2.84863456022572e-05 	0.00748815611 	2.13171833601057e-05 	0.01238196114 	5.54612039742726e-05
0.000120337784077759 	0.00285105292 	1.97641930134251e-05 	0.00272561574 	1.50134628099355e-05 	0.00387325012 	3.4150496966338e-05 	0.00541784326 	4.53647304125716e-05 	0.00716230788 	3.58125247728331e-05 	0.01188107874 	6.27188494603217e-05
0.000126038292967973 	0.00271153772 	1.53338850742004e-05 	0.00261916224 	1.59509745917377e-05 	0.00365807762 	1.38465301979642e-05 	0.00511350399 	3.50730221405011e-05 	0.00682180698 	2.20650885229813e-05 	0.01128874605 	4.61578969168677e-05
0.000132008840083142 	0.00256887024 	2.10210951785483e-05 	0.00251273423 	2.07128600866983e-05 	0.00347297017 	1.33203068962319e-05 	0.00464559143 	1.00124720687812e-05 	0.00655179817 	3.72088654673864e-05 	0.01087751425 	6.4883073518285e-05
0.000138262217376466 	0.00248623 	2.37790315074647e-05 	0.0023449026 	1.13096119340671e-05 	0.0033122391 	1.12606419651147e-05 	0.00457339387 	2.33139586028213e-05 	0.00618686457 	1.38410422604446e-05 	0.01028188239 	3.00836460987538e-05
0.000144811822767453 	0.00228656083 	8.32833506484982e-06 	0.00222701314 	9.65319403736334e-06 	0.00315719241 	8.8506029000081e-06 	0.00430765014 	2.20954369744928e-05 	0.00597392606 	3.380078234521e-05 	0.0098567928 	4.43762508301315e-05
0.000151671688847092 	0.0021761956 	7.86792758483339e-06 	0.00223934622 	2.6119203231246e-05 	0.00300399597 	7.84133805543969e-06 	0.00419248476 	2.7598036302546e-05 	0.00568289942 	2.2206083599224e-05 	0.00942550939 	4.37619145387133e-05
0.000158856512942805 	0.0020674554 	7.32351620909002e-06 	0.00200711322 	5.89829796983034e-06 	0.0029258997 	2.09970774094901e-05 	0.00390115161 	1.986361631125e-05 	0.00536442188 	8.73266024833474e-06 	0.00899206545 	4.53785075305473e-05
0.000166381688607613 	0.00211653312 	2.10917375593827e-05 	0.00192665456 	8.59600202331669e-06 	0.0027788826 	1.88456082096118e-05 	0.00383582301 	3.02451197286953e-05 	0.00519121843 	3.05333068357293e-05 	0.00857197512 	5.08209603541771e-05
0.000174263338600965 	0.00195845503 	1.75261939569229e-05 	0.00182192524 	5.9141805899397e-06 	0.00261646778 	8.01702599920426e-06 	0.00355709447 	1.45938891056465e-05 	0.00488942804 	9.58995271247787e-06 	0.00821102626 	6.44521764757957e-05
0.000182518349431904 	0.00182142966 	8.29154241820286e-06 	0.00184712753 	2.09358071762683e-05 	0.002550576 	2.00887873843306e-05 	0.00350860098 	3.04313031771103e-05 	0.00472721211 	2.8361916975018e-05 	0.00779702358 	2.58875112977062e-05
0.00019116440753857 	0.00176901704 	1.07830048513194e-05 	0.00166207685 	5.42029945374617e-06 	0.00241654928 	1.73873056704486e-05 	0.00325230372 	1.46292108981932e-05 	0.00446174154 	1.34318617194265e-05 	0.0074542397 	3.76796469646011e-05
0.000200220037181558 	0.00172179903 	1.86359663675296e-05 	0.00159398762 	6.34032113206866e-06 	0.00225546203 	6.47422108764526e-06 	0.00311124736 	2.09423817485871e-05 	0.00430997126 	2.61430556485844e-05 	0.00712480777 	3.41018102735534e-05
0.000209704640132323 	0.00154939587 	3.92891630808391e-06 	0.00150927459 	5.03154540569936e-06 	0.00215731624 	6.53280424041753e-06 	0.00293763901 	1.54441473261265e-05 	0.00404849799 	8.79460852880963e-06 	0.00673509747 	1.13443259865956e-05
0.000219638537241654 	0.00148108052 	5.21381999155226e-06 	0.00146059864 	8.11275744753311e-06 	0.0021428775 	2.11404696643309e-05 	0.00278408087 	1.22328343584201e-05 	0.00390047838 	1.76988289243032e-05 	0.00650219688 	3.30778223245851e-05
0.000230043011977292 	0.00141268717 	4.68415627222443e-06 	0.00146591747 	1.32300324490485e-05 	0.00196010022 	5.48788382518421e-06 	0.00269586899 	1.35428441253638e-05 	0.00369054148 	1.10987158777983e-05 	0.00624106128 	4.25375520495201e-05
0.000240940356023952 	0.00136573281 	6.14907641962084e-06 	0.00131084621 	4.13511134922044e-06 	0.00186932871 	5.38497833307398e-06 	0.00262763923 	1.63046707554052e-05 	0.00350901971 	6.55546231819404e-06 	0.00585227671 	1.26290132551958e-05
0.000252353917043476 	0.00138100656 	1.23342345085885e-05 	0.00124443312 	3.97568946111891e-06 	0.00178597154 	6.39278421330495e-06 	0.00241952561 	9.30212031217623e-06 	0.003426217 	2.45081054686077e-05 	0.00563540968 	2.37364711411802e-05
0.00026430814869741 	0.0012471957 	6.00705953274122e-06 	0.00119682151 	4.76994101341985e-06 	0.00171358142 	7.56910358650432e-06 	0.00230216304 	8.77043522254129e-06 	0.00320750561 	7.72957406267709e-06 	0.0053142594 	8.32376050175735e-06
0.000276828663039207 	0.00118076092 	4.08567410300068e-06 	0.00113418826 	3.62510902963392e-06 	0.00162530892 	4.68034170768805e-06 	0.00222213818 	7.65344467833178e-06 	0.00304113273 	4.88105553949011e-06 	0.00516037351 	3.05085967066191e-05
0.000289942285388287 	0.00114234038 	8.58139609803419e-06 	0.00108221614 	3.37978862830242e-06 	0.00157464669 	8.14543873641941e-06 	0.00222253473 	2.30462089026058e-05 	0.00298693301 	2.22604714796589e-05 	0.00485787303 	1.63153243042303e-05
0.000303677111803545 	0.00107807315 	7.66860008950004e-06 	0.00104026968 	6.45616800631571e-06 	0.00149207347 	1.02326428412943e-05 	0.00200614408 	1.53985152972535e-05 	0.00278551048 	8.19802919434343e-06 	0.00464264192 	1.49632992513434e-05
0.000318062569279412 	0.00102122115 	7.16141664631225e-06 	0.0010657979 	1.3476605826613e-05 	0.0014200966 	1.00162986242023e-05 	0.00195080163 	2.40017609178315e-05 	0.00264488485 	4.83801922760469e-06 	0.0044072765 	7.55782721719214e-06
0.000333129478793467 	0.00097212223 	4.47003303284982e-06 	0.00093697995 	3.02886902795072e-06 	0.00137347366 	1.13718859404165e-05 	0.00180780348 	5.99195328135296e-06 	0.00262028141 	2.33309922467445e-05 	0.00425193606 	1.98518092903631e-05
0.000348910121340677 	0.00092422863 	3.27096200618783e-06 	0.00089983937 	3.73052149391099e-06 	0.00129082064 	6.83269606680229e-06 	0.00180511758 	1.40861715314501e-05 	0.0024189732 	6.37394039848016e-06 	0.00400471274 	5.49664332397527e-06
0.000365438307095725 	0.00098114109 	1.13730417594247e-05 	0.00085179584 	3.45767286317607e-06 	0.00128865972 	1.31210731026775e-05 	0.00169840894 	1.13399309360927e-05 	0.00230819604 	6.97073738139413e-06 	0.00395211464 	3.3761536408264e-05
0.000382749447851631 	0.00087004187 	7.2365067427825e-06 	0.00082099124 	4.20440240931153e-06 	0.0011736864 	4.70894495365959e-06 	0.00162192953 	1.01330929054014e-05 	0.00219239711 	3.96129170988179e-06 	0.00365401674 	8.39867579854828e-06
0.000400880632889846 	0.00080102945 	2.81080111001665e-06 	0.00077473867 	2.71444749575475e-06 	0.00113197549 	7.36784476897429e-06 	0.00150108477 	8.19759707229848e-06 	0.0021650144 	1.585134484113e-05 	0.0034789783 	4.71916703042776e-06
0.000419870708444391 	0.00076450338 	2.43461775409524e-06 	0.00074852205 	3.20202601723918e-06 	0.00106417895 	2.65896258557355e-06 	0.0014683656 	1.37017768520877e-05 	0.00199857675 	4.02017637449977e-06 	0.00339856622 	2.19606683573096e-05
0.000439760360930272 	0.00073008091 	3.79504456024162e-06 	0.0007305011 	4.41200118108583e-06 	0.0010150368 	2.68484792206093e-06 	0.00137845706 	1.20188967797621e-05 	0.00191174391 	5.89239272265624e-06 	0.00317493422 	6.66828871663145e-06
0.00046059220411451 	0.00069524581 	1.98743153530982e-06 	0.00072623548 	1.15632763957235e-05 	0.00098565024 	7.14073008715653e-06 	0.00144623593 	1.79472633495095e-05 	0.00182267004 	3.93067608456706e-06 	0.00302863267 	4.48722174036853e-06
0.000482410870416536 	0.00066979486 	3.10031078690569e-06 	0.00065511819 	6.6548810127859e-06 	0.00092904843 	4.3289158905029e-06 	0.00123591873 	4.61584077669209e-06 	0.00173669099 	2.7271225630519e-06 	0.00297285864 	2.04822232203991e-05
0.000505263106533568 	0.00064322836 	3.5436429469831e-06 	0.00061540268 	2.48042930936901e-06 	0.00090397568 	6.87070608003087e-06 	0.00117371508 	3.31594747713712e-06 	0.00169688561 	8.55076089488937e-06 	0.0027590775 	5.21160701568019e-06
0.000529197873595844 	0.00063011037 	5.22373174059791e-06 	0.00058420054 	2.07255468735641e-06 	0.00087691764 	7.51471886061659e-06 	0.00112269662 	3.73865301732706e-06 	0.00158401733 	3.06580205786339e-06 	0.00262859225 	3.65843287891132e-06
0.00055426645206631 	0.0005884677 	3.23551927401129e-06 	0.00056100913 	2.49599233675303e-06 	0.00082442928 	6.95147651408072e-06 	0.00111382604 	9.12878418012938e-06 	0.00152229604 	5.2189753621548e-06 	0.00255627216 	1.18053650984859e-05
0.000580522551609489 	0.00056118507 	3.40622889366699e-06 	0.00053154804 	2.16576897211696e-06 	0.00076864395 	2.38306869315109e-06 	0.00103430329 	4.85340256972979e-06 	0.00144478537 	3.29154237480472e-06 	0.00241226473 	7.59365270287965e-06
0.000608022426164942 	0.00059577999 	7.1536465993435e-06 	0.00050869381 	1.86499761445923e-06 	0.00074780247 	5.90775152772114e-06 	0.00100299859 	7.69294598835985e-06 	0.0013804827 	3.2737787367969e-06 	0.00229265462 	3.85893806316313e-06
0.000636824994471858 	0.00053412129 	5.88199077135111e-06 	0.00048623862 	2.15052478873312e-06 	0.00071433567 	6.73355722941525e-06 	0.00093743427 	5.23959567376828e-06 	0.0013140901 	2.50521471317218e-06 	0.00218751276 	3.69008965679845e-06
0.000666991966303011 	0.00048665595 	2.42085251237569e-06 	0.00046898006 	2.51121381263412e-06 	0.00067119262 	2.26506030311683e-06 	0.00096376403 	1.01601420388836e-05 	0.0012783268 	3.69927114280624e-06 	0.00208926971 	3.26973601097436e-06
0.000698587974678524 	0.00046039125 	2.37496371346487e-06 	0.00044431086 	2.14296134276929e-06 	0.00065315569 	5.13208235028834e-06 	0.00085618955 	5.71446907198547e-06 	0.00125622157 	8.94840859751299e-06 	0.00205229242 	1.17815136415924e-05
0.000731680714342719 	0.00043754619 	1.78872551302303e-06 	0.00042458571 	1.80644249387018e-06 	0.00061868129 	3.7858099972739e-06 	0.00080621674 	2.35489722050077e-06 	0.00122999348 	3.39765875926276e-05 	0.00190599935 	4.55299324114159e-06
0.000766341086800746 	0.00043055962 	2.84857312596256e-06 	0.0004053905 	1.6592066066345e-06 	0.00059002207 	4.9860121938931e-06 	0.0007715081 	2.53203529716669e-06 	0.00147626218 	0.000149038213951736 	0.00181584194 	3.32548314221539e-06
0.000802643352225717 	0.00043088986 	4.59073671516942e-06 	0.00038682739 	2.28610727661211e-06 	0.00055841306 	2.38860632314415e-06 	0.00073919049 	3.07713199975252e-06 	0.00141041899 	3.75855887542618e-05 	0.00173469713 	3.43242538219338e-06
0.000840665288561832 	0.00038211421 	1.87073443648738e-06 	0.00036912784 	1.65817595614672e-06 	0.00052854347 	1.5804895449481e-06 	0.00071237799 	3.55599164826087e-06 	0.00099666682 	2.20343786086107e-06 	0.00165312048 	2.80310314214182e-06
0.000880488358164346 	0.00036537517 	2.19536049964724e-06 	0.00035272941 	1.81992038848377e-06 	0.00051854401 	4.83820620047327e-06 	0.00068004773 	3.34419580649381e-06 	0.00095246305 	2.12447274086365e-06 	0.00162456536 	8.71000415220933e-06
0.000922197882333432 	0.00035019835 	2.3886262130513e-06 	0.00033698346 	2.0033827693887e-06 	0.00051305632 	5.22041451430595e-06 	0.00065523144 	3.60102003016683e-06 	0.00090733161 	1.68910709499961e-06 	0.00151534773 	5.64737368533128e-06
0.00096588322411587 	0.00033216223 	1.84359754604161e-06 	0.00032037532 	1.58525592059323e-06 	0.00050278282 	5.65105356195432e-06 	0.00061412662 	2.59505232023457e-06 	0.00086952907 	2.18717231777756e-06 	0.00144391428 	3.32226660570841e-06
0.00101163797976621 	0.0003148232 	1.21220509048583e-06 	0.00030582028 	1.58024647850123e-06 	0.00043970481 	1.89077424848621e-06 	0.00058490893 	2.14698791502196e-06 	0.00090307613 	7.33158891254352e-06 	0.0013775578 	2.80749392586875e-06
