#time	fwdEuler	bwdEuler	Heun	RK4
0 	0 	0 	0 	0
1.01010101010101 	1 	1.32910629901858 	1.33076845204393 	1.02807670067621
2.02020202020202 	1.49156530899504 	1.60976976659772 	1.61099684181776 	1.09011744505018
3.03030303030303 	1.90639893018616 	1.95920767108783 	1.96004971527963 	1.16437015986145
4.04040404040404 	2.34200774544498 	2.36538184844342 	2.36592028691555 	1.24862666234065
5.05050505050505 	2.81112170653989 	2.81932912112534 	2.81964582929617 	1.3414582479464
6.06060606060606 	1 	1 	1 	1.44251322778558
7.07070707070707 	1 	2.66384254464166 	2.6576390821124 	1.55242235844216
8.08080808080808 	1 	1 	1 	1.67264764064925
9.09090909090909 	1 	3.30628454213924 	3.29687678733304 	1.80543434875098
10.1010101010101 	1 	1 	1 	1.9539115059689
11.1111111111111 	1 	1 	1 	2.13045690419345
12.1212121212121 	1 	1 	1 	2.32752238422412
13.1313131313131 	1 	1 	1 	2.55989760087592
14.1414141414141 	1 	1 	1 	2.84045665228479
15.1515151515152 	1 	1 	1 	3.18902705173197
16.1616161616162 	1 	1 	1 	3.63784442446957
17.1717171717172 	1 	1 	1 	4.24309927260292
18.1818181818182 	1 	1 	1 	5.11232423125886
19.1919191919192 	1 	1 	1 	6.48048725006474
20.2020202020202 	1 	1 	1 	8.97841851339063
21.2121212121212 	1 	1 	1 	15.0735958295692
22.2222222222222 	1 	1 	1 	72.8365058728545
23.2323232323232 	1 	1 	1 	26.4948266254525
24.2424242424242 	1 	1 	1 	10.7032436915777
25.2525252525253 	1 	1 	1 	6.47729311143943
26.2626262626263 	1 	1 	1 	4.50507263226333
27.2727272727273 	1 	1 	1 	3.35586277629812
28.2828282828283 	1 	1 	1 	2.59834616926192
29.2929292929293 	1 	1 	1 	2.05768039672697
30.3030303030303 	1 	1 	1 	1.64951749660665
31.3131313131313 	1 	1 	1 	1.32814978744534
32.3232323232323 	1 	1 	1 	1.06664398961063
33.3333333333333 	1 	1 	1 	0.833718316602236
34.3434343434343 	1 	1 	1 	0.649936409479224
35.3535353535354 	1 	1 	1 	0.489590290876829
36.3636363636364 	1 	1 	1 	0.347395248398913
37.3737373737374 	1 	1 	1 	0.21946683970738
38.3838383838384 	1 	1 	1 	0.102875443944236
39.3939393939394 	1 	1 	1 	0.00464089148016712
