#h	fwdEuler	err	bwdEuler	err	Heun	err	RK4	err	Heun_naive	err	RK4_naive	err
9.99999999999999e-05 	0.0033333852883 	1.20428593232152e-06 	0.00324328131259999 	1.27950328379768e-06 	0.0046172857995 	2.82704470797397e-06 	0.00611169830970001 	1.71637118267795e-06 	0.008552949321 	3.1515972742725e-06 	0.0141408546703 	2.42460045618414e-06
0.000146779926762207 	0.0022576046322 	1.18116440883599e-06 	0.002199075751 	1.07221301756158e-06 	0.0031205081973 	9.79162794155896e-07 	0.00414790693829999 	1.07404739736583e-06 	0.0058031381901 	1.24124229938128e-06 	0.0096261410083 	1.81434662148299e-06
0.000215443469003188 	0.0015132725357 	5.94187448584296e-07 	0.0014665025351 	6.59217830831613e-07 	0.0020980991973 	7.61479121486277e-07 	0.0028146849304 	9.41438003392621e-07 	0.0039251024802 	8.0796791929915e-07 	0.00656542315759999 	2.51407395487669e-06
0.000316227766016838 	0.0010205870144 	4.54438983172065e-07 	0.000991508033 	5.05241570784884e-07 	0.0014144607366 	3.69055904364064e-07 	0.0018970862673 	4.88783661498713e-07 	0.0026611974665 	4.94891253422544e-07 	0.0044298501376 	9.28155509628742e-07
0.000464158883361278 	0.000691386113500002 	3.82691507840783e-07 	0.000691063499299999 	2.80141007654212e-06 	0.0009619239072 	2.99256920388167e-07 	0.0012780121952 	3.6246294873078e-07 	0.0018105419867 	6.36689254573718e-07 	0.0030084201402 	4.9702523769114e-07
0.000681292069057961 	0.000471995364800001 	3.13170921520146e-07 	0.000456182868 	2.18952023567005e-07 	0.000655640946499997 	2.30506970037406e-07 	0.0008671936492 	2.62984279713884e-07 	0.0012328424021 	2.95841648738305e-07 	0.0020457307935 	3.93924183279813e-07
0.000999999999999999 	0.0003198202689 	1.60356837449547e-07 	0.0003109435457 	1.64129911465028e-07 	0.0004470679304 	1.89457234833694e-07 	0.000590697879500001 	2.14185895433503e-07 	0.000846178636799998 	5.82624140290504e-07 	0.0013946278324 	3.26922035613853e-07
0.00146779926762207 	0.0002136312254 	1.90654621779574e-07 	0.0002065409255 	1.20664693716141e-07 	0.000300384029 	1.31240505894577e-07 	0.0003995448895 	1.74946530482243e-07 	0.000584995357799999 	1.43111012878399e-06 	0.000947097043100001 	2.3537063173799e-07
0.00215443469003188 	0.0001430385186 	8.0074592808168e-08 	0.0001380136861 	7.10957458210314e-08 	0.0002009122413 	1.00237003356493e-07 	0.0002698669692 	1.41435911885641e-07 	0.0003832988149 	1.69630019769835e-07 	0.0006429595128 	1.90703503034485e-07
0.00316227766016838 	9.68022524999997e-05 	3.593512827233e-08 	9.36246062000002e-05 	3.42272586987687e-08 	0.0001363667089 	4.01779588866733e-08 	0.0001818368328 	9.27168826042552e-08 	0.0002604207524 	1.20799286721623e-07 	0.0004357723436 	2.56455354923832e-07
0.00464158883361278 	6.59647065000001e-05 	2.64795934484459e-08 	6.38550329e-05 	3.50681183669768e-08 	9.28277746000003e-05 	7.02656746024071e-08 	0.0001244285288 	1.11490403475893e-07 	0.000177113259199999 	7.30116785244564e-08 	0.0002950668675 	8.52724637608508e-08
0.00681292069057961 	4.48802499999999e-05 	1.92242547478281e-08 	4.34822731e-05 	1.65234479667063e-08 	6.33002535e-05 	6.54805918947174e-08 	8.46802183000002e-05 	6.49623889454875e-08 	0.0001206965595 	4.72178288621989e-08 	0.0002009671709 	7.75847539469071e-08
0.01 	3.06243297000001e-05 	3.16429717697181e-08 	2.98292247e-05 	3.45590580340428e-08 	4.30506906e-05 	1.12767571893854e-08 	5.73701461999998e-05 	2.17504370457863e-08 	8.21270792000001e-05 	2.91010269145591e-08 	0.0001369267006 	7.19031238809337e-08
0.0146779926762207 	2.08117987e-05 	1.01115017409596e-08 	2.01888409e-05 	1.09402250478973e-08 	2.93741047999999e-05 	1.19025920707127e-08 	3.90325527e-05 	1.44611390949073e-08 	5.58897200000001e-05 	1.6514238552134e-08 	9.33545218e-05 	6.70233299401455e-08
0.0215443469003188 	1.41586514e-05 	8.54499008822784e-09 	1.38709192e-05 	9.04638334624545e-09 	1.99676827e-05 	1.02662702060226e-08 	2.65618940999999e-05 	1.19961397927775e-08 	3.80459237e-05 	1.32477265094161e-08 	6.34995522e-05 	1.93890848553054e-08
