#time	fwdEuler	bwdEuler	Heun	RK4	bench
0 	1 	1 	1 	1 	1
10.1010101010101 	1 	1 	1 	1 	1.11155663842184
20.2020202020202 	1 	1 	23.4300949992481 	167.366599918426 	1.02508926727476
30.3030303030303 	1 	1 	980.258379250108 	50847.2283074414 	0.929013543110683
40.4040404040404 	1 	1 	41086.3968839806 	15452684.5746321 	0.860105213379483
50.5050505050505 	1 	1.02886982119933 	1722088.45600831 	4696137410.95253 	0.844736348081772
60.6060606060606 	1.32048417674817 	1.56507470292932 	72179907.674942 	1427176424027.38 	0.888788801980469
70.7070707070707 	4.32730043404535 	1.92792043143761 	3025362475.36001 	433725073922742 	0.975403156324567
80.8080808080808 	1 	1.93358688169013 	126805624880.257 	1.31810921608865e+17 	1.07143102684714
90.9090909090909 	10.4358369723751 	1.57603814262329 	5314955362273.16 	4.00579078775449e+19 	1.14012136025546
101.010101010101 	1 	0.994180033178471 	222772061807625 	1.2173771064946e+22 	1.15518551669893
111.111111111111 	1 	1 	9.33731106648644e+15 	3.69966155982882e+24 	1.10364411586548
121.212121212121 	1 	1 	3.91365852813355e+17 	1.12434311309564e+27 	1.01430473608057
131.313131313131 	1 	1 	1.64037836650933e+19 	3.41692723921504e+29 	0.919490756940553
141.414141414141 	1 	1 	6.87551345108048e+20 	1.03841893298426e+32 	0.855488660498077
151.515151515152 	1 	1.08649321501735 	2.8818159383913e+22 	3.15579994799036e+34 	0.846792840353717
161.616161616162 	1.96016205357648 	1.61449665951129 	1.20788987787683e+24 	9.59061222344541e+36 	0.896731294387779
171.717171717172 	1 	1.94598509145256 	5.06277287747863e+25 	2.91462844085139e+39 	0.9861919588257
181.818181818182 	10.8868933961086 	1.91290675105405 	2.12202036612703e+27 	8.857681606032e+41 	1.0809371313372
191.919191919192 	1 	1.5246355818515 	8.89427699648351e+28 	2.69188766342097e+44 	1.14470666301705
202.020202020202 	5.91107814242875 	0.932071400390851 	3.72796437550497e+30 	8.18076277153989e+46 	1.15309516567466
212.121212121212 	1 	1 	1.56254616204654e+32 	2.48616910852669e+49 	1.10289225563142
222.222222222222 	1 	1 	6.54928605157517e+33 	7.5555752058911e+51 	1.00345177412576
232.323232323232 	1 	1 	2.7450803584054e+35 	2.29617190946863e+54 	0.910353108084949
242.424242424242 	1 	1 	1.15057826376216e+37 	6.97816551904863e+56 	0.85156341593234
252.525252525253 	1 	1.14376833118584 	4.82255587523477e+38 	2.12069461395458e+59 	0.849582239703047
262.626262626263 	2.59597369669941 	1.66144425492812 	2.02133534955854e+40 	6.44488244565043e+61 	0.905167800034375
272.727272727273 	1 	1.96024060338377 	8.47226388056316e+41 	1.9586275866848e+64 	0.997046815753583
282.828282828283 	10.9981963826351 	1.88855066713618 	3.55108098602105e+43 	5.95235375613675e+66 	1.09005605159569
292.929292929293 	1 	1.47112049875872 	1.48840691780271e+45 	1.80894599254397e+69 	1.14859972308116
303.030303030303 	5.34136274837729 	0.870236292099109 	6.23853739659493e+46 	5.49746493236768e+71 	1.15027244332588
313.131313131313 	1 	1 	2.61483256918538e+48 	1.67070331602937e+74 	1.09443404161146
323.232323232323 	1 	1 	1.09598595475352e+50 	5.07733947288567e+76 	1.00245456463394
333.333333333333 	1 	1 	4.59373662073973e+51 	1.54302537593514e+79 	0.901644308910392
343.434343434343 	1 	1 	1.92542760691409e+53 	4.68932070328279e+81 	0.848348257130595
