#time	fwdEuler	bwdEuler	Heun	RK4
0 	0 	0 	0 	0
1010.10101010101 	1 	1 	1 	1
2020.20202020202 	1 	1 	11924264.2716242 	1011728701685.95
3030.30303030303 	1 	1 	4060223080328.18 	2.92328528464295e+22
4040.40404040404 	1 	1 	1.55758636736671e+18 	9.51620101008341e+32
5050.50505050505 	1 	1.50806638794678 	6.38251646401388e+23 	3.3089757028778e+43
6060.60606060606 	432.268727991374 	9.31062851139789 	2.72812720053503e+29 	1.20020771750348e+54
7070.70707070707 	1 	12.2115576648608 	1.20109490564058e+35 	4.48393480136025e+64
8080.80808080808 	10015.3559148906 	10.60907134172 	5.40573763398224e+40 	1.71248624765962e+75
9090.90909090909 	1 	6.00457970268674 	2.47507642845341e+46 	6.65351144113825e+85
10101.0101010101 	4607.10206922173 	0.470092536232359 	1.14905816018276e+52 	2.62116566229399e+96
11111.1111111111 	1 	1 	5.39587689536078e+57 	1.04449088995353e+107
12121.2121212121 	1 	1 	2.55898702073153e+63 	4.20340146763435e+117
13131.3131313131 	1 	1 	1.22393470294623e+69 	1.70600854457253e+128
14141.4141414141 	1 	1 	5.89790698002085e+74 	6.97607332515624e+138
15151.5151515152 	1 	1.58293029088719 	2.86119384854554e+80 	2.87177602571741e+149
16161.6161616162 	566.017109877233 	4.92034197453457 	1.39648870420875e+86 	1.18940805393331e+160
17171.7171717172 	1 	6.55074832647402 	6.85415258377591e+91 	4.9537875903964e+170
18181.8181818182 	5435.81010337363 	6.0006074706667 	3.38161618885733e+97 	2.07394909000892e+181
19191.9191919192 	1 	3.60470004388365 	1.67652951268844e+103 	8.72519506840551e+191
20202.0202020202 	2572.59253832476 	0.340298420070658 	8.35034711580224e+108 	3.6877259231265e+202
21212.1212121212 	1 	1 	4.17751293889723e+114 	1.56553245611713e+213
22222.2222222222 	1 	1 	2.09884230931727e+120 	6.67443099152705e+223
23232.3232323232 	1 	1 	1.05889578049581e+126 	2.85744460231798e+234
24242.4242424242 	1 	1 	5.36412229066409e+131 	1.22832541217766e+245
25252.5252525253 	1 	1.78931748090431 	2.72833890373114e+137 	5.30155470497661e+255
26262.6262626263 	801.491698640823 	4.57190405718471 	1.39331269909819e+143 	2.29743742638717e+266
27272.7272727273 	1 	5.99849507728091 	7.14430733162654e+148 	9.99644060005713e+276
28282.8282828283 	5108.1992839402 	5.50311617021282 	3.67839242198549e+154 	4.36750574717033e+287
29292.9292929293 	1 	3.23181801053782 	1.9018790287516e+160 	1.91623372994088e+298
30303.0303030303 	2297.89739117675 	0.00196453267387748 	9.87624515867836e+165 	inf
31313.1313131313 	1 	1 	5.15182364044987e+171 	inf
32323.2323232323 	1 	1 	2.70014997776053e+177 	inf
33333.3333333333 	1 	1 	1.42236621035741e+183 	inf
34343.4343434343 	1 	1 	7.5327993362985e+188 	inf
35353.5353535353 	1 	2.38279839237581 	4.01262200201923e+194 	inf
36363.6363636364 	1473.15077243715 	5.99603637571271 	2.15113092464736e+200 	inf
37373.7373737374 	1 	7.99112886791769 	1.16137874482997e+206 	inf
