#time	fwdEuler	bwdEuler	Heun	RK4	bench
0 	1 	1 	1 	1 	1
0.019 	1 	0.997779346377034 	0.998868576979099 	0.999063282555632 	0.998852038551365
0.038 	0.997737153958198 	0.993411055381338 	0.995533203339411 	0.995914051064042 	0.99545357913734
0.057 	0.993286667089541 	0.986997942392251 	0.990083137774585 	0.990639026056202 	0.989897061446897
0.076 	0.986754068331206 	0.978671172758041 	0.98263695489031 	0.983354399857317 	0.982305442336838
0.095 	0.978273723681105 	0.968588408811433 	0.973340872117095 	0.974204197452164 	0.972830425996775
0.114 	0.968006938751973 	0.956931579442715 	0.962366682854741 	0.963358240879073 	0.961650276390699
0.133 	0.956139677556379 	0.943904303984965 	0.949909325274999 	0.951009746134221 	0.948967243745436
0.152 	0.942879930000772 	0.929729007086692 	0.936184121395134 	0.937372586798973 	0.935004642460252
0.171 	0.928454765567131 	0.914643765645801 	0.921423725728669 	0.92267826334701 	0.920003622873495
0.19 	0.913107115127735 	0.898898932692762 	0.905874826953559 	0.907172621277497 	0.904219683767279
0.209 	0.897092326708431 	0.882753586285845 	0.889794649553728 	0.891112364795849 	0.887902670712602
0.228 	0.880674544233485 	0.866471853972138 	0.873447305237131 	0.874761415673896 	0.871358042317577
0.247 	0.864122960804812 	0.850319165139256 	0.857100046071823 	0.858387169125005 	0.854845674679616
0.266 	0.847707999854285 	0.83455848460904 	0.84101947268044 	0.842256699995596 	0.838640227777468
0.285 	0.831697478534409 	0.819446581091466 	0.825467751473155 	0.826632973281631 	0.823011241751248
0.304 	0.816352807965419 	0.805230383620708 	0.810698894770435 	0.811771112917016 	0.808219235632755
0.323 	0.801925284432112 	0.792143477842776 	0.79695515677159 	0.79791478195128 	0.794511936827796
0.342 	0.788652524328982 	0.780402792033342 	0.784463596676006 	0.785292725648212 	0.782120696105077
0.361 	0.776755093605931 	0.770205520023518 	0.773432857884501 	0.774115526717896 	0.771257140152548
0.38 	0.76643337969804 	0.761726324838933 	0.764050209132261 	0.764572618874857 	0.762110110312316
0.399 	0.757864750471132 	0.755114862861504 	0.756478889676264 	0.756829601237719 	0.754842931949745
0.418 	0.751201040629121 	0.750493663760635 	0.750855796331802 	0.751025891803278 	0.749586890347827
0.437 	0.74656640136775 	0.747956396376216 	0.747289545286541 	0.747272753401184 	0.746458071980608
0.456 	0.744055543888492 	0.747566545241793 	0.745858936285577 	0.745651720233161 	0.745524490737125
0.475 	0.743732401779781 	0.749356516590804 	0.746611841053215 	0.746213447398365 	0.746827953568987
0.494 	0.745629231310201 	0.753327186575147 	0.749564531778207 	0.748976999785342 	0.750377247322694
0.513 	0.749746162444579 	0.759447898130464 	0.754701459224912 	0.753929590456618 	0.756148021355784
0.532 	0.756051206977927 	0.767656906536052 	0.761975483632425 	0.761026772253522 	0.764083151134013
0.551 	0.76448072367512 	0.777862267330229 	0.771308555118334 	0.770193079897217 	0.774093577533597
0.57 	0.774940333798743 	0.78994315394501 	0.78259283390508 	0.78132311344919 	0.786059609664996
0.589 	0.787306273996303 	0.803751586307005 	0.795692234426058 	0.794283047711678 	0.799832672304096
0.608 	0.801427167292201 	0.819114545801304 	0.810444371334685 	0.808912546085302 	0.8152374725605
0.627 	0.817126186978173 	0.835836446495308 	0.826662879718608 	0.825027051643767 	0.832091863104552
0.646 	0.834203582603002 	0.853701927448103 	0.84414007649442 	0.842420422815787 	0.850141596143981
0.665 	0.852439532107854 	0.872478926360331 	0.86264992510157 	0.860867876158954 	0.869163893673851
0.684 	0.87159727951088 	0.891921990814651 	0.881951261296683 	0.880129194338807 	0.888905415508881
0.703 	0.89142651347997 	0.911775779974748 	0.901791234132759 	0.899952153651158 	0.909101943148942
0.722 	0.911666938703469 	0.931778706899709 	0.921908913144528 	0.92007612230054 	0.929482224644307
0.741 	0.932051989224158 	0.951666669628832 	0.942039010395284 	0.940235778216875 	0.949771921433462
0.76 	0.952312630880969 	0.971176817928331 	0.96191566440546 	0.960164893490857 	0.96969759984618
0.779 	0.972181198734368 	0.990051302083653 	0.981276232102224 	0.979600131560129 	0.988990709315913
0.798 	0.991395214853326 	1.00804095037668 	0.999865034815223 	0.998284803096834 	1.00739148953845
0.817 	1.0097011321213 	1.02490882290221 	1.01743700499762 	1.01597252713489 	1.02465274984562
0.836 	1.02685795077166 	1.04043359113826 	1.03376118176471 	1.03243074532423 	1.04055844846732
0.855 	1.04264065617468 	1.05441269516526 	1.04862400549446 	1.0474440392899 	1.05486546021505
0.874 	1.0568434289425 	1.06666523359395 	1.06183236459438 	1.06081720387655 	1.06740136687231
0.893 	1.06928258165957 	1.07703454506695 	1.07321635106728 	1.07237803253383 	1.07800266100139
0.912 	1.07979918043731 	1.08539044458902 	1.08263168565326 	1.08197977519578 	1.08653357479925
0.931 	1.08826131397826 	1.09163108285461 	1.08996177802895 	1.08950323366902 	1.09288805821357
0.95 	1.0945659778525 	1.09568440210769 	1.09511939273983 	1.0948584647048 	1.09699132541308
