#x_bench	z_bench
0 	0
50000.5000050001 	3.14162653169938e-05
100001.00001 	-6.28325306029802e-05
150001.500015 	9.42488540346128e-05
200002.00002 	-0.000125665060957902
250002.500025 	0.000157081034926522
300003.00003 	-0.000188497707232028
350003.500035 	0.000219913913690208
400004.00004 	-0.000251330119931339
450004.500045 	0.000282746325924412
500005.00005 	-0.000314162065977156
550005.500055001 	0.000345578271381098
600006.000060001 	-0.00037699540776647
650006.500065001 	0.000408411612457237
700007.000070001 	-0.000439827816744911
750007.500075001 	0.000471243554937249
800008.000080001 	-0.00050266022398695
850008.500085001 	0.00053407596121808
900009.000090001 	-0.000565492629244531
950009.500095001 	0.000596908365390427
1000010.0001 	-0.000628324100947205
1050010.500105 	0.000659740767206232
1100011.00011 	-0.000691156501491737
1150011.500115 	0.000722573166417438
1200012.00012 	-0.000753990761952264
1250012.500125 	0.000785406494098276
1300013.00013 	-0.000816823156791396
1350013.500135 	0.000848238887356067
1400014.00014 	-0.000879655548405783
1450014.500145 	0.000911070345942896
1500015.00015 	-0.000942487005225205
1550015.500155 	0.000973903663577273
1600016.00016 	-0.00100532032096809
1650016.500165 	0.0010367351147225
1700017.00017 	-0.00106815177009785
1750017.500175 	0.00109956842441893
1800018.00018 	-0.00113098507765473
1850018.500185 	0.00116239986713035
1900019.00019 	-0.00119381651810263
1950019.500195 	0.0012252331678966
2000020.0002 	-0.00125664795383758
2050020.500205 	0.00128806646382559
2100021.00021 	-0.00131948124725506
2150021.500215 	0.00135089789202581
2200022.00022 	-0.00138231267281983
2250022.500225 	0.00141373117753625
2300023.00023 	-0.00144514595557072
2350023.500235 	0.00147656259482211
2400024.00024 	-0.00150798109525916
2450024.500245 	0.00153939586892175
2500025.00025 	-0.00157081250370799
2550025.500255 	0.00160222727430106
2600026.00026 	-0.00163364576859823
2650026.500265 	0.00166506053599766
2700027.00027 	-0.00169647716439633
2750027.500275 	0.00172789192847819
2800028.00028 	-0.00175931041613935
2850028.500285 	0.00179072517677952
2900029.00029 	-0.00182213993565245
2950029.500295 	0.00185355469272712
3000030.0003 	-0.00188497317325621
3050030.500305 	0.00191638792664115
3100031.00031 	-0.00194780640341805
3150031.500315 	0.00197922115298923
3200032.00032 	-0.00201063962588989
3250032.500325 	0.00204205437152328
3300033.00033 	-0.00207346911514138
3350033.500335 	0.00210488758199524
3400034.00034 	-0.00213630232148952
3450034.500345 	0.00216772078415704
3500035.00035 	-0.00219913551940347
3550035.500355 	0.00223055397776062
3600036.00036 	-0.00226196870863517
3650036.500365 	0.00229338343727741
3700037.00037 	-0.00232479816365633
3750037.500375 	0.00235621661302088
3800038.00038 	-0.00238763133477988
3850038.500385 	0.00241904977946194
3900039.00039 	-0.00245046449647699
3950039.500395 	0.00248187921107369
4000040.0004 	-0.00251329392322106
4050040.500405 	0.00254471235816631
4100041.00041 	-0.00257613079059962
4150041.500415 	0.00260754549521234
4200042.00042 	-0.00263896019725169
4250042.500425 	0.00267037862196369
4300043.00043 	-0.002701793318763
4350043.500435 	0.00273321173817232
4400044.00044 	-0.00276462270433149
4450044.500445 	0.0027960411183144
4500045.00045 	-0.00282745952953728
4550045.50045501 	0.00285887793796909
4600046.00046 	-0.00289028889302937
4650046.500465 	0.00292170729578672
4700047.00047 	-0.00295312197038593
4750047.50047501 	0.00298454036734443
4800048.00048001 	-0.00301595876135682
4850048.500485 	0.00304736970184609
4900049.00049001 	-0.00307878808987393
4950049.50049501 	0.00311020274959035
5000050.00050001 	-0.00314162113150925
5050050.50050501 	0.00317303205978389
5100051.00051001 	-0.00320445043547019
5150051.50051501 	0.00323586880799329
5200052.00052001 	-0.00326728717732219
5250052.50052501 	0.00329869809288581
5300053.00053001 	-0.00333011645573403
