#time	fwdEuler	bwdEuler	Heun	RK4	bench
0 	1 	1 	1 	1 	1
101010101.010101 	1 	0.936576115304512 	1 	2.72492594628739e+21 	inf
202020202.020202 	1 	0.873407615302958 	323558225906659 	1.18195969395272e+52 	inf
303030303.030303 	1 	0.810748974657177 	1.65063880981637e+30 	5.12685021782775e+82 	inf
404040404.040404 	1 	0.748852146630904 	8.42076715199328e+45 	2.22381467748189e+113 	inf
505050505.050505 	1 	1 	4.29587133214064e+61 	9.64598439522818e+143 	inf
606060606.060606 	1 	1 	2.19154741714233e+77 	4.18402737850188e+174 	inf
707070707.070707 	1 	1 	1.11802233126706e+93 	1.81485729053361e+205 	inf
808080808.080808 	1 	1 	5.70361345337321e+108 	7.87209711372e+235 	inf
909090909.090909 	1 	1 	2.90970989717461e+124 	3.41458875532952e+266 	inf
1010101010.10101 	1 	1 	1.48439436769837e+140 	1.48110677492812e+297 	inf
1111111111.11111 	1 	1 	7.57266778036611e+155 	inf 	inf
1212121212.12121 	1 	1 	3.86321172861304e+171 	inf 	inf
1313131313.13131 	1 	1 	1.970825248506e+187 	inf 	inf
1414141414.14141 	1 	1 	1.00542047213736e+203 	inf 	inf
1515151515.15152 	1 	1 	5.12917279986755e+218 	inf 	inf
1616161616.16162 	1 	1 	2.61665784017443e+234 	inf 	inf
1717171717.17172 	1 	1 	1.33489327026049e+250 	inf 	inf
1818181818.18182 	1 	1 	6.80998491903684e+265 	inf 	inf
1919191919.19192 	1 	1 	3.47412752994548e+281 	inf 	inf
2020202020.20202 	1 	1 	1.77233316047228e+297 	inf 	inf
2121212121.21212 	1 	1 	inf 	inf 	inf
2222222222.22222 	1 	1 	inf 	inf 	inf
2323232323.23232 	1 	1 	inf 	inf 	inf
2424242424.24242 	1 	1 	inf 	inf 	inf
2525252525.25253 	1 	1 	inf 	inf 	inf
2626262626.26263 	1 	1 	inf 	inf 	inf
2727272727.27273 	1 	1 	inf 	inf 	inf
2828282828.28283 	1 	1 	inf 	inf 	inf
2929292929.29293 	1 	1 	inf 	inf 	inf
3030303030.30303 	1 	1 	inf 	inf 	inf
3131313131.31313 	1 	1 	inf 	inf 	inf
3232323232.32323 	1 	1 	inf 	inf 	inf
3333333333.33333 	1 	1 	inf 	inf 	inf
3434343434.34343 	1 	1 	inf 	inf 	inf
3535353535.35354 	1 	1 	inf 	inf 	inf
