#time	fwdEuler	bwdEuler	Heun	RK4
0 	0 	0 	0 	0
0.01 	1 	0.96668333012995 	0.00682491828432434 	0.17541287906605
0.02 	0.501330080889107 	0.474360801040407 	0.00861840539634535 	0.0925471787236514
0.03 	0.334910608175886 	0.310108217230449 	0.00919229098090684 	0.0648703689146285
0.04 	0.251527657591559 	0.2278574693002 	0.00945626639349461 	0.0509822104867342
0.05 	0.20135085006562 	0.178407283061734 	0.00959217476720473 	0.0426046732707727
0.06 	0.167771662714719 	0.145358909555817 	0.00966057780514028 	0.0369786398299139
0.07 	0.143672454805711 	0.121684696173376 	0.00968738452919794 	0.0329216420770495
0.08 	0.125494424689514 	0.10387092151117 	0.00968550567102327 	0.0298424115846892
0.09 	0.111260400040481 	0.0899655436429239 	0.00966207106336085 	0.0274124190673854
0.1 	0.0997839908144241 	0.0787973362898433 	0.00962131622693017 	0.0254344960983258
0.11 	0.0906040995845903 	0.0692753052850207 	0.00988596182223246 	0.0240985926963007
0.12 	0.0826043707208031 	0.0616281692108783 	0.0097879354567649 	0.0226611828778246
0.13 	0.0757583164031512 	0.0551265376169723 	0.00968246887077772 	0.0214127248624017
0.14 	0.0698161471056918 	0.0495258883884344 	0.0095694059682967 	0.0203108334337624
0.15 	0.0645945624101552 	0.0446468745172988 	0.00944858767717899 	0.0193243677013699
0.16 	0.0599559701908826 	0.0403549614215839 	0.00931984911500003 	0.0184299135799279
0.17 	0.0557950380920244 	0.0365472495851752 	0.0091830174704486 	0.0176095071479336
0.18 	0.052029726333013 	0.0331436887626128 	0.00903791029061887 	0.0168491163763863
0.19 	0.0485951510576825 	0.0300810660954378 	0.0088843339917186 	0.0161376018393723
0.2 	0.0454392876328674 	0.0273087974357913 	0.00872208247934902 	0.0154659887489582
0.21 	0.0426591738892122 	0.0246368574331506 	0.00869515015599784 	0.0149702479661165
0.22 	0.0399326782944521 	0.0223400857896265 	0.00850529468871163 	0.0143482522028141
0.23 	0.0373797912311672 	0.0202307016377541 	0.00830673794619417 	0.013748345920713
0.24 	0.0349763253409461 	0.0182857087506092 	0.0080991206527915 	0.0131661350950609
0.25 	0.0327018242440756 	0.0164857792653874 	0.00788207773763494 	0.0125978517314961
0.26 	0.0305388336041248 	0.0148145481026331 	0.00765523384659369 	0.0120402268096406
0.27 	0.0284723329122914 	0.0132580640713821 	0.00741819927997353 	0.0114903907634616
0.28 	0.0264892876645549 	0.0118043584905546 	0.00717056617579018 	0.0109457945269238
0.29 	0.0245782927029101 	0.0104431029582502 	0.0069119047971067 	0.0104041460827812
0.3 	0.0227292852572997 	0.00916533546204491 	0.00664175980705288 	0.00986335878670566
0.31 	0.0209333117312626 	0.00796323939007533 	0.00635964643048634 	0.00932150868298775
0.32 	0.0192466161081889 	0.00676397920942355 	0.00613018595946496 	0.00884176053309207
0.33 	0.0175281474085653 	0.00569901444430657 	0.00581717346003049 	0.00828714943102949
0.34 	0.0158408923086972 	0.0046913202861435 	0.00549068322533221 	0.00772650703871496
0.35 	0.0141786925646671 	0.00373618101953615 	0.00515004802903595 	0.00715822817838261
0.36 	0.0125358061961982 	0.00282939147015894 	0.00479454881967117 	0.00658073421171219
0.37 	0.010906822045047 	0.0019671867128908 	0.0044234079214461 	0.00599245283964814
0.38 	0.00928658380943246 	0.00114618266169592 	0.00403578142944471 	0.0053917988214589
0.39 	0.00767012118587378 	0.000363325552120131 	0.00363075063118475 	0.0047771550702663
0.4 	0.00605258609174692 	0.000384151282039554 	0.00320731225842988 	0.00414685361632682
0.41 	0.00442919217935738 	0.00109876463363257 	0.00276436733780545 	0.00349915593948658
0.42 	0.00281173533106801 	0.00179940986871434 	0.0023172959134394 	0.00284881087207054
0.43 	0.00115771431392783 	0.00245046877022039 	0.00182707241710886 	0.00215620251349706
0.44 	0.000516751305935154 	0.00307503187885183 	0.00131333539042647 	0.00144034297498009
