# nm = 1000 nc = 10 len = 200 npart = 2 beta = 0.3
#part 	obs1 	obs2
0	0.0477544	0.367671
1	0.031149	0.29374
0	0.0441564	0.367414
1	0.0309589	0.293975
0	0.0429649	0.36769
1	0.0294509	0.293752
0	0.0367142	0.367255
1	0.03208	0.293848
0	0.0332975	0.367391
1	0.0333227	0.294072
0	0.032563	0.367192
1	0.0325472	0.293966
0	0.0317675	0.367106
1	0.0325881	0.293985
0	0.0311654	0.367312
1	0.0305738	0.293894
0	0.0277977	0.366947
1	0.029783	0.293918
0	0.0284218	0.367122
1	0.0341573	0.294105
0	0.0263966	0.367181
1	0.0349534	0.293903
0	0.0262852	0.366922
1	0.0348087	0.29407
0	0.027807	0.367079
1	0.0342445	0.294033
0	0.0287163	0.367044
1	0.0369013	0.293812
0	0.0255373	0.367013
1	0.0341666	0.293703
0	0.0253559	0.367265
1	0.0332731	0.293797
0	0.0270763	0.366949
1	0.0353394	0.293911
0	0.0259879	0.366925
1	0.03419	0.293792
0	0.0245843	0.366662
1	0.0365159	0.293804
0	0.0244887	0.366872
1	0.0367917	0.293801
0	0.0252218	0.366659
1	0.0365327	0.293936
0	0.0247909	0.367088
1	0.0362764	0.293816
0	0.0238016	0.366851
1	0.0358373	0.293749
0	0.0208653	0.366796
1	0.0374956	0.293898
0	0.0209074	0.366663
1	0.0355686	0.293938
0	0.0205832	0.366721
1	0.0370469	0.294371
0	0.0211938	0.366647
1	0.0347979	0.294268
0	0.0235715	0.366985
1	0.0371131	0.294329
0	0.0226501	0.366526
1	0.0405783	0.293892
0	0.022289	0.366596
1	0.0400538	0.293951
0	0.0221595	0.366547
1	0.0385505	0.294031
0	0.0215869	0.366744
1	0.0375208	0.294442
0	0.0214111	0.36704
1	0.0353138	0.294573
0	0.0189119	0.366857
1	0.0375668	0.294166
0	0.0185964	0.367132
1	0.0355998	0.294213
0	0.0197995	0.367046
1	0.0343952	0.294062
0	0.0201634	0.366813
1	0.0354365	0.293969
0	0.0210137	0.366889
1	0.0328025	0.294412
0	0.0212074	0.367055
1	0.0389672	0.294549
0	0.0211816	0.367018
1	0.0415359	0.294375
0	0.0202657	0.366554
1	0.0366096	0.294185
0	0.0213882	0.366831
1	0.0371277	0.294056
0	0.0223885	0.366631
1	0.0360637	0.293968
0	0.0209945	0.366547
1	0.035616	0.293936
0	0.0214819	0.366566
1	0.0314205	0.294006
0	0.0209826	0.366529
1	0.0326506	0.293887
0	0.0204865	0.366593
1	0.0320558	0.294096
0	0.0210104	0.366615
1	0.0323402	0.29408
0	0.0194571	0.366426
1	0.0295342	0.294167
0	0.0187163	0.366591
1	0.0296909	0.293973
0	0.0196716	0.366564
1	0.0296067	0.293999
0	0.0188495	0.366758
1	0.0272293	0.293948
0	0.0198326	0.366657
1	0.0252464	0.293832
0	0.0171575	0.366506
1	0.0273594	0.29388
0	0.0155758	0.366613
1	0.0276927	0.293935
0	0.0138496	0.366589
1	0.0278626	0.294072
0	0.0146853	0.366732
1	0.0271538	0.293829
0	0.0152693	0.366827
1	0.0282168	0.293713
0	0.0157779	0.366997
1	0.0294288	0.293778
0	0.0170076	0.366674
1	0.0290221	0.293671
0	0.015284	0.366372
1	0.027684	0.293768
0	0.014141	0.366661
1	0.0287376	0.293751
0	0.0139377	0.366787
1	0.0285709	0.293776
0	0.0136797	0.366861
1	0.0268782	0.294135
0	0.0141504	0.36664
1	0.0243155	0.294042
0	0.0135754	0.36663
1	0.0205077	0.293703
0	0.0130132	0.366578
1	0.0178568	0.293655
0	0.0121591	0.366596
1	0.0158659	0.293576
0	0.0123741	0.366447
1	0.0174586	0.293277
0	0.0145456	0.366621
1	0.016594	0.29327
0	0.0142049	0.366496
1	0.0162621	0.29356
0	0.0160839	0.366714
1	0.0179723	0.293818
0	0.0154195	0.366968
1	0.0167058	0.293505
0	0.0168279	0.366781
1	0.0170404	0.293438
0	0.0182789	0.366775
1	0.0203978	0.293672
0	0.0187931	0.366579
1	0.021081	0.293832
0	0.0199924	0.36665
1	0.0222398	0.29363
0	0.0196366	0.366548
1	0.0214813	0.293705
0	0.0202848	0.366654
1	0.0209426	0.293925
0	0.0197633	0.366347
1	0.0223347	0.29371
0	0.0223535	0.366531
1	0.0227809	0.293731
0	0.0246742	0.366501
1	0.0251169	0.293939
0	0.0249291	0.366484
1	0.0211047	0.293934
0	0.0248468	0.366565
1	0.0216673	0.293884
0	0.0244884	0.36652
1	0.022169	0.293762
0	0.0261879	0.366438
1	0.0212925	0.293659
0	0.0282431	0.366495
1	0.0195851	0.293331
0	0.0304144	0.366641
1	0.0201144	0.293497
0	0.0269775	0.36677
1	0.0205238	0.293424
0	0.0240211	0.366495
1	0.0215017	0.293567
0	0.0239186	0.366452
1	0.0202426	0.293503
0	0.0247636	0.366607
1	0.0226246	0.293563
0	0.0256862	0.366778
1	0.0203059	0.293509
0	0.0254005	0.366955
1	0.0211084	0.293271
0	0.0243468	0.366689
1	0.0213721	0.293177
0	0.0225314	0.366552
1	0.0234395	0.29334
0	0.0222639	0.366655
1	0.021564	0.293735
0	0.0206852	0.366442
1	0.0221439	0.293784
0	0.0194035	0.366614
1	0.0228459	0.293661
0	0.0190196	0.366609
1	0.0185855	0.29376
0	0.0194519	0.366724
1	0.0202479	0.293494
0	0.0192972	0.366521
1	0.0180387	0.293153
0	0.0190241	0.366426
1	0.0187996	0.293748
0	0.019996	0.366434
1	0.0188991	0.293528
0	0.0204039	0.366812
1	0.0216607	0.293587
0	0.019475	0.366711
1	0.0221671	0.293499
0	0.0217399	0.366607
1	0.0195788	0.293547
0	0.0248935	0.366577
1	0.0188325	0.293559
0	0.0252439	0.366546
1	0.0188801	0.293372
0	0.0272709	0.366301
1	0.0190698	0.293606
0	0.0278169	0.366505
1	0.0183855	0.293506
0	0.0277652	0.366431
1	0.0187569	0.293368
0	0.0267905	0.36628
1	0.0197301	0.293628
0	0.027539	0.366666
1	0.0207632	0.293272
0	0.032054	0.366708
1	0.0201562	0.293277
0	0.0328164	0.366734
1	0.0208346	0.29352
0	0.029976	0.366567
1	0.0216009	0.293608
0	0.0297613	0.366696
1	0.0220203	0.293757
0	0.0284948	0.366691
1	0.0215354	0.293667
0	0.0259087	0.366481
1	0.0238792	0.293712
0	0.0274431	0.366475
1	0.0236864	0.2935
0	0.0306278	0.366753
1	0.0235535	0.293439
0	0.0319837	0.366783
1	0.0250035	0.293413
0	0.030833	0.36645
1	0.0253666	0.293769
