# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.5
#energy 	magnetization 	acceptance
-1.708	-0.902	0.077496
-1.7588	-0.9182	0.078275
-1.7312	-0.9034	0.079532
-1.7544	-0.92	0.076963
-1.7484	-0.9158	0.080561
-1.7308	-0.9042	0.078958
-1.7436	-0.914	0.082275
-1.748	-0.912	0.079178
-1.7456	-0.9064	0.077656
-1.7852	-0.9334	0.078189
-1.7512	-0.9168	0.078401
-1.7064	-0.874	0.0828
-1.7576	-0.916	0.081974
-1.7608	-0.9092	0.079582
-1.7428	-0.91	0.080812
-1.7432	-0.9128	0.078118
-1.7564	-0.9184	0.07686
-1.758	-0.9162	0.079201
-1.7408	-0.899	0.079822
-1.7584	-0.9192	0.081111
-1.736	-0.9062	0.079453
-1.75	-0.9174	0.07954
-1.7624	-0.9134	0.079802
-1.7472	-0.916	0.077659
-1.752	-0.9148	0.079218
-1.7212	-0.8958	0.082521
-1.7148	-0.8974	0.078888
-1.7428	-0.9104	0.079783
-1.7252	-0.9024	0.082302
-1.7584	-0.9122	0.081779
-1.7268	-0.8998	0.079136
-1.7312	-0.9084	0.080431
-1.7624	-0.9218	0.078545
-1.728	-0.906	0.077767
-1.7336	-0.911	0.081111
-1.748	-0.9154	0.076426
-1.756	-0.9178	0.079688
-1.7488	-0.9138	0.079284
-1.746	-0.9122	0.07911
-1.7324	-0.9084	0.077395
-1.7636	-0.905	0.084119
-1.7452	-0.9124	0.081239
-1.724	-0.9046	0.079427
-1.778	-0.9304	0.078941
-1.7512	-0.9104	0.080752
-1.7372	-0.9082	0.077889
-1.7336	-0.908	0.081335
-1.7348	-0.9064	0.08005
-1.724	-0.9022	0.078799
-1.77	-0.923	0.078554
-1.7312	-0.903	0.08048
-1.7416	-0.9062	0.07867
-1.7504	-0.916	0.078699
-1.7348	-0.9072	0.077704
-1.7588	-0.9208	0.078136
-1.7528	-0.9198	0.078903
-1.7612	-0.9188	0.076275
-1.7424	-0.9124	0.079722
-1.758	-0.9168	0.078406
-1.7388	-0.905	0.080683
-1.7544	-0.9156	0.079141
-1.7284	-0.8908	0.082152
-1.7412	-0.9116	0.078314
-1.746	-0.913	0.079377
-1.742	-0.9082	0.08014
-1.762	-0.9152	0.080929
-1.7704	-0.9198	0.078087
-1.7344	-0.9114	0.080588
-1.7332	-0.908	0.077467
-1.7436	-0.9094	0.078975
-1.7688	-0.921	0.079862
-1.7564	-0.911	0.079764
-1.75	-0.9176	0.078847
-1.752	-0.91	0.078258
-1.752	-0.9166	0.077439
-1.7576	-0.9152	0.078825
-1.7212	-0.904	0.077556
-1.7356	-0.9076	0.076796
-1.7348	-0.9068	0.080268
-1.7596	-0.919	0.078069
-1.7888	-0.9288	0.077461
-1.7316	-0.9054	0.079783
-1.7348	-0.903	0.080718
-1.7208	-0.9018	0.077898
-1.7344	-0.9094	0.078722
-1.7928	-0.9326	0.078092
-1.7344	-0.8988	0.079699
-1.7692	-0.924	0.078484
-1.766	-0.9162	0.082139
-1.7708	-0.9258	0.07726
-1.7312	-0.905	0.076568
-1.748	-0.9066	0.077858
-1.7308	-0.9048	0.077601
-1.6956	-0.8922	0.082027
-1.7552	-0.9146	0.078294
-1.7496	-0.9194	0.079138
-1.7584	-0.9192	0.077249
-1.7516	-0.9142	0.079843
-1.7616	-0.92	0.077741
-1.7556	-0.9226	0.078779
-1.7652	-0.9224	0.079037
-1.748	-0.9122	0.080929
-1.7812	-0.9278	0.076986
-1.7572	-0.9168	0.079603
-1.7468	-0.9146	0.079357
-1.768	-0.9222	0.077634
-1.73	-0.9048	0.079077
-1.7344	-0.9142	0.078257
-1.7464	-0.917	0.077028
-1.7584	-0.9206	0.078192
-1.7392	-0.9094	0.079448
-1.7404	-0.9106	0.074624
-1.7484	-0.9144	0.077613
-1.7572	-0.914	0.081008
-1.7468	-0.9178	0.078867
-1.748	-0.9086	0.079362
-1.7192	-0.9026	0.08003
-1.764	-0.9246	0.082004
-1.7592	-0.9186	0.079558
-1.7832	-0.9296	0.078985
-1.7224	-0.9018	0.079415
-1.75	-0.9114	0.0785
-1.75	-0.9186	0.08047
