# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.46
#energy 	magnetization 	acceptance
-1.5988	-0.8294	0.140024
-1.5752	-0.8134	0.13738
-1.6024	-0.8286	0.139404
-1.568	-0.8214	0.132748
-1.5732	-0.8078	0.139182
-1.556	-0.786	0.144217
-1.5784	-0.8226	0.139537
-1.6048	-0.8404	0.133993
-1.5808	-0.8246	0.135619
-1.558	-0.7832	0.139555
-1.5388	-0.7782	0.144807
-1.5832	-0.827	0.137144
-1.5576	-0.8206	0.130498
-1.5384	-0.7764	0.136957
-1.5524	-0.7906	0.146623
-1.602	-0.8286	0.14628
-1.5548	-0.7932	0.139565
-1.5976	-0.8138	0.140985
-1.5764	-0.7992	0.136125
-1.5592	-0.8114	0.137173
-1.5624	-0.807	0.134696
-1.5864	-0.8316	0.133335
-1.6	-0.8396	0.139676
-1.598	-0.8244	0.137562
-1.5888	-0.8158	0.135225
-1.534	-0.7826	0.139922
-1.5608	-0.8068	0.140197
-1.6316	-0.8432	0.135196
-1.5952	-0.8386	0.137645
-1.5756	-0.8174	0.133276
-1.57	-0.8278	0.132632
-1.5624	-0.8094	0.142624
-1.5824	-0.8166	0.140248
-1.6172	-0.8488	0.134037
-1.6148	-0.8496	0.130798
-1.6292	-0.8518	0.133787
-1.602	-0.8252	0.136511
-1.546	-0.8008	0.138586
-1.5816	-0.7954	0.137931
-1.6044	-0.8478	0.142542
-1.6016	-0.8234	0.139264
-1.5728	-0.8064	0.147083
-1.566	-0.8	0.138976
-1.5608	-0.8086	0.135661
-1.5948	-0.8216	0.139763
-1.6064	-0.8306	0.132523
-1.5568	-0.815	0.14002
-1.5364	-0.7916	0.138937
-1.5704	-0.8004	0.141506
-1.5624	-0.7726	0.143593
-1.5728	-0.7654	0.141056
-1.5448	-0.7746	0.147362
-1.5608	-0.8016	0.141337
-1.5884	-0.8392	0.133626
-1.6132	-0.8262	0.132665
-1.614	-0.8394	0.133336
-1.5796	-0.796	0.135795
-1.5856	-0.826	0.138312
-1.5792	-0.8368	0.135516
-1.5636	-0.8112	0.13681
-1.6244	-0.85	0.13887
-1.5684	-0.814	0.130226
-1.6348	-0.858	0.135104
-1.5688	-0.825	0.131775
-1.5876	-0.8232	0.136615
-1.6052	-0.8146	0.131429
-1.536	-0.761	0.142404
-1.5816	-0.751	0.146798
-1.578	-0.7814	0.144852
-1.5632	-0.7876	0.140701
-1.5628	-0.82	0.139704
-1.6004	-0.8408	0.136794
-1.5988	-0.827	0.140777
-1.578	-0.8064	0.139297
-1.5192	-0.7764	0.137746
-1.644	-0.868	0.13775
-1.5844	-0.8232	0.13433
-1.5752	-0.8234	0.139315
-1.5808	-0.8168	0.138577
-1.6024	-0.8392	0.136174
-1.5904	-0.8206	0.142561
-1.614	-0.8512	0.132891
-1.6132	-0.8484	0.136386
-1.5636	-0.8082	0.133023
-1.5768	-0.8178	0.141352
-1.5952	-0.8272	0.134253
-1.5856	-0.8376	0.13377
-1.56	-0.8132	0.133188
-1.5588	-0.8218	0.132877
-1.5976	-0.8304	0.134901
-1.586	-0.8026	0.141527
-1.5532	-0.778	0.138067
-1.5788	-0.8428	0.135606
-1.6144	-0.8296	0.139472
-1.5652	-0.8178	0.134543
-1.5968	-0.8248	0.133941
-1.5672	-0.8266	0.136991
-1.5844	-0.8282	0.13259
-1.5848	-0.8144	0.138157
-1.61	-0.8362	0.137217
-1.5504	-0.7632	0.138501
-1.5748	-0.7732	0.150552
-1.5624	-0.757	0.139487
-1.5356	-0.7446	0.146338
-1.5464	-0.7398	0.144944
-1.5584	-0.7906	0.144968
-1.6104	-0.8298	0.136328
-1.5704	-0.8182	0.130078
-1.5956	-0.8322	0.136538
-1.5504	-0.8038	0.13628
-1.5264	-0.7612	0.150065
-1.576	-0.8232	0.13553
-1.596	-0.8294	0.134251
-1.5948	-0.8228	0.134355
-1.5828	-0.8284	0.13366
-1.5692	-0.816	0.130758
-1.5744	-0.821	0.133291
-1.558	-0.8322	0.137822
-1.6056	-0.8388	0.133743
-1.604	-0.8314	0.133633
-1.5976	-0.8406	0.134684
-1.6096	-0.8236	0.129651
-1.5528	-0.7754	0.150237
-1.5904	-0.8328	0.137069
-1.6	-0.8352	0.131188
-1.546	-0.7622	0.137147
-1.572	-0.7546	0.14389
-1.5608	-0.7834	0.139858
-1.5532	-0.7758	0.138454
-1.6092	-0.831	0.137726
-1.5852	-0.814	0.141085
-1.5976	-0.8306	0.134665
-1.6096	-0.8426	0.13538
-1.5728	-0.8212	0.133727
-1.5732	-0.7956	0.143232
-1.5864	-0.815	0.135375
-1.5652	-0.8086	0.140882
-1.5996	-0.8022	0.149126
-1.5912	-0.8316	0.135143
-1.574	-0.7716	0.143578
-1.5928	-0.8362	0.136599
-1.5936	-0.8268	0.133245
-1.5916	-0.785	0.142461
-1.5776	-0.7842	0.140974
-1.628	-0.7928	0.138515
-1.5484	-0.7386	0.145637
-1.5564	-0.8054	0.14518
-1.58	-0.8238	0.1392
-1.5796	-0.8244	0.134337
-1.5756	-0.8206	0.131629
-1.562	-0.812	0.137897
-1.5596	-0.7932	0.139632
-1.5628	-0.7856	0.139906
-1.5472	-0.7822	0.146571
-1.566	-0.7908	0.140715
-1.6376	-0.8414	0.133225
-1.602	-0.825	0.135048
-1.5488	-0.7752	0.140375
-1.56	-0.7946	0.143791
-1.5856	-0.826	0.141669
-1.5672	-0.798	0.144834
-1.59	-0.8276	0.133322
-1.5708	-0.8064	0.136368
-1.5964	-0.78	0.143228
-1.5816	-0.7892	0.136738
-1.5708	-0.7874	0.139481
-1.6056	-0.8394	0.1401
-1.598	-0.8424	0.135835
-1.5696	-0.8264	0.130552
-1.5932	-0.8254	0.137553
-1.5748	-0.8164	0.134335
-1.5832	-0.8372	0.138082
-1.5828	-0.802	0.13774
-1.5972	-0.8064	0.141144
-1.596	-0.8108	0.137984
-1.6016	-0.8026	0.142139
-1.6048	-0.8114	0.143208
-1.5848	-0.8218	0.1341
-1.5696	-0.8098	0.138838
-1.5668	-0.798	0.138733
-1.5888	-0.8054	0.143791
-1.6024	-0.841	0.143162
-1.6252	-0.845	0.131156
-1.5916	-0.81	0.139141
-1.5868	-0.8282	0.131727
-1.5472	-0.791	0.136966
-1.5852	-0.808	0.134693
-1.6268	-0.8622	0.131667
-1.5852	-0.8204	0.134365
-1.5768	-0.8182	0.136925
-1.56	-0.7916	0.139557
-1.5948	-0.835	0.138173
-1.5408	-0.7938	0.137536
-1.59	-0.8126	0.13945
-1.5808	-0.8188	0.139267
-1.5704	-0.7948	0.13964
-1.61	-0.844	0.130742
-1.5844	-0.8368	0.135004
-1.5868	-0.8278	0.135531
-1.5672	-0.8202	0.13233
-1.5976	-0.8288	0.136887
-1.6336	-0.8622	0.133143
-1.5748	-0.8146	0.132628
-1.556	-0.796	0.137713
-1.5616	-0.7952	0.141146
-1.5744	-0.8088	0.143988
-1.5952	-0.8188	0.14266
-1.554	-0.8168	0.133704
-1.5696	-0.8204	0.13954
-1.6092	-0.8038	0.133233
-1.572	-0.7662	0.144708
-1.6092	-0.8136	0.140633
-1.5952	-0.8096	0.14467
-1.552	-0.7744	0.143266
-1.5988	-0.835	0.136457
-1.532	-0.7852	0.137509
-1.608	-0.8314	0.140851
-1.562	-0.809	0.136768
-1.5824	-0.8044	0.142101
-1.5576	-0.8084	0.133012
-1.6168	-0.8496	0.132076
-1.624	-0.8566	0.131653
-1.5988	-0.8288	0.131387
-1.5568	-0.7686	0.146893
-1.5456	-0.7872	0.141379
-1.5084	-0.7396	0.151278
-1.5548	-0.7726	0.147177
-1.6168	-0.8174	0.143306
-1.5676	-0.8108	0.140995
-1.6404	-0.853	0.136449
-1.5732	-0.822	0.134781
-1.6032	-0.8374	0.134679
-1.5992	-0.8252	0.135507
-1.5828	-0.8112	0.135354
-1.5624	-0.8138	0.133443
-1.6072	-0.849	0.132888
-1.5784	-0.8014	0.137026
-1.6292	-0.854	0.137693
-1.6	-0.8332	0.130528
-1.5936	-0.8312	0.131388
-1.6404	-0.8584	0.1312
-1.6352	-0.8598	0.135843
-1.6192	-0.8476	0.129155
-1.5968	-0.8266	0.137279
-1.6024	-0.8296	0.132659
-1.586	-0.8238	0.140285
-1.5924	-0.8206	0.1356
-1.578	-0.827	0.141412
-1.6076	-0.831	0.130742
-1.604	-0.82	0.131669
-1.5752	-0.8096	0.136486
-1.604	-0.8398	0.136835
-1.586	-0.8156	0.138621
-1.592	-0.8288	0.135408
-1.5796	-0.8034	0.139821
-1.5896	-0.8206	0.143926
-1.59	-0.8318	0.134008
-1.5588	-0.8098	0.140126
-1.6208	-0.8358	0.133524
-1.5712	-0.7952	0.144753
-1.5692	-0.8106	0.135927
-1.572	-0.8004	0.139919
-1.5584	-0.8118	0.136667
-1.6076	-0.821	0.134918
-1.56	-0.7816	0.138909
-1.5932	-0.8256	0.137052
-1.5648	-0.769	0.140175
-1.5716	-0.8006	0.13894
-1.532	-0.7804	0.142773
-1.5888	-0.8362	0.136723
-1.5868	-0.829	0.128622
-1.6096	-0.833	0.13232
-1.6056	-0.8388	0.132859
-1.5444	-0.7974	0.138785
-1.5636	-0.769	0.147622
-1.5684	-0.7688	0.147605
-1.5848	-0.7934	0.142935
-1.574	-0.7896	0.140281
-1.5984	-0.8112	0.139632
-1.5732	-0.8278	0.134805
-1.6168	-0.8308	0.131811
-1.6364	-0.8378	0.140313
-1.6092	-0.8438	0.134528
-1.5352	-0.7524	0.136897
-1.574	-0.8206	0.142691
-1.602	-0.8392	0.136789
-1.5812	-0.8058	0.131865
-1.5896	-0.8202	0.13738
-1.5748	-0.8134	0.134138
-1.5948	-0.8388	0.135865
-1.63	-0.857	0.134269
-1.5604	-0.7918	0.132918
-1.5588	-0.7396	0.140441
-1.5364	-0.7192	0.144254
-1.514	-0.6982	0.147257
-1.5924	-0.823	0.149718
-1.54	-0.803	0.13318
-1.56	-0.8234	0.136694
-1.5248	-0.7828	0.141517
-1.568	-0.8096	0.141348
-1.6184	-0.8394	0.139475
-1.5828	-0.8002	0.140612
-1.5788	-0.82	0.137267
-1.5816	-0.8254	0.135337
-1.5644	-0.8114	0.134936
-1.6272	-0.8568	0.134673
-1.5568	-0.8104	0.13464
-1.608	-0.8424	0.137334
-1.546	-0.7864	0.135322
-1.5784	-0.8228	0.135404
-1.5796	-0.8244	0.134454
-1.604	-0.8262	0.139865
-1.624	-0.8412	0.138949
-1.61	-0.8138	0.141471
-1.5864	-0.8288	0.138111
-1.5744	-0.8112	0.133828
-1.5912	-0.8246	0.141123
-1.5972	-0.8182	0.139328
-1.5912	-0.8202	0.139382
-1.5824	-0.8072	0.137745
-1.5528	-0.7752	0.146178
-1.5316	-0.7792	0.141758
-1.5776	-0.7996	0.136878
-1.5576	-0.802	0.137796
-1.6532	-0.8656	0.135104
-1.6276	-0.856	0.13129
-1.5904	-0.8196	0.137056
-1.5916	-0.8234	0.138329
-1.5664	-0.7968	0.142711
-1.5776	-0.7968	0.14066
-1.5712	-0.7316	0.148168
-1.5844	-0.7728	0.148438
-1.5548	-0.7932	0.14371
-1.5648	-0.7906	0.141955
-1.566	-0.8182	0.14027
-1.5792	-0.8188	0.135359
-1.5856	-0.834	0.13753
-1.6224	-0.834	0.132462
-1.5844	-0.8226	0.140951
-1.5636	-0.8136	0.138459
-1.5936	-0.8286	0.133329
-1.6152	-0.8428	0.132073
-1.6144	-0.8532	0.13118
-1.5772	-0.8166	0.134231
-1.6068	-0.8408	0.136775
-1.5936	-0.835	0.133059
-1.5776	-0.8224	0.134817
-1.5768	-0.8242	0.130353
-1.6004	-0.8224	0.137703
-1.5836	-0.7974	0.140407
-1.6056	-0.829	0.137726
-1.6208	-0.8438	0.139172
-1.5884	-0.8282	0.132346
-1.5932	-0.8356	0.135163
-1.6024	-0.8268	0.133522
-1.5628	-0.7818	0.136999
-1.594	-0.8224	0.140185
-1.552	-0.7632	0.143802
-1.5408	-0.7792	0.141908
-1.624	-0.8438	0.141693
-1.556	-0.8128	0.138919
-1.5924	-0.8326	0.135191
-1.5844	-0.8272	0.132983
-1.6044	-0.8338	0.135503
-1.5984	-0.8336	0.135667
-1.5976	-0.7986	0.137753
-1.5912	-0.818	0.141571
-1.608	-0.8278	0.138991
-1.5796	-0.8314	0.13197
-1.6156	-0.8402	0.13296
-1.534	-0.7966	0.13673
-1.5988	-0.8328	0.136561
-1.5412	-0.7892	0.14001
-1.5816	-0.821	0.140205
-1.598	-0.8216	0.142623
-1.5612	-0.7886	0.137841
-1.5764	-0.8086	0.136818
-1.5848	-0.7992	0.144861
-1.5632	-0.8312	0.13999
-1.6108	-0.834	0.13478
-1.5752	-0.838	0.133272
-1.5308	-0.7744	0.136662
-1.5648	-0.7936	0.14181
-1.5704	-0.78	0.143032
-1.5376	-0.7976	0.139364
-1.5656	-0.8108	0.135172
-1.6136	-0.8332	0.13317
-1.5664	-0.792	0.137292
-1.5724	-0.7994	0.149455
-1.608	-0.8326	0.132694
-1.5512	-0.8094	0.131328
-1.6192	-0.845	0.135216
-1.5996	-0.8374	0.132874
-1.5744	-0.8082	0.13568
-1.6036	-0.8456	0.132961
-1.5904	-0.8156	0.127794
-1.5816	-0.814	0.139784
