#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.423	-1.25138 	0.00194557 	0.24506 	0.0102698	8.16545 	0.380128 	95.064 	4.59324	1.00582 	0.000260158 	2.2139 	0.106431
0.424	-1.25718 	0.00210074 	0.242018 	0.0131104	7.83581 	0.530781 	94.5725 	6.95362	1.00557 	0.000329425 	2.2551 	0.113744
0.425	-1.26736 	0.00182858 	0.263291 	0.0102012	7.95601 	0.398436 	101.321 	5.06799	1.00552 	0.000243875 	2.04877 	0.0751053
0.426	-1.27048 	0.00183865 	0.24214 	0.0119173	8.43672 	0.339144 	89.8672 	5.55714	1.00584 	0.000253566 	2.23391 	0.116814
0.427	-1.27746 	0.00307833 	0.255796 	0.0153028	8.88151 	0.521949 	111.76 	9.41042	1.00609 	0.000367122 	2.245 	0.132392
0.428	-1.29356 	0.00271623 	0.319123 	0.0164207	8.98972 	0.32205 	124.757 	5.23136	1.00601 	0.000200918 	1.83392 	0.0921669
0.429	-1.30041 	0.00308058 	0.314009 	0.0190284	8.97468 	0.380836 	121.069 	5.67824	1.00591 	0.000251731 	1.88146 	0.107989
0.43	-1.30653 	0.00282381 	0.323468 	0.0173701	9.82128 	0.536908 	123.941 	6.07212	1.00644 	0.000306484 	1.88129 	0.0902357
0.431	-1.32089 	0.00245544 	0.382767 	0.0156492	9.81566 	0.544416 	126.598 	6.83883	1.00626 	0.000324488 	1.59106 	0.0663352
0.432	-1.31738 	0.00370283 	0.335028 	0.0206383	9.80032 	0.555214 	138.338 	7.64687	1.00631 	0.000383124 	1.85412 	0.111327
0.433	-1.33569 	0.00289201 	0.387833 	0.0179039	10.7524 	0.446761 	147.64 	10.2641	1.00673 	0.000298514 	1.64657 	0.0961064
0.434	-1.34802 	0.00287272 	0.44138 	0.0187086	10.3928 	0.335243 	131.648 	11.0264	1.00636 	0.000204163 	1.44707 	0.0689449
0.435	-1.35742 	0.00375238 	0.424481 	0.0199449	11.8327 	0.60564 	167.68 	9.56965	1.00717 	0.000337722 	1.58038 	0.0863218
0.436	-1.36935 	0.00329697 	0.468975 	0.0163372	11.1813 	0.580247 	138.713 	10.807	1.00662 	0.000323063 	1.41279 	0.055349
0.437	-1.37965 	0.00324678 	0.493545 	0.0199128	11.0197 	0.510149 	147.713 	14.8066	1.00639 	0.000333399 	1.36548 	0.0551797
0.438	-1.39842 	0.00287399 	0.559148 	0.0137433	11.3762 	0.554828 	98.2567 	13.3855	1.00644 	0.000322053 	1.21637 	0.0329467
0.439	-1.40329 	0.00324373 	0.559674 	0.0147827	11.0117 	0.421258 	109.557 	12.6792	1.00617 	0.000251821 	1.22575 	0.0333309
0.44	-1.42164 	0.00288113 	0.598557 	0.0143338	11.7654 	0.50161 	97.6476 	16.2301	1.00645 	0.000297648 	1.17659 	0.0294729
0.441	-1.42966 	0.00403164 	0.621335 	0.0181937	10.6358 	0.731419 	90.4908 	22.8389	1.00574 	0.000407297 	1.14196 	0.0328191
0.442	-1.43614 	0.00405535 	0.62036 	0.0196484	10.6661 	0.884209 	94.5679 	27.6226	1.00572 	0.000483228 	1.15197 	0.044772
0.443	-1.45001 	0.00342807 	0.652271 	0.0182197	10.1541 	0.69957 	77.6382 	20.9989	1.00531 	0.000358237 	1.11619 	0.032065
0.444	-1.4602 	0.00230118 	0.682335 	0.00696574	9.61664 	0.475481 	39.8027 	5.92205	1.00497 	0.000275866 	1.07232 	0.00964914
0.445	-1.47137 	0.00208531 	0.693865 	0.0082266	8.82608 	0.424047 	43.1659 	11.6822	1.00448 	0.000213081 	1.06341 	0.0120293
0.446	-1.48131 	0.00183122 	0.714983 	0.00396764	8.00573 	0.307694 	22.3048 	2.65279	1.00403 	0.000158117 	1.04118 	0.00416903
0.447	-1.48971 	0.00166336 	0.728528 	0.00463613	8.37621 	0.386712 	21.4632 	4.04173	1.00415 	0.000209982 	1.03674 	0.0060044
0.448	-1.49675 	0.00198156 	0.729321 	0.00608051	7.93951 	0.390506 	27.9137 	9.28285	1.00392 	0.000208541 	1.04111 	0.00882553
0.449	-1.50528 	0.0017055 	0.738313 	0.00390451	8.08112 	0.313715 	20.4852 	2.28504	1.00394 	0.000155375 	1.03567 	0.00389174
0.45	-1.51592 	0.00170519 	0.757984 	0.00286298	7.62081 	0.280569 	11.5393 	1.23321	1.00367 	0.000147443 	1.02044 	0.00209296
0.451	-1.52146 	0.00174955 	0.7604 	0.00318715	7.38417 	0.25312 	14.2375 	1.72861	1.00351 	0.000123653 	1.02368 	0.00262394
0.452	-1.5267 	0.00227728 	0.761531 	0.0085931	8.10306 	0.565838 	28.0403 	17.3306	1.00384 	0.000293027 	1.0307 	0.0122671
0.453	-1.53668 	0.00110615 	0.776844 	0.00152446	6.62169 	0.3009 	9.02589 	0.565583	1.0031 	0.000145037 	1.01548 	0.000984588
0.454	-1.54418 	0.00132173 	0.783556 	0.00165855	6.49478 	0.269659 	8.99068 	0.721874	1.00301 	0.000115424 	1.01491 	0.00109645
0.455	-1.55264 	0.00135181 	0.789727 	0.00205483	6.8838 	0.371117 	9.42385 	1.05872	1.00315 	0.000163837 	1.01511 	0.00135547
0.456	-1.55672 	0.00143607 	0.79304 	0.00265628	6.21313 	0.236635 	8.98958 	1.44398	1.00284 	0.000115725 	1.01412 	0.00194443
0.457	-1.56395 	0.00174065 	0.79597 	0.00289276	6.64082 	0.358686 	9.55166 	1.46306	1.003 	0.000149129 	1.01491 	0.00228714
0.458	-1.56813 	0.00130122 	0.805106 	0.00191399	6.67354 	0.2858 	6.97864 	0.725695	1.003 	0.000125281 	1.01109 	0.000994043
0.459	-1.57663 	0.00142207 	0.811374 	0.00134225	5.75347 	0.212339 	5.31844 	0.519737	1.00256 	9.31289e-05 	1.00848 	0.000802667
0.46	-1.57914 	0.00120596 	0.813881 	0.00137535	5.85963 	0.25854 	5.31596 	0.447288	1.00259 	0.000111345 	1.00844 	0.000687572
0.461	-1.58451 	0.000951867 	0.815456 	0.00120712	6.19835 	0.221688 	6.21047 	0.503642	1.00273 	9.86951e-05 	1.00967 	0.00080846
0.462	-1.59345 	0.00133863 	0.823919 	0.00167267	5.52019 	0.307997 	5.0941 	0.585763	1.0024 	0.000129475 	1.00775 	0.000875006
0.463	-1.59736 	0.00130797 	0.825964 	0.00193406	5.61989 	0.356076 	5.70462 	1.68014	1.00243 	0.000165031 	1.00814 	0.00163255
0.464	-1.60304 	0.00126494 	0.831175 	0.00113626	5.52232 	0.257159 	4.14917 	0.257087	1.00238 	0.000107648 	1.00636 	0.000354337
0.465	-1.60967 	0.00130616 	0.835163 	0.00137746	5.12587 	0.243373 	4.00432 	0.474563	1.00219 	9.85643e-05 	1.00607 	0.000651667
0.466	-1.61548 	0.00110629 	0.839753 	0.000921836	4.62135 	0.190066 	3.00369 	0.179391	1.00196 	8.35865e-05 	1.00461 	0.000277996
0.467	-1.61958 	0.00111702 	0.843003 	0.000931646	5.08467 	0.228203 	3.27276 	0.203837	1.00215 	8.8728e-05 	1.00493 	0.000279145
0.468	-1.62515 	0.00114649 	0.847017 	0.000972619	5.0066 	0.13442 	2.94202 	0.15062	1.0021 	5.89545e-05 	1.00442 	0.000214531
0.469	-1.6287 	0.000967429 	0.848931 	0.000659617	4.74892 	0.187337 	2.73662 	0.17137	1.00198 	8.117e-05 	1.00408 	0.000232297
0.47	-1.63401 	0.000856755 	0.851915 	0.000716578	4.857 	0.253014 	2.96485 	0.238268	1.00201 	0.000111327 	1.00434 	0.000337534
0.471	-1.63811 	0.00124747 	0.854063 	0.00107008	4.54959 	0.184588 	2.45069 	0.167522	1.00188 	8.21131e-05 	1.00365 	0.000262557
0.472	-1.64482 	0.00133512 	0.858454 	0.000900261	4.91339 	0.190088 	2.57847 	0.121325	1.00201 	8.05501e-05 	1.00378 	0.000172709
0.473	-1.64758 	0.000890555 	0.860256 	0.000638525	4.50159 	0.267528 	2.34122 	0.0999403	1.00183 	0.000105907 	1.00341 	0.000147691
0.474	-1.65165 	0.000910828 	0.862903 	0.000720511	4.12633 	0.198699 	2.17165 	0.157336	1.00168 	7.4952e-05 	1.00315 	0.000207794
0.475	-1.65573 	0.00108338 	0.865297 	0.000838045	4.20902 	0.156515 	2.09655 	0.138807	1.0017 	5.98843e-05 	1.00301 	0.000189636
0.476	-1.66052 	0.000999003 	0.868006 	0.000800615	4.10923 	0.161376 	2.00448 	0.128755	1.00165 	6.18279e-05 	1.00288 	0.000177162
0.477	-1.66385 	0.00105905 	0.869055 	0.000701754	4.50441 	0.195403 	2.15624 	0.145155	1.0018 	7.99445e-05 	1.00307 	0.000188486
0.478	-1.67107 	0.00120854 	0.873958 	0.000790778	4.10568 	0.12029 	1.89955 	0.151619	1.00163 	5.13633e-05 	1.00268 	0.000193874
0.479	-1.67321 	0.0010878 	0.874827 	0.000642676	3.9919 	0.22776 	1.79075 	0.120879	1.00158 	8.40127e-05 	1.00254 	0.00014434
0.48	-1.6781 	0.00102122 	0.878222 	0.000675473	3.85097 	0.166866 	1.54143 	0.058087	1.00151 	5.97741e-05 	1.00219 	8.19636e-05
0.481	-1.68117 	0.00135496 	0.878843 	0.000899497	3.59539 	0.15006 	1.74564 	0.23317	1.00141 	5.44082e-05 	1.00241 	0.000304796
0.482	-1.68455 	0.000904051 	0.881167 	0.000661973	3.88322 	0.165168 	1.6668 	0.149693	1.00152 	6.31047e-05 	1.00232 	0.000205401
0.483	-1.68988 	0.000852339 	0.883533 	0.000574846	3.62775 	0.111267 	1.31899 	0.0547119	1.00141 	4.47185e-05 	1.00185 	8.84656e-05
0.484	-1.69434 	0.00109627 	0.886331 	0.000610824	3.77642 	0.137871 	1.34124 	0.063641	1.00145 	5.01442e-05 	1.00186 	9.82319e-05
0.485	-1.69731 	0.00111093 	0.88829 	0.000554948	3.62718 	0.134144 	1.30071 	0.0628133	1.00139 	4.98647e-05 	1.0018 	7.63867e-05
0.486	-1.69953 	0.00087923 	0.888787 	0.000766411	3.74053 	0.137239 	1.56426 	0.264927	1.00143 	5.64638e-05 	1.00211 	0.000341476
0.487	-1.70385 	0.000842542 	0.891775 	0.000501194	3.62801 	0.151529 	1.21835 	0.0602734	1.00138 	6.13076e-05 	1.00168 	8.79269e-05
0.488	-1.70861 	0.00106474 	0.893732 	0.000535781	3.39799 	0.142568 	1.10717 	0.0743039	1.00129 	5.56041e-05 	1.00152 	0.000106266
0.489	-1.71058 	0.00106177 	0.894809 	0.000526285	3.46882 	0.177456 	1.0775 	0.066638	1.00131 	6.17531e-05 	1.00148 	8.20721e-05
0.49	-1.71346 	0.000754786 	0.896571 	0.000445604	3.17644 	0.13628 	1.02679 	0.0622705	1.0012 	5.82182e-05 	1.0014 	8.07802e-05
0.491	-1.7186 	0.000979904 	0.898751 	0.000498854	3.41487 	0.147874 	1.04781 	0.0482948	1.00128 	5.45031e-05 	1.00142 	6.56868e-05
0.492	-1.72244 	0.000708102 	0.900586 	0.000470309	3.24021 	0.119791 	1.01544 	0.0682773	1.00121 	4.48891e-05 	1.00137 	7.84502e-05
0.493	-1.7249 	0.000698021 	0.901642 	0.000348079	3.01791 	0.124094 	0.940404 	0.0438021	1.00112 	4.79896e-05 	1.00127 	5.76617e-05
0.494	-1.728 	0.000954603 	0.903397 	0.00051666	3.02491 	0.133638 	0.843651 	0.0410859	1.00112 	4.59801e-05 	1.00114 	5.42524e-05
0.495	-1.73099 	0.000904183 	0.904725 	0.000541973	2.86363 	0.131514 	0.864503 	0.0647616	1.00106 	5.20364e-05 	1.00115 	7.5688e-05
0.496	-1.73406 	0.000762923 	0.906065 	0.000388583	2.85317 	0.0985651 	0.791581 	0.0405416	1.00105 	3.53586e-05 	1.00106 	5.28026e-05
0.497	-1.73747 	0.000978039 	0.907756 	0.000509406	2.93348 	0.103784 	0.799634 	0.0395418	1.00108 	3.81331e-05 	1.00107 	5.76495e-05
0.498	-1.73965 	0.000875961 	0.90857 	0.000529959	2.84288 	0.159406 	0.818493 	0.0653561	1.00104 	5.89938e-05 	1.00109 	9.3954e-05
0.499	-1.74304 	0.000853568 	0.910404 	0.00047798	2.93816 	0.136717 	0.760773 	0.0427864	1.00107 	4.82303e-05 	1.00101 	5.61176e-05
0.5	-1.74456 	0.000893367 	0.91082 	0.000418163	2.9974 	0.169673 	0.82851 	0.0593243	1.00109 	5.96647e-05 	1.00109 	7.58429e-05
