# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.45
#energy 	magnetization 	acceptance
-1.5016	-0.784	0.158895
-1.5352	-0.8084	0.160848
-1.5396	-0.7832	0.154436
-1.5344	-0.7956	0.15535
-1.4904	-0.7524	0.155844
-1.496	-0.7504	0.163106
-1.5316	-0.7552	0.160508
-1.4848	-0.7144	0.170006
-1.4856	-0.7564	0.159992
-1.5384	-0.7862	0.161127
-1.522	-0.7548	0.157289
-1.5368	-0.798	0.15494
-1.516	-0.7444	0.162446
-1.544	-0.747	0.155633
-1.5056	-0.7114	0.15843
-1.532	-0.7794	0.164634
-1.5308	-0.7758	0.163136
-1.5188	-0.805	0.146834
-1.5232	-0.754	0.160873
-1.51	-0.758	0.165238
-1.5152	-0.73	0.162816
-1.5416	-0.776	0.157958
-1.5412	-0.7978	0.163865
-1.4952	-0.7538	0.159218
-1.5452	-0.7852	0.162539
-1.5036	-0.739	0.160361
-1.4852	-0.7142	0.172296
-1.5232	-0.7408	0.171705
-1.54	-0.801	0.159817
-1.4828	-0.7178	0.161944
-1.5144	-0.7414	0.166176
-1.5116	-0.7482	0.167806
-1.506	-0.7578	0.16054
-1.4928	-0.7354	0.165386
-1.5512	-0.7948	0.156921
-1.5236	-0.7866	0.159433
-1.49	-0.7444	0.163513
-1.4728	-0.6802	0.167195
-1.516	-0.728	0.175537
-1.508	-0.7252	0.168168
-1.4908	-0.7572	0.159032
-1.5216	-0.7604	0.164502
-1.5292	-0.7512	0.161352
-1.4984	-0.6942	0.162969
-1.532	-0.7442	0.166822
-1.4892	-0.7318	0.165468
-1.5284	-0.7438	0.172426
-1.5324	-0.7312	0.161175
-1.5136	-0.704	0.168928
-1.5	-0.7362	0.177133
-1.5172	-0.7542	0.168924
-1.4912	-0.7234	0.16157
-1.514	-0.7594	0.16422
-1.492	-0.7684	0.160827
-1.4852	-0.7284	0.162756
-1.5284	-0.7552	0.16157
-1.5096	-0.715	0.162809
-1.446	-0.635	0.175936
-1.5188	-0.7522	0.17487
-1.5444	-0.8002	0.15615
-1.5288	-0.732	0.162827
-1.4988	-0.7506	0.164249
-1.5188	-0.7724	0.157427
-1.492	-0.7788	0.155754
-1.5244	-0.7738	0.157315
-1.556	-0.7988	0.160829
-1.5168	-0.759	0.151169
-1.5156	-0.7568	0.163889
-1.5112	-0.7424	0.162824
-1.492	-0.7032	0.170414
-1.5352	-0.7664	0.167508
-1.5332	-0.7928	0.159648
-1.5216	-0.7336	0.156992
-1.5404	-0.7886	0.169155
-1.4844	-0.7328	0.163357
-1.5016	-0.754	0.163272
-1.4852	-0.7214	0.162421
-1.4936	-0.7598	0.163954
-1.5104	-0.7292	0.167007
-1.5092	-0.7494	0.171543
-1.508	-0.747	0.16769
-1.5224	-0.7452	0.164129
-1.552	-0.7722	0.169543
-1.516	-0.7738	0.160776
-1.5816	-0.7772	0.153577
-1.5332	-0.7498	0.160585
-1.4788	-0.674	0.165983
-1.512	-0.734	0.168394
-1.5148	-0.7618	0.163135
-1.4908	-0.7706	0.159338
-1.5148	-0.7622	0.156116
-1.5284	-0.8046	0.15752
-1.5204	-0.7756	0.153495
-1.5084	-0.7524	0.16085
-1.4988	-0.698	0.172462
-1.512	-0.6868	0.17756
-1.5408	-0.7744	0.17045
-1.5696	-0.8216	0.15513
-1.5256	-0.7856	0.15965
-1.502	-0.7516	0.16645
-1.54	-0.789	0.158427
-1.5512	-0.7956	0.153301
-1.484	-0.7464	0.160742
-1.4956	-0.7236	0.160908
-1.5224	-0.7328	0.172182
-1.4952	-0.7444	0.160432
-1.5316	-0.7786	0.158335
-1.528	-0.7862	0.156796
-1.514	-0.749	0.155464
-1.5448	-0.792	0.158969
-1.5416	-0.7868	0.156184
-1.4836	-0.7018	0.162857
-1.5036	-0.7372	0.163291
-1.496	-0.7312	0.167754
-1.5016	-0.7332	0.169624
-1.5464	-0.8056	0.15428
-1.5312	-0.773	0.150759
-1.5392	-0.7906	0.16302
-1.5232	-0.7778	0.152384
-1.518	-0.781	0.161164
-1.4864	-0.7406	0.169968
-1.5168	-0.7122	0.163862
-1.4644	-0.6968	0.163105
-1.5108	-0.7496	0.169004
-1.474	-0.6378	0.167611
-1.452	-0.649	0.180868
-1.5256	-0.764	0.176219
-1.4988	-0.7368	0.162634
-1.54	-0.778	0.15921
-1.5268	-0.7634	0.161621
-1.4848	-0.695	0.16913
-1.498	-0.7174	0.168534
-1.5484	-0.7536	0.165299
-1.534	-0.7658	0.160543
-1.5128	-0.7562	0.164844
-1.5312	-0.7898	0.16694
-1.5596	-0.7978	0.15675
-1.5436	-0.8106	0.157584
-1.5236	-0.7788	0.156595
-1.5252	-0.7694	0.163973
-1.5144	-0.7726	0.16093
-1.4976	-0.7668	0.153737
-1.516	-0.7792	0.16104
-1.5064	-0.7712	0.155538
-1.5096	-0.7534	0.161185
-1.504	-0.7236	0.164881
-1.5392	-0.7746	0.163287
-1.5556	-0.798	0.157959
-1.52	-0.768	0.158694
-1.5416	-0.7684	0.162362
-1.5472	-0.785	0.157783
-1.5084	-0.7926	0.16705
-1.494	-0.7422	0.159264
-1.5428	-0.8024	0.158147
-1.5016	-0.7672	0.151534
-1.5256	-0.773	0.157461
-1.522	-0.7802	0.15839
-1.5136	-0.6752	0.165057
-1.4256	-0.6258	0.180727
-1.448	-0.6042	0.177856
-1.5064	-0.6942	0.173568
-1.4584	-0.6888	0.172801
-1.5	-0.7176	0.167586
-1.5088	-0.7548	0.170766
-1.4856	-0.7048	0.163716
-1.556	-0.7488	0.165466
-1.4848	-0.7296	0.158788
-1.5032	-0.7208	0.16232
-1.5128	-0.745	0.167291
-1.4844	-0.6768	0.164073
-1.5144	-0.7762	0.163195
-1.5516	-0.7962	0.161876
-1.4768	-0.7216	0.164111
-1.508	-0.752	0.169088
-1.552	-0.8196	0.15721
-1.5364	-0.7672	0.15191
-1.4836	-0.7478	0.165821
-1.5304	-0.7848	0.159673
-1.5332	-0.7752	0.16231
-1.534	-0.7802	0.161703
-1.5584	-0.793	0.15698
-1.5296	-0.7692	0.162047
-1.4756	-0.7084	0.16213
-1.5152	-0.763	0.166493
-1.526	-0.7578	0.169742
-1.53	-0.7646	0.161508
-1.4956	-0.7392	0.163181
-1.4648	-0.71	0.173552
-1.5416	-0.7752	0.162908
-1.516	-0.7864	0.159474
-1.5296	-0.75	0.16447
-1.49	-0.6998	0.173587
-1.4888	-0.7198	0.167654
-1.5384	-0.7148	0.167543
-1.508	-0.677	0.178327
-1.4952	-0.7016	0.169231
-1.51	-0.6888	0.171024
-1.5052	-0.7544	0.168258
-1.5044	-0.7316	0.163852
-1.5292	-0.7688	0.162576
-1.4932	-0.7146	0.165479
-1.5164	-0.7582	0.160334
-1.5168	-0.7902	0.162874
-1.5396	-0.7668	0.162343
-1.5356	-0.774	0.159844
-1.49	-0.7706	0.157127
-1.516	-0.7392	0.165933
-1.5068	-0.755	0.164365
-1.498	-0.7436	0.163371
-1.4924	-0.7454	0.163383
-1.5156	-0.7566	0.161544
-1.5136	-0.7662	0.165224
-1.5536	-0.795	0.153886
-1.5292	-0.7574	0.163744
-1.4968	-0.742	0.161993
-1.524	-0.7898	0.158457
-1.4868	-0.724	0.162131
-1.5312	-0.784	0.162848
-1.4972	-0.7534	0.157947
-1.492	-0.7516	0.162977
-1.5316	-0.7602	0.172935
-1.5252	-0.7618	0.164906
-1.4704	-0.7424	0.158231
-1.5104	-0.7574	0.163761
-1.51	-0.7494	0.16346
-1.5144	-0.7872	0.161783
-1.5024	-0.743	0.160417
-1.5108	-0.7668	0.165129
-1.5396	-0.8066	0.158813
-1.5192	-0.7352	0.158741
-1.5148	-0.736	0.158366
-1.4976	-0.7168	0.167578
-1.5128	-0.7634	0.165539
-1.5428	-0.7896	0.156347
-1.5156	-0.7672	0.161166
-1.528	-0.7714	0.165803
-1.5676	-0.8134	0.15649
-1.534	-0.8206	0.159208
-1.5148	-0.751	0.162348
-1.5028	-0.7698	0.157932
-1.5164	-0.7714	0.159052
-1.494	-0.7252	0.167771
-1.5144	-0.7234	0.175039
-1.512	-0.7484	0.171891
-1.4668	-0.6854	0.174265
-1.4724	-0.6514	0.176144
-1.4892	-0.7132	0.172069
-1.4856	-0.6246	0.172337
-1.4616	-0.522	0.183513
-1.4664	-0.5544	0.180672
-1.4504	-0.6148	0.18078
-1.4372	-0.6532	0.177372
-1.528	-0.758	0.171652
-1.5084	-0.7524	0.161696
-1.526	-0.7846	0.157575
-1.4776	-0.7464	0.151061
-1.5756	-0.8122	0.157507
-1.5508	-0.788	0.160647
-1.5044	-0.7438	0.160101
-1.4956	-0.767	0.171802
-1.5212	-0.7436	0.162997
-1.4956	-0.7424	0.1646
-1.5616	-0.7722	0.160543
-1.5072	-0.7582	0.16597
-1.4724	-0.72	0.167877
-1.48	-0.5986	0.180143
-1.4788	-0.6188	0.176287
-1.4648	-0.6266	0.172307
-1.504	-0.6368	0.179439
-1.4832	-0.5996	0.16831
-1.4756	-0.5448	0.182386
-1.516	-0.627	0.175643
-1.4872	-0.6186	0.176792
-1.4808	-0.5916	0.175985
-1.4904	-0.6426	0.181217
-1.526	-0.702	0.176993
-1.4908	-0.6814	0.161685
-1.5368	-0.7374	0.167736
-1.4744	-0.7274	0.163832
-1.4912	-0.764	0.159235
-1.4988	-0.7478	0.169703
-1.494	-0.7332	0.158041
-1.5348	-0.7664	0.153626
-1.5212	-0.7726	0.159243
