# nm = 1024 nc = 100 len = 70 extf = 0 beta = 0.462
#energy 	magnetization 	acceptance
-1.57796	0.828571	0.130792
-1.56408	0.83102	0.126922
-1.55837	0.80898	0.134478
-1.58449	0.821224	0.134494
-1.58367	0.834694	0.132586
-1.62041	0.86	0.130049
-1.59347	0.856735	0.12851
-1.62286	0.859184	0.127502
-1.63429	0.848163	0.134243
-1.59184	0.822449	0.132027
-1.58857	0.829388	0.131688
-1.54776	0.80898	0.133837
-1.69551	0.891837	0.129871
-1.60245	0.834694	0.128682
-1.58939	0.841224	0.133763
-1.58939	0.835918	0.137512
-1.64653	0.875102	0.124584
-1.67265	0.87102	0.135837
-1.58531	0.827347	0.134884
-1.6449	0.841224	0.137253
-1.62612	0.858776	0.12879
-1.61306	0.836327	0.126724
-1.62041	0.841224	0.125494
-1.55347	0.779592	0.134337
-1.60816	0.827755	0.130939
-1.55265	0.791837	0.127392
-1.57061	0.81551	0.135853
-1.53633	0.807755	0.133684
-1.54286	0.827755	0.137965
-1.61878	0.847755	0.129076
-1.56735	0.823265	0.126384
-1.57796	0.828163	0.139469
-1.60653	0.836735	0.132667
-1.59184	0.821224	0.134608
-1.5902	0.814694	0.132424
-1.61714	0.827755	0.135616
-1.64163	0.854286	0.12981
-1.59265	0.827347	0.127429
-1.61469	0.843265	0.130884
-1.56327	0.814694	0.127951
-1.55755	0.811429	0.131486
-1.64898	0.856327	0.135918
-1.63918	0.861633	0.132071
-1.64	0.857959	0.127978
-1.59592	0.835102	0.133735
-1.58531	0.808571	0.129761
-1.63592	0.856327	0.133545
-1.62286	0.858776	0.134245
-1.5249	0.811837	0.125402
-1.58204	0.79551	0.131086
-1.61224	0.850612	0.135969
-1.6	0.829796	0.134778
-1.6049	0.82898	0.133437
-1.56	0.821633	0.13791
-1.59837	0.833878	0.13149
-1.57469	0.832653	0.139622
-1.54531	0.80449	0.135006
-1.62041	0.829388	0.135773
-1.53306	0.778367	0.139373
-1.57061	0.829796	0.132763
-1.61551	0.838776	0.127114
-1.53959	0.81551	0.13261
-1.60653	0.848163	0.128037
-1.54041	0.795918	0.131612
-1.58531	0.811837	0.133973
-1.64571	0.852245	0.135451
-1.6049	0.831837	0.128784
-1.59265	0.8	0.134302
