#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.479	-1.67381 	0.00121111 	0.875265 	0.000845392	4.26853 	0.217457 	1.78656 	0.125891	1.00243 	0.000123421 	1.00363 	0.000216177
0.48	-1.67919 	0.000962734 	0.878545 	0.000684056	3.99109 	0.16572 	1.54548 	0.0877503	1.00226 	8.97179e-05 	1.00313 	0.00017132
0.481	-1.68142 	0.00121871 	0.879957 	0.000899178	3.5028 	0.142368 	1.47721 	0.104758	1.00198 	8.55775e-05 	1.00295 	0.000198906
0.482	-1.68462 	0.00135829 	0.881583 	0.000857628	3.85757 	0.225299 	1.50319 	0.109617	1.00216 	0.000127147 	1.003 	0.000210644
0.483	-1.69053 	0.0011429 	0.884534 	0.000728862	3.61061 	0.14364 	1.51308 	0.0882206	1.00202 	7.90235e-05 	1.003 	0.000169714
0.484	-1.69436 	0.00106186 	0.886978 	0.000641031	3.58504 	0.151046 	1.33444 	0.104815	1.00199 	8.63884e-05 	1.00264 	0.00019582
0.485	-1.69706 	0.000973197 	0.887327 	0.000707899	3.6593 	0.142765 	1.31805 	0.0681113	1.00203 	8.64344e-05 	1.00263 	0.000133673
0.486	-1.69941 	0.0010793 	0.888388 	0.000879627	3.71164 	0.214626 	1.33498 	0.102456	1.00204 	0.000104095 	1.00263 	0.000195719
0.487	-1.70286 	0.00109394 	0.890916 	0.000645762	3.6094 	0.135266 	1.13993 	0.0590728	1.00198 	8.42197e-05 	1.00226 	0.000124514
0.488	-1.70731 	0.00111935 	0.893011 	0.000678553	3.49651 	0.105694 	1.23966 	0.0800427	1.00191 	5.5982e-05 	1.00243 	0.000146069
0.489	-1.71227 	0.00104905 	0.894994 	0.000617752	3.49803 	0.158958 	1.17109 	0.086935	1.0019 	8.90906e-05 	1.00228 	0.000156097
0.49	-1.71517 	0.00124946 	0.896336 	0.000744129	3.62559 	0.151679 	1.12705 	0.0628235	1.00196 	8.31241e-05 	1.00221 	0.000114917
0.491	-1.71853 	0.00092274 	0.898488 	0.000521397	3.1917 	0.131915 	1.02014 	0.068783	1.00172 	7.08094e-05 	1.00199 	0.000133825
0.492	-1.72043 	0.000892544 	0.899303 	0.000564459	3.39625 	0.154642 	1.04197 	0.0536127	1.00183 	8.27665e-05 	1.00202 	0.000104787
0.493	-1.72384 	0.000953058 	0.90097 	0.000564945	3.15975 	0.152532 	0.943986 	0.056717	1.0017 	7.95945e-05 	1.00183 	0.000104221
0.494	-1.72759 	0.000818373 	0.903015 	0.000469657	3.08994 	0.118478 	0.913428 	0.0409836	1.00165 	6.67671e-05 	1.00176 	6.93056e-05
0.495	-1.73027 	0.00115799 	0.904393 	0.000501734	3.26625 	0.163635 	0.913628 	0.059298	1.00174 	8.92053e-05 	1.00176 	0.000102386
0.496	-1.73398 	0.000854732 	0.905439 	0.000383375	3.08479 	0.150467 	0.876185 	0.0658629	1.00164 	8.20577e-05 	1.00169 	0.000119908
0.497	-1.73721 	0.000931947 	0.907314 	0.000486673	2.86529 	0.11965 	0.800452 	0.0491209	1.00151 	6.3776e-05 	1.00154 	8.66213e-05
0.498	-1.74187 	0.000904567 	0.910115 	0.000503047	3.02856 	0.11398 	0.782864 	0.0300567	1.00159 	6.02107e-05 	1.0015 	6.15064e-05
0.499	-1.74323 	0.00107383 	0.910082 	0.000586526	2.9269 	0.118624 	0.809858 	0.0466177	1.00154 	7.23727e-05 	1.00154 	8.28226e-05
0.5	-1.74569 	0.000780496 	0.911537 	0.000420039	3.0047 	0.129733 	0.834487 	0.0495482	1.00157 	6.66878e-05 	1.00158 	9.22061e-05
