#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.4	-1.10355 	0.00161072 	0.13091 	0.00270908	5.37017 	0.185848 	21.9448 	1.24331	1.00706 	0.000229662 	2.75887 	0.0760575
0.401	-1.11282 	0.00163752 	0.133992 	0.00423748	5.54575 	0.233796 	24.7536 	1.39079	1.00715 	0.000305215 	2.7959 	0.116997
0.402	-1.1152 	0.000917596 	0.136401 	0.00333724	5.34912 	0.158493 	23.9278 	1.35589	1.00687 	0.000236807 	2.67341 	0.0971439
0.403	-1.12234 	0.00125627 	0.131482 	0.00274192	5.52671 	0.218408 	24.545 	1.33343	1.00702 	0.000278951 	2.87337 	0.116757
0.404	-1.12651 	0.00108448 	0.136943 	0.00400699	5.24347 	0.219108 	24.8333 	1.48066	1.0066 	0.000282123 	2.76825 	0.0930548
0.405	-1.13344 	0.00133937 	0.143083 	0.00357587	5.52888 	0.241178 	26.5798 	1.68057	1.00689 	0.000273024 	2.71877 	0.12978
0.406	-1.13865 	0.00129407 	0.144768 	0.00345648	5.89718 	0.277212 	29.2708 	1.5443	1.00725 	0.000344435 	2.76698 	0.104269
0.407	-1.14757 	0.00158015 	0.15362 	0.00425936	5.56468 	0.216222 	28.8398 	1.5447	1.00675 	0.000273368 	2.52626 	0.0839361
0.408	-1.15185 	0.00169602 	0.159506 	0.00342451	5.98888 	0.288298 	33.0583 	1.82985	1.00724 	0.000381176 	2.63652 	0.0895044
0.409	-1.15611 	0.00123752 	0.158288 	0.00435246	5.89985 	0.288425 	34.0334 	2.03343	1.00708 	0.000381221 	2.70091 	0.0719538
0.41	-1.16387 	0.00146681 	0.16372 	0.00410281	6.02861 	0.245123 	35.5189 	2.17768	1.00715 	0.000266223 	2.66367 	0.095771
0.411	-1.16836 	0.00160465 	0.167637 	0.00532357	6.18571 	0.261257 	37.2538 	2.19689	1.0073 	0.000343036 	2.67644 	0.0982344
0.412	-1.1754 	0.00165249 	0.169359 	0.00647975	6.4326 	0.281958 	37.9553 	2.00913	1.00749 	0.000328446 	2.64927 	0.11745
0.413	-1.18231 	0.00170746 	0.179177 	0.00510216	6.18718 	0.298332 	40.0393 	2.06958	1.00709 	0.000340013 	2.52611 	0.0692953
0.414	-1.18828 	0.00127829 	0.193613 	0.00611587	6.73048 	0.314851 	45.8569 	1.9132	1.00767 	0.000353111 	2.41492 	0.08126
0.415	-1.19069 	0.00150024 	0.185334 	0.00638873	7.02618 	0.244212 	45.1579 	2.95926	1.00791 	0.000253979 	2.59406 	0.0769095
0.416	-1.19926 	0.00119476 	0.184272 	0.00545477	6.21817 	0.256943 	45.279 	1.91742	1.00694 	0.000297101 	2.62085 	0.102548
0.417	-1.20811 	0.00155015 	0.211223 	0.00738927	6.72367 	0.278738 	54.8891 	2.45259	1.00743 	0.000336474 	2.53073 	0.112794
0.418	-1.21377 	0.00197694 	0.221812 	0.00835785	6.86379 	0.27651 	54.5683 	2.58013	1.00747 	0.000305175 	2.25884 	0.105467
0.419	-1.22058 	0.00174969 	0.220043 	0.00700791	7.20834 	0.327357 	58.188 	3.16002	1.00775 	0.000373798 	2.35398 	0.0928342
0.42	-1.22682 	0.00243015 	0.232965 	0.00963615	7.19424 	0.253998 	64.0154 	3.72393	1.00772 	0.000290257 	2.35008 	0.120357
0.421	-1.23352 	0.00226927 	0.240562 	0.00986122	7.2704 	0.42417 	65.5726 	2.9203	1.00767 	0.000448616 	2.26839 	0.0979925
0.422	-1.24741 	0.00253023 	0.277035 	0.0111672	8.40425 	0.378442 	69.9408 	3.02512	1.00869 	0.00042984 	1.99355 	0.090194
0.423	-1.25169 	0.00220855 	0.252777 	0.00864986	7.88135 	0.386628 	74.3748 	3.98708	1.00809 	0.000430686 	2.28007 	0.0814596
0.424	-1.25609 	0.00218308 	0.28425 	0.0106288	8.02065 	0.308624 	72.6269 	2.70278	1.00815 	0.000313026 	1.95698 	0.0771317
0.425	-1.27049 	0.00221838 	0.324643 	0.0125982	8.2811 	0.302108 	83.6875 	3.01012	1.00823 	0.000287664 	1.81359 	0.0720413
0.426	-1.27664 	0.00299165 	0.318324 	0.0107417	8.8315 	0.394999 	84.1649 	3.5301	1.00872 	0.000386209 	1.87006 	0.0524989
0.427	-1.28222 	0.00226804 	0.33182 	0.0138201	8.91505 	0.421429 	92.1687 	3.66611	1.00874 	0.000374694 	1.83808 	0.0741329
0.428	-1.29385 	0.00282282 	0.35659 	0.0155111	9.37137 	0.466352 	98.0193 	3.47311	1.009 	0.000423775 	1.74423 	0.0750905
0.429	-1.30426 	0.00221035 	0.362884 	0.0098631	9.26366 	0.448934 	96.8432 	4.26469	1.00881 	0.000447488 	1.73254 	0.0585831
0.43	-1.31339 	0.00331242 	0.389291 	0.0147064	10.2576 	0.399342 	104.694 	4.73613	1.00953 	0.000370536 	1.65635 	0.0719246
0.431	-1.32638 	0.00396644 	0.428125 	0.016464	10.3305 	0.479009 	96.715 	4.70889	1.00939 	0.000425716 	1.52035 	0.0641122
0.432	-1.33479 	0.00275132 	0.43162 	0.0107363	10.5499 	0.482037 	98.6565 	4.64658	1.00954 	0.000447597 	1.52789 	0.0416325
0.433	-1.33885 	0.00372241 	0.431933 	0.0159684	10.5656 	0.37661 	110.084 	6.1799	1.00948 	0.000348271 	1.54579 	0.0705035
0.434	-1.35312 	0.00431286 	0.475595 	0.0214296	11.4281 	0.483536 	109.443 	8.45694	1.01 	0.000433587 	1.42685 	0.0678387
0.435	-1.36741 	0.0044678 	0.498313 	0.0191491	11.6667 	0.635171 	101.928 	10.2388	1.01004 	0.000539979 	1.38928 	0.0564137
0.436	-1.37401 	0.00416856 	0.504527 	0.0207387	10.9975 	0.456218 	115.11 	11.3908	1.00934 	0.000396587 	1.38117 	0.0625119
0.437	-1.37959 	0.00370561 	0.508177 	0.016078	10.8394 	0.438783 	102.6 	9.6184	1.0091 	0.000371272 	1.36267 	0.0517862
0.438	-1.39608 	0.00413098 	0.564582 	0.0166231	11.2497 	0.47714 	80.5524 	12.1807	1.00921 	0.000473679 	1.23816 	0.0390722
0.439	-1.40731 	0.0046341 	0.572958 	0.0218146	10.45 	0.735404 	94.8111 	14.9724	1.00835 	0.000599818 	1.24354 	0.0514494
0.44	-1.4159 	0.003995 	0.595479 	0.0166386	9.72801 	0.458264 	78.3873 	12.3761	1.00772 	0.000415972 	1.19571 	0.0347805
0.441	-1.4328 	0.00364366 	0.638331 	0.0117227	10.7925 	0.580405 	54.9667 	10.5286	1.00837 	0.000437029 	1.13343 	0.0224289
0.442	-1.4382 	0.00493552 	0.639822 	0.0169167	10.3647 	0.684833 	59.5241 	11.3312	1.00789 	0.000608982 	1.14105 	0.0296513
0.443	-1.44961 	0.00445035 	0.654113 	0.016942	10.8529 	0.68459 	66.0307 	17.9706	1.00817 	0.000605 	1.13161 	0.0306888
0.444	-1.45822 	0.00306229 	0.674079 	0.012101	9.75353 	0.646965 	47.4334 	9.20215	1.00723 	0.000479978 	1.1028 	0.0183486
0.445	-1.47091 	0.00266657 	0.702625 	0.00588844	8.91114 	0.416599 	23.3137 	2.83233	1.00656 	0.000350073 	1.06148 	0.00737001
0.446	-1.47571 	0.00294763 	0.703096 	0.00970858	9.10151 	0.538494 	37.8304 	9.21609	1.00657 	0.000388877 	1.07545 	0.014781
0.447	-1.48955 	0.00266031 	0.717897 	0.00656368	9.08005 	0.589809 	29.4948 	5.47578	1.00649 	0.000416845 	1.06419 	0.00855121
0.448	-1.50007 	0.00225467 	0.734238 	0.00611311	8.34378 	0.513004 	24.523 	5.44484	1.00587 	0.00037842 	1.05079 	0.00800695
0.449	-1.50361 	0.0026242 	0.734516 	0.00729844	8.32387 	0.387123 	24.3406 	6.3691	1.00585 	0.000296967 	1.05181 	0.0090158
0.45	-1.5161 	0.00183028 	0.761049 	0.00317638	7.07558 	0.302132 	12.3698 	1.84515	1.00485 	0.000224116 	1.02826 	0.00374342
0.451	-1.51779 	0.00306132 	0.753502 	0.00606843	8.19383 	0.531906 	20.5343 	5.08391	1.00563 	0.000399548 	1.04147 	0.00779092
0.452	-1.52982 	0.00182437 	0.763717 	0.00398345	7.89679 	0.488153 	16.1296 	2.21373	1.00532 	0.000343867 	1.03569 	0.00429378
0.453	-1.53427 	0.00168527 	0.768874 	0.00471659	7.19826 	0.494203 	17.1478 	5.88444	1.00483 	0.000327248 	1.03199 	0.00781389
0.454	-1.5419 	0.00200963 	0.779198 	0.00324851	7.28416 	0.343928 	11.9903 	2.50307	1.00486 	0.000228176 	1.0254 	0.00387516
0.455	-1.54977 	0.00136677 	0.790081 	0.0018691	6.3187 	0.23996 	7.98453 	0.837761	1.00416 	0.000155831 	1.01822 	0.00160709
0.456	-1.55658 	0.00131814 	0.796971 	0.00158965	6.01639 	0.24569 	6.02281 	0.360656	1.00394 	0.000158886 	1.0142 	0.000925842
0.457	-1.56393 	0.00198313 	0.802413 	0.00254324	6.29338 	0.372811 	5.98229 	0.549259	1.00409 	0.000249462 	1.01387 	0.00115495
0.458	-1.56904 	0.00179163 	0.805368 	0.00212728	6.40154 	0.269056 	6.82643 	0.969996	1.00414 	0.000163972 	1.01493 	0.00174109
0.459	-1.57876 	0.00145828 	0.814612 	0.00186281	5.79105 	0.221159 	5.89283 	0.824203	1.00369 	0.000138352 	1.01259 	0.00144451
0.46	-1.57996 	0.00162412 	0.815496 	0.00137858	5.89515 	0.228968 	4.83432 	0.243182	1.00376 	0.000132549 	1.01096 	0.000475435
0.461	-1.58657 	0.00140531 	0.819253 	0.00176833	5.69806 	0.260878 	4.88546 	0.375828	1.0036 	0.000182613 	1.0109 	0.000786064
0.462	-1.59333 	0.00142146 	0.823452 	0.0018374	5.72147 	0.267722 	5.1234 	0.509502	1.00358 	0.000163861 	1.01107 	0.000925814
0.463	-1.59783 	0.00103541 	0.827127 	0.000996799	5.05366 	0.201278 	3.99582 	0.259508	1.00315 	0.00013511 	1.00882 	0.000519123
0.464	-1.60257 	0.00159615 	0.830273 	0.00149483	5.5766 	0.273684 	4.20436 	0.347008	1.00346 	0.000160969 	1.00916 	0.000650642
0.465	-1.60923 	0.00144752 	0.834879 	0.00111587	5.37481 	0.198615 	4.06048 	0.314158	1.0033 	0.000119561 	1.00874 	0.000602797
0.466	-1.61205 	0.00141704 	0.838886 	0.00104094	4.90292 	0.179639 	3.08545 	0.213621	1.003 	0.000110741 	1.0067 	0.00041948
0.467	-1.61829 	0.00138021 	0.841758 	0.000977113	5.01357 	0.184643 	2.99716 	0.129956	1.00306 	0.000114325 	1.00655 	0.000279496
0.468	-1.62526 	0.00153493 	0.846492 	0.00101624	5.16721 	0.264089 	3.09342 	0.187843	1.00312 	0.000160068 	1.00658 	0.000359928
0.469	-1.62771 	0.00126192 	0.847128 	0.0010211	5.11634 	0.204093 	3.06927 	0.234559	1.00308 	0.000127002 	1.00653 	0.000518341
0.47	-1.63421 	0.00117826 	0.852678 	0.00091974	4.584 	0.214364 	2.43759 	0.146231	1.00274 	0.000135459 	1.00518 	0.000283885
0.471	-1.63842 	0.00131654 	0.85476 	0.00108985	4.5525 	0.236606 	2.30747 	0.156294	1.0027 	0.000143423 	1.00491 	0.000301531
0.472	-1.644 	0.00134411 	0.859588 	0.000849815	4.43955 	0.194094 	2.23411 	0.147948	1.00261 	0.000119425 	1.00465 	0.000306526
0.473	-1.64825 	0.00133977 	0.859319 	0.00122565	5.03468 	0.187401 	2.96624 	0.380594	1.00294 	0.000106824 	1.00597 	0.000622369
0.474	-1.65328 	0.00147954 	0.863604 	0.00113268	4.07462 	0.165441 	2.15155 	0.218052	1.00238 	9.54144e-05 	1.00443 	0.000413607
0.475	-1.65617 	0.00129822 	0.866128 	0.000904071	4.29013 	0.235684 	2.01543 	0.131027	1.00248 	0.000130973 	1.00415 	0.00025627
0.476	-1.65893 	0.00149844 	0.866911 	0.0010616	3.93886 	0.141673 	1.86914 	0.115114	1.00228 	7.77871e-05 	1.00386 	0.000222496
0.477	-1.66453 	0.00116791 	0.871009 	0.000807093	4.19266 	0.12795 	1.85441 	0.0864629	1.0024 	7.14024e-05 	1.00379 	0.000176501
0.478	-1.66966 	0.00132253 	0.872142 	0.00101086	4.50297 	0.187918 	1.98255 	0.149819	1.00258 	0.000108944 	1.00404 	0.000274862
