# nm = 1024 nc = 100 len = 50 extf = 0 beta = 0.457
#energy 	magnetization 	acceptance
-1.6288	-0.864	0.13348
-1.5152	-0.7	0.153172
-1.5408	-0.7176	0.164944
-1.632	-0.8664	0.143432
-1.592	-0.8424	0.137248
-1.5328	-0.8048	0.136084
-1.6112	-0.84	0.149752
-1.5776	-0.8024	0.139612
-1.5616	-0.8048	0.137036
-1.6464	-0.8592	0.135048
-1.464	-0.7528	0.147556
-1.5824	-0.836	0.139968
-1.5456	-0.8112	0.13898
-1.5456	-0.7664	0.150792
-1.4672	-0.7216	0.153616
-1.4144	-0.7176	0.14574
-1.5168	-0.7808	0.163564
-1.4496	-0.7488	0.148936
-1.5152	-0.732	0.145492
-1.52	-0.7936	0.144892
-1.616	-0.8584	0.136428
-1.592	-0.8384	0.141748
-1.6224	-0.8336	0.141824
-1.592	-0.8304	0.137632
-1.5776	-0.7776	0.139832
-1.6176	-0.856	0.1472
-1.5312	-0.7792	0.137824
-1.6032	-0.82	0.15006
-1.5632	-0.808	0.131916
-1.6448	-0.8768	0.139696
-1.5696	-0.8368	0.148256
-1.56	-0.8104	0.14482
-1.5232	-0.7736	0.148696
-1.5696	-0.8168	0.143784
-1.6576	-0.8696	0.141736
-1.5568	-0.8208	0.141236
-1.5152	-0.7776	0.144632
-1.5664	-0.8328	0.144348
-1.5584	-0.8304	0.138764
-1.5744	-0.8104	0.148148
-1.5664	-0.8088	0.150944
-1.5168	-0.7832	0.154568
-1.5872	-0.78	0.146096
-1.576	-0.7064	0.150056
-1.6208	-0.8064	0.150012
-1.496	-0.744	0.155512
-1.5376	-0.7328	0.153352
-1.5632	-0.828	0.144588
-1.592	-0.8376	0.130928
-1.544	-0.7936	0.150708
-1.5232	-0.7976	0.139676
-1.5776	-0.8184	0.146848
-1.536	-0.7688	0.1578
-1.5328	-0.7328	0.15598
-1.4704	-0.664	0.15344
-1.584	-0.764	0.158708
-1.496	-0.724	0.159176
-1.592	-0.8472	0.145264
-1.6704	-0.884	0.14316
-1.5456	-0.7824	0.132268
-1.5776	-0.8136	0.145732
