# nm = 8192 nc = 100 len = 30 extf = 0 beta = 0.427
#energy 	magnetization 	acceptance
-1.32	-0.595556	0.251144
-1.34667	-0.686667	0.213633
-1.32	-0.688889	0.203389
-1.45333	-0.802222	0.217144
-1.33333	-0.495556	0.250333
-1.30667	-0.595556	0.209833
-1.32	-0.657778	0.206111
-1.52889	-0.782222	0.203511
-1.45778	-0.8	0.204756
-1.45778	-0.74	0.194411
-1.16	-0.328889	0.215167
-1.28444	0.22	0.273789
-1.16889	0.186667	0.268878
-1.41333	0.748889	0.2605
-1.44444	0.771111	0.212444
-1.44444	0.662222	0.199811
-1.39111	0.58	0.212367
-1.24889	0.566667	0.2274
-1.41778	0.542222	0.245944
-1.43111	0.655556	0.2239
-1.07111	0.264444	0.2578
-1.39111	0.735556	0.237644
-1.34667	0.644444	0.205922
-1.48	0.706667	0.227089
-1.14667	0.182222	0.252356
-1.26222	-0.0444444	0.273
-1.22667	0.0111111	0.279122
-1.30667	-0.422222	0.285611
-1.30667	-0.602222	0.226189
-1.36	-0.626667	0.225478
-1.40889	-0.746667	0.211644
-1.19111	-0.48	0.228333
-1.28889	-0.202222	0.276033
-1.36889	-0.586667	0.257256
-1.40444	-0.673333	0.227522
-1.2	-0.617778	0.201367
-1.24889	-0.366667	0.2537
-1.28889	-0.646667	0.237822
-1.44444	-0.728889	0.223589
-1.52889	-0.7	0.210789
-1.26667	-0.606667	0.229644
-1.18222	-0.371111	0.255733
-1.24444	-0.646667	0.220333
-1.23556	-0.342222	0.225633
-1.46222	-0.768889	0.253711
-1.32444	-0.575556	0.227456
-1.18667	-0.208889	0.248589
-1.20444	-0.348889	0.258456
-1.32889	-0.642222	0.251622
-1.34667	-0.528889	0.2299
-1.23556	0.0266667	0.250311
-1.22222	-4.0766e-17	0.284244
-1.19111	-0.224444	0.271389
-1.19111	-0.322222	0.256933
-1.40444	-0.593333	0.265978
-1.34222	-0.606667	0.242178
-1.17778	-0.3	0.230156
-1.28444	-0.508889	0.275689
-1.39556	-0.635556	0.261322
-1.45333	-0.691111	0.222744
-1.33778	-0.64	0.234278
-1.35556	-0.704444	0.216678
-1.38222	-0.637778	0.235356
-1.58667	-0.846667	0.207556
-1.32889	-0.602222	0.217022
-1.18667	-0.344444	0.242711
-1.37778	-0.551111	0.237122
-1.29333	-0.542222	0.248556
-1.34222	-0.497778	0.224667
-1.37778	-0.624444	0.225922
-1.19556	-0.571111	0.219511
-1.30667	-0.0688889	0.248511
-1.30222	0.0555556	0.270844
-1.12889	-0.02	0.286222
-1.12	0.0511111	0.283933
-1.08444	0.182222	0.275322
-1.25778	0.444444	0.239867
-1.27111	0.373333	0.261689
-1.20444	0.26	0.242011
-1.36	-0.102222	0.2745
-1.22667	-0.0844444	0.260911
-1.24444	-0.464444	0.255011
-1.20444	-0.368889	0.2459
-1.36	-0.666667	0.230378
-1.29778	-0.406667	0.234611
-1.29333	-0.522222	0.247289
-1.36889	-0.673333	0.211333
-1.38222	-0.582222	0.215967
-1.36444	-0.22	0.240633
-1.23556	-0.215556	0.254644
-1.10222	0.117778	0.265022
-1.30667	-0.162222	0.277467
-1.42667	-0.777778	0.241856
-1.16	-0.235556	0.243378
-1.23556	0.0955556	0.2733
-1.36	-0.233333	0.271178
-1.27556	-0.142222	0.279878
-1.26222	-0.113333	0.2593
-1.15556	0.0844444	0.261656
-1.35556	-0.315556	0.283467
-1.28	-0.142222	0.259733
-1.28889	-0.362222	0.262367
-1.16444	-0.422222	0.247878
-1.35111	-0.535556	0.243967
-1.44	-0.611111	0.231378
-1.44	-0.58	0.247356
-1.22222	-0.553333	0.227867
-1.28889	-0.462222	0.242011
-1.39556	-0.597778	0.238567
-1.44889	-0.726667	0.2048
-1.25333	-0.586667	0.1933
-1.2	-0.3	0.245322
-1.20889	-0.208889	0.255767
-1.30667	-0.262222	0.261778
-1.16444	0.157778	0.270811
-1.32889	-0.482222	0.274956
-1.32	-0.662222	0.232456
-1.16444	-0.355556	0.246511
-1.09778	-0.148889	0.268722
-1.19111	0.0733333	0.270222
-1.30667	0.344444	0.257533
-1.33333	0.624444	0.266378
-1.32	0.637778	0.212711
-1.19111	0.506667	0.218878
-1.49333	0.748889	0.207878
-1.28444	0.524444	0.2365
-1.43111	0.704444	0.205611
-1.34667	0.546667	0.238989
-1.27111	0.511111	0.231933
-1.44444	0.686667	0.221167
-1.26222	0.255556	0.239844
-1.29778	0.537778	0.251144
-1.22667	0.482222	0.2725
-1.35111	0.517778	0.237333
-1.23556	0.224444	0.252444
-1.16889	0.337778	0.2539
-1.21778	0.504444	0.270056
-1.39556	0.735556	0.213356
-1.20889	0.451111	0.219911
-1.51556	0.824444	0.2174
-1.37333	0.626667	0.201433
-1.26222	0.137778	0.269578
-1.25333	0.42	0.2697
-1.35111	0.431111	0.252833
-1.52	0.8	0.228111
-1.28	0.391111	0.224467
-1.37778	0.404444	0.236289
-1.33778	0.566667	0.257944
-1.34667	0.397778	0.236333
-1.28444	0.153333	0.262933
-1.19111	0.0755556	0.271878
-1.22222	-0.04	0.275667
-1.28889	-0.362222	0.262367
-1.28444	-0.277778	0.268711
-1.35556	-0.0222222	0.259678
-1.35111	-0.222222	0.267978
-1.15111	-0.257778	0.273133
-1.16	-0.311111	0.270956
-1.32889	-0.58	0.265522
-1.35556	-0.586667	0.2255
-1.25778	-0.597778	0.241344
-1.29778	-0.673333	0.247178
-1.29778	-0.448889	0.223789
-1.22222	-0.208889	0.252356
-1.24889	-0.366667	0.261278
-1.30667	-0.128889	0.262811
-1.16444	0.386667	0.272022
-1.36444	0.704444	0.238856
-1.38667	0.537778	0.219989
-1.30222	0.355556	0.259356
-1.40889	0.362222	0.242833
-1.32	0.497778	0.263522
-1.28444	0.555556	0.268556
-1.25333	0.535556	0.218456
-1.41333	0.726667	0.241956
-1.19556	0.395556	0.226144
-1.30222	0.28	0.269533
-1.21333	0.224444	0.257256
-1.17778	0.255556	0.2776
-1.31111	0.433333	0.253889
-1.30222	0.375556	0.227378
-1.19556	0.464444	0.214778
-1.33333	0.644444	0.249211
-1.22667	0.484444	0.227489
-1.19556	0.455556	0.264856
-1.29333	0.268889	0.250822
-1.24444	-0.16	0.255789
-1.39556	-0.671111	0.257222
-1.23556	-0.244444	0.2234
-1.27111	-0.233333	0.274256
-1.38667	-0.391111	0.255122
-1.19111	-0.222222	0.247622
-1.12444	0.253333	0.262756
-1.22667	0.253333	0.270756
-1.60444	0.826667	0.234089
-1.20444	0.455556	0.221833
-1.42222	0.697778	0.231144
-1.19111	0.22	0.237211
-1.27111	0.52	0.274456
-1.33778	0.682222	0.210589
-1.19111	0.0266667	0.258878
-1.39111	-0.444444	0.258178
-1.33333	-0.344444	0.270389
-1.29333	-0.14	0.262378
-1.26667	-0.271111	0.267344
-1.24	-0.526667	0.257011
-1.34667	-0.208889	0.262611
-1.37333	-0.653333	0.242667
-1.28444	-0.48	0.241756
-1.41333	-0.637778	0.244989
-1.23111	-0.471111	0.249211
-1.32444	-0.622222	0.213511
-1.48444	-0.682222	0.192744
-1.34667	-0.715556	0.228944
-1.20889	-0.351111	0.250244
-1.16889	-0.408889	0.280022
-1.18667	0.535556	0.262344
-1.24444	0.491111	0.262756
-1.45778	0.735556	0.230422
-1.27556	0.628889	0.216956
-1.32444	0.62	0.219911
-1.34222	0.673333	0.2206
-1.37333	0.273333	0.256733
-1.16	0.0777778	0.262733
-1.11556	0.388889	0.266889
-1.21778	-0.206667	0.262622
-1.25778	-0.233333	0.261756
-1.21333	-0.237778	0.290644
-1.37778	-0.671111	0.242789
-1.43556	-0.728889	0.208289
-1.30667	-0.626667	0.212911
-1.44	-0.631111	0.218067
-1.31556	-0.662222	0.223467
-1.25778	-0.442222	0.231011
-1.35556	-0.735556	0.228356
-1.14222	-0.415556	0.214956
-1.24	-0.215556	0.259933
-1.24444	-0.28	0.273144
-1.39556	-0.611111	0.253211
-1.33333	-0.344444	0.241822
-1.18222	-0.186667	0.290456
-1.19111	-0.215556	0.263411
-1.24889	-0.266667	0.270767
-1.36889	-0.664444	0.226433
-1.43556	-0.673333	0.226289
-1.41778	-0.726667	0.2078
-1.31556	-0.324444	0.240878
-1.25333	-0.575556	0.251056
-1.18667	-0.00888889	0.2491
-1.18667	0.157778	0.267478
-1.36	0.675556	0.2479
-1.36889	0.726667	0.244611
-1.20444	0.128889	0.254478
-1.24	0.353333	0.251256
-1.32	0.453333	0.252344
-1.43556	0.78	0.231056
-1.47111	0.724444	0.216433
-1.20889	0.508889	0.219611
-1.54222	0.797778	0.237444
-1.30667	0.46	0.220511
-1.21778	0.195556	0.254633
-1.32889	-0.304444	0.2639
-1.26667	0.204444	0.2613
-1.19556	-0.453333	0.276533
-1.30667	-0.433333	0.257278
-1.46222	-0.702222	0.221278
-1.41333	-0.773333	0.218244
-1.39111	-0.702222	0.196533
-1.38222	-0.646667	0.246722
-1.43556	-0.72	0.223633
-1.38222	-0.711111	0.216
-1.23556	0.135556	0.262144
-1.10222	0.22	0.282711
-1.17333	0.144444	0.278044
-1.28889	-0.0688889	0.278578
-1.18222	-0.142222	0.267967
-1.33333	0.637778	0.273633
-1.4	0.793333	0.220578
-1.49333	0.786667	0.195878
