100	284.347	0.141729	-5.42471	0.00271431	-6.73381	0.00180822
100	284.347	0.141729	-5.42471	0.00271431	-6.73381	0.00180822
100	284.347	0.141729	-5.42471	0.00271431	-6.73381	0.00180822
100	5187.22	1248.37	-52427.9	12313.2	0.131468	0.0719739
100	5187.22	1248.37	-52427.9	12313.2	0.131468	0.0719739
100	5187.22	1248.37	-52427.9	12313.2	0.131468	0.0719739
100	-4011.85	880.212	10017.2	1456.11	1.08219	0.108737
100	-4011.85	880.212	10017.2	1456.11	1.08219	0.108737
100	-4062.89	743.515	9914.91	1040.73	1.08946	0.0875639
100	-1674.65	451.589	2192.21	281.711	1.3401	0.157231
100	-1765.51	516.383	2065.29	251.225	1.39081	0.147675
100	1427.82	96.2209	-4349.3	228.262	-0.117429	0.0303558
100	5187.22	1248.37	-52427.9	12313.2	0.131468	0.0719739
100	-4011.85	880.212	10017.2	1456.11	1.08219	0.108737
100	5187.22	1248.37	-52427.9	12313.2	0.131468	0.0719739
100	-4011.85	880.212	10017.2	1456.11	1.08219	0.108737
100	-4011.85	880.212	10017.2	1456.11	1.08219	0.108737
100	2799.73	155.622	-15740.1	919.27	0.0274157	0.000465799
100	2799.73	155.622	-15740.1	919.27	0.0274157	0.000465799
100	309.476	12.2467	-3.82454e+06	299566	0.436305	0.000165038
100	309.476	12.2467	-3.82454e+06	299566	0.436305	0.000165038
100	309.476	12.2467	-3.82454e+06	299566	0.436305	0.000165038
100	309.476	12.2467	-3.82454e+06	299566	0.436305	0.000165038
100	309.475	12.2737	-3.82453e+06	299889	0.436305	0.000164947
100	309.477	12.2737	-3.82457e+06	299889	0.436305	0.000164945
100	1148.44	501.716	-272874	137221	0.381055	0.0300974
100	116.378	8.57899	-45307.6	7647.47	0.450782	0.00565566
100	304.231	11.0932	-2.79163e+06	497603	0.434994	0.000743691
100	-1737.84	286.098	11373.2	1480.38	0.845082	0.0391869
100	-1197.33	1408.36	29584.1	13934.3	0.660233	0.143754
100	-696.691	928.999	10665.8	2664.07	0.73831	0.16081
100	340.17	14.1212	-5.55586e+06	707344	0.436362	0.000244404
100	340.17	14.1212	-5.55586e+06	707344	0.436362	0.000244404
100	340.17	14.1212	-5.55586e+06	707344	0.436362	0.000244404
100	340.17	14.1212	-5.55586e+06	707344	0.436362	0.000244404
70	-723.706	337.923	10786.8	3706.75	0.721626	0.0855527
70	183.892	5.76159	-1.54707e+06	339838	0.434381	0.000590887
70	183.892	5.76159	-1.54707e+06	339838	0.434381	0.000590887
70	185.669	5.98659	-1.84462e+06	268126	0.434895	0.000305411
