#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.412	-1.1751 	0.000804317 	0.0825703 	0.00270464	5.77082 	0.192522 	42.4222 	3.95101	1.00167 	5.64142e-05 	3.26253 	0.111603
0.413	-1.18078 	0.000806374 	0.0909287 	0.00284352	6.04179 	0.297291 	44.3041 	2.58748	1.00173 	8.0006e-05 	2.78274 	0.073868
0.414	-1.18764 	0.000637633 	0.0975309 	0.00367638	5.89679 	0.238082 	55.6717 	3.8391	1.00168 	6.99678e-05 	2.90657 	0.101964
0.415	-1.19227 	0.000700182 	0.0914689 	0.00247645	6.56961 	0.269613 	49.0202 	2.98576	1.00185 	8.17e-05 	2.89187 	0.103035
0.416	-1.19905 	0.000706702 	0.100281 	0.00343271	7.13372 	0.243199 	55.2437 	3.5094	1.00199 	6.85636e-05 	2.67982 	0.100605
0.417	-1.20617 	0.000731464 	0.104007 	0.0034224	6.71325 	0.34036 	57.0457 	4.48799	1.00185 	9.73236e-05 	2.7905 	0.19401
0.418	-1.21222 	0.000800054 	0.113033 	0.00330305	6.64296 	0.239412 	65.4803 	3.89193	1.00181 	6.47543e-05 	2.57148 	0.0948367
0.419	-1.22012 	0.00110417 	0.115981 	0.00387779	6.7951 	0.274926 	67.2527 	4.63855	1.00183 	7.37689e-05 	2.55112 	0.102352
0.42	-1.22547 	0.000837603 	0.10858 	0.00307312	6.78743 	0.245786 	58.4598 	3.95521	1.00181 	6.72222e-05 	2.60322 	0.11309
0.421	-1.23288 	0.00110411 	0.115619 	0.0042572	6.97104 	0.261057 	63.4855 	5.27555	1.00184 	6.68437e-05 	2.57175 	0.182164
0.422	-1.24135 	0.000953444 	0.149107 	0.00794747	7.42243 	0.33807 	107.691 	10.1142	1.00193 	8.799e-05 	2.5585 	0.183531
0.423	-1.24714 	0.000739154 	0.125726 	0.00797425	6.81442 	0.296082 	81.1245 	6.73657	1.00175 	7.80587e-05 	2.64412 	0.141364
0.424	-1.25549 	0.000981778 	0.151756 	0.0104771	7.38639 	0.341249 	121.157 	11.7817	1.00188 	8.63695e-05 	2.59938 	0.166556
0.425	-1.26219 	0.000930692 	0.152014 	0.00893055	7.85303 	0.400547 	118.118 	11.2553	1.00197 	0.000101304 	2.61298 	0.189456
0.426	-1.26844 	0.000948839 	0.150064 	0.00976061	7.36388 	0.24263 	112.618 	7.31832	1.00183 	6.58919e-05 	2.5047 	0.178865
0.427	-1.27743 	0.00113721 	0.179979 	0.00868045	7.90678 	0.367287 	157.537 	8.3435	1.00194 	8.30512e-05 	2.3875 	0.136075
0.428	-1.28441 	0.00121066 	0.163376 	0.0118869	7.46034 	0.305071 	126.836 	13.9126	1.00181 	7.80286e-05 	2.50965 	0.190073
0.429	-1.29263 	0.00127804 	0.184387 	0.0105812	8.48077 	0.415269 	159.581 	15.4498	1.00203 	9.74394e-05 	2.47813 	0.180225
0.43	-1.29836 	0.00154636 	0.192034 	0.0113388	8.49291 	0.389437 	167.075 	15.0997	1.00201 	8.04354e-05 	2.3989 	0.145616
0.431	-1.30704 	0.00118697 	0.195233 	0.0114113	8.00865 	0.349137 	168.063 	13.6175	1.00188 	8.96086e-05 	2.36228 	0.143247
0.432	-1.32133 	0.00216979 	0.2703 	0.0193711	10.0511 	0.410485 	261.198 	18.9513	1.00231 	9.17249e-05 	1.85659 	0.155983
0.433	-1.32835 	0.0024769 	0.256334 	0.0200862	10.3819 	0.586127 	288.913 	26.9519	1.00236 	0.000132873 	2.1442 	0.184857
0.434	-1.33725 	0.00217929 	0.292012 	0.0207417	10.1796 	0.553173 	308.141 	19.8425	1.00228 	0.000121055 	1.8932 	0.117682
0.435	-1.35027 	0.00264371 	0.34407 	0.0272673	10.7531 	0.612075 	319.917 	28.2197	1.00236 	0.00014538 	1.67235 	0.146572
0.436	-1.3592 	0.00293457 	0.347705 	0.0272659	10.7121 	0.505053 	355.14 	30.6514	1.00232 	0.000102218 	1.70209 	0.157126
0.437	-1.37197 	0.00428747 	0.412712 	0.0331339	13.1592 	0.86295 	354.825 	49.5951	1.00281 	0.000173243 	1.47742 	0.120607
0.438	-1.39166 	0.00248232 	0.515151 	0.0178806	11.1811 	0.610246 	209.751 	48.9184	1.00231 	0.00014907 	1.20116 	0.0513232
0.439	-1.4011 	0.00424969 	0.504808 	0.0328029	12.8483 	0.881862 	328.039 	72.7164	1.00261 	0.000194118 	1.28592 	0.100886
0.44	-1.40907 	0.00394123 	0.527849 	0.0330508	13.7255 	1.04707 	283.721 	64.7648	1.00275 	0.000214767 	1.23863 	0.0758396
0.441	-1.416 	0.0040415 	0.535041 	0.0284395	13.3848 	1.06713 	283.296 	78.052	1.00267 	0.000218344 	1.22325 	0.0710975
0.442	-1.44056 	0.00225989 	0.629223 	0.01365	10.1957 	0.598356 	121.178 	40.3545	1.00196 	0.000122421 	1.08305 	0.0234707
0.443	-1.44576 	0.00388823 	0.622147 	0.0229268	12.6343 	1.24206 	210.379 	71.2852	1.0024 	0.00024199 	1.11586 	0.0416327
0.444	-1.46013 	0.00170088 	0.679254 	0.00557993	10.1632 	0.617945 	47.5118 	9.84898	1.0019 	0.000118362 	1.03492 	0.00635179
0.445	-1.47043 	0.00138878 	0.693091 	0.00494596	9.04113 	0.504676 	42.6507 	8.42905	1.00167 	0.000102014 	1.03052 	0.00526657
0.446	-1.47929 	0.00137493 	0.706091 	0.00460599	9.42537 	0.501095 	40.4907 	8.28704	1.00172 	9.20675e-05 	1.02781 	0.00502482
0.447	-1.48744 	0.000939325 	0.716957 	0.00323988	8.41269 	0.327896 	27.4866 	2.60519	1.00152 	6.34224e-05 	1.01983 	0.00211615
0.448	-1.49652 	0.00141119 	0.727966 	0.00432306	8.44097 	0.504713 	27.7327 	5.04418	1.0015 	8.49596e-05 	1.01889 	0.00339153
0.449	-1.50599 	0.00101118 	0.741239 	0.00252648	8.0097 	0.378231 	19.9951 	2.5234	1.00141 	6.02412e-05 	1.0137 	0.00160483
0.45	-1.51368 	0.00112673 	0.751992 	0.00286993	7.55907 	0.419845 	19.8152 	5.22778	1.00131 	7.86079e-05 	1.01238 	0.00241658
0.451	-1.51993 	0.00184302 	0.749663 	0.00879224	8.7327 	0.84042 	41.8563 	21.2148	1.0015 	0.000142547 	1.02253 	0.0112996
0.452	-1.52853 	0.00110031 	0.768516 	0.00259633	7.031 	0.299873 	13.8072 	2.03853	1.0012 	5.7687e-05 	1.00873 	0.00128964
0.453	-1.53581 	0.000990544 	0.775497 	0.00161738	7.27727 	0.288113 	11.9309 	0.836321	1.00123 	4.68457e-05 	1.00753 	0.000480337
0.454	-1.54301 	0.0012021 	0.781925 	0.0022331	6.91581 	0.285403 	11.4362 	1.5479	1.00116 	4.59223e-05 	1.00703 	0.000942109
0.455	-1.5505 	0.000706579 	0.790206 	0.00134674	6.7638 	0.274487 	8.80198 	1.40065	1.00112 	4.64866e-05 	1.00535 	0.000659057
0.456	-1.55771 	0.000746718 	0.795175 	0.00148281	6.8053 	0.349177 	9.80525 	1.17713	1.00112 	6.05687e-05 	1.00586 	0.000637964
0.457	-1.56289 	0.000973285 	0.799709 	0.00148953	6.43553 	0.284643 	8.7866 	1.35214	1.00105 	4.48775e-05 	1.0052 	0.000753144
0.458	-1.56981 	0.000932572 	0.805939 	0.00109102	6.17416 	0.212638 	6.68964 	0.515234	1.001 	3.54923e-05 	1.004 	0.000315161
0.459	-1.57646 	0.000721163 	0.81188 	0.00100109	6.0467 	0.193596 	5.81768 	0.35588	1.00097 	3.32265e-05 	1.00344 	0.000225183
0.46	-1.58064 	0.000799674 	0.81404 	0.000887253	5.61742 	0.247909 	5.4598 	0.321871	1.0009 	4.24706e-05 	1.00323 	0.000197698
0.461	-1.58879 	0.000649175 	0.82168 	0.000729203	5.77183 	0.230748 	4.95325 	0.345428	1.00091 	3.62777e-05 	1.00287 	0.000225162
0.462	-1.5919 	0.000720942 	0.822952 	0.000795357	5.59439 	0.174665 	4.85885 	0.397242	1.00088 	2.82167e-05 	1.0028 	0.000216068
0.463	-1.59921 	0.000692859 	0.827853 	0.000974297	5.27606 	0.215939 	4.60313 	0.416812	1.00082 	3.53209e-05 	1.00262 	0.000235457
0.464	-1.60379 	0.000718452 	0.83173 	0.000732433	5.40975 	0.226926 	4.20989 	0.334444	1.00084 	3.62086e-05 	1.00238 	0.000199739
0.465	-1.60941 	0.000590706 	0.835127 	0.000624567	5.06593 	0.17213 	4.22501 	0.302362	1.00078 	2.53744e-05 	1.00237 	0.00019228
0.466	-1.61334 	0.000521706 	0.837805 	0.000633368	5.36874 	0.145079 	3.93279 	0.244611	1.00082 	2.20322e-05 	1.0022 	0.000132095
0.467	-1.62008 	0.000908537 	0.842359 	0.00141454	5.0166 	0.263159 	5.25592 	1.93203	1.00076 	3.59517e-05 	1.00269 	0.000926176
0.468	-1.62427 	0.000693337 	0.845147 	0.00072607	4.69456 	0.213114 	3.26338 	0.172055	1.00071 	3.31913e-05 	1.0018 	0.000112593
0.469	-1.62931 	0.000565768 	0.847729 	0.000576282	5.03074 	0.25926 	3.26907 	0.163246	1.00076 	3.83721e-05 	1.00179 	8.38963e-05
0.47	-1.63343 	0.000588366 	0.851214 	0.000613283	4.94535 	0.162811 	3.09226 	0.116242	1.00074 	2.70729e-05 	1.00169 	6.78869e-05
0.471	-1.63885 	0.000600728 	0.854847 	0.000655724	4.8839 	0.195819 	2.86365 	0.20618	1.00073 	2.86609e-05 	1.00154 	0.000110798
0.472	-1.64341 	0.00059051 	0.858371 	0.000376704	4.67075 	0.173097 	2.39175 	0.122289	1.00069 	2.33375e-05 	1.00129 	6.82667e-05
0.473	-1.6482 	0.00073152 	0.860438 	0.000604662	4.6865 	0.207338 	2.47912 	0.101662	1.00069 	3.026e-05 	1.00132 	5.66141e-05
0.474	-1.65254 	0.000634178 	0.862925 	0.000442064	4.432 	0.220847 	2.28814 	0.133273	1.00065 	3.27109e-05 	1.00122 	6.26677e-05
0.475	-1.65734 	0.000569983 	0.865918 	0.000384995	4.25894 	0.147355 	2.10597 	0.116515	1.00062 	2.22802e-05 	1.00111 	6.47639e-05
0.476	-1.66161 	0.000683539 	0.868219 	0.000442607	4.53357 	0.197321 	2.11073 	0.0917249	1.00066 	2.97187e-05 	1.00111 	4.75512e-05
0.477	-1.66592 	0.0006296 	0.871566 	0.000396169	4.08158 	0.181636 	1.7757 	0.0929175	1.00059 	2.56238e-05 	1.00093 	4.49938e-05
0.478	-1.66777 	0.000615516 	0.871742 	0.000433358	4.03386 	0.156948 	1.99247 	0.102448	1.00058 	2.13375e-05 	1.00104 	5.51259e-05
0.479	-1.67313 	0.000488679 	0.874998 	0.000394996	3.88487 	0.142187 	1.59151 	0.0806853	1.00055 	2.31571e-05 	1.00083 	4.38957e-05
0.48	-1.67721 	0.000484674 	0.877108 	0.000354378	4.00225 	0.122572 	1.60761 	0.0576002	1.00057 	1.97128e-05 	1.00083 	2.98723e-05
0.481	-1.68194 	0.000635945 	0.879987 	0.000471091	4.23045 	0.181412 	1.68734 	0.0593582	1.0006 	2.48455e-05 	1.00086 	2.73686e-05
0.482	-1.68514 	0.000679102 	0.881139 	0.000474726	3.88031 	0.156285 	1.62083 	0.156946	1.00055 	2.23336e-05 	1.00083 	8.24555e-05
0.483	-1.68839 	0.000663016 	0.883523 	0.000338389	3.75067 	0.124164 	1.39206 	0.069896	1.00053 	1.91276e-05 	1.00071 	3.59958e-05
0.484	-1.69401 	0.000523386 	0.885957 	0.000252042	3.67198 	0.171572 	1.41675 	0.0784202	1.00051 	2.17709e-05 	1.00072 	3.98088e-05
0.485	-1.69673 	0.000484312 	0.887673 	0.000331493	3.61633 	0.147964 	1.29177 	0.0568655	1.0005 	2.1958e-05 	1.00065 	2.83749e-05
0.486	-1.70172 	0.000599047 	0.890015 	0.000378786	3.45444 	0.16796 	1.17747 	0.0672217	1.00048 	2.46023e-05 	1.00059 	3.89736e-05
0.487	-1.70422 	0.000522373 	0.891481 	0.000366104	3.42853 	0.135582 	1.20983 	0.0655951	1.00047 	1.74562e-05 	1.00061 	3.36747e-05
0.488	-1.7061 	0.00064563 	0.892475 	0.000426324	3.41906 	0.148444 	1.30299 	0.109986	1.00047 	1.99563e-05 	1.00065 	4.87809e-05
0.489	-1.70965 	0.001032 	0.886564 	0.00657213	4.23376 	0.702429 	38.7221 	30.2743	1.00058 	8.69016e-05 	1.00993 	0.00808427
0.49	-1.71533 	0.000569835 	0.897304 	0.000259248	3.34956 	0.127272 	1.05327 	0.0408795	1.00045 	1.68974e-05 	1.00052 	2.31776e-05
0.491	-1.71757 	0.000373571 	0.898231 	0.000230073	3.35222 	0.181812 	1.08342 	0.0670243	1.00045 	2.65664e-05 	1.00053 	3.34137e-05
0.492	-1.72142 	0.000381372 	0.899789 	0.000234652	3.20556 	0.130977 	1.01052 	0.0469295	1.00043 	1.7337e-05 	1.0005 	2.40924e-05
0.493	-1.724 	0.000639612 	0.901197 	0.000350638	3.30854 	0.165666 	0.966183 	0.0588028	1.00044 	2.5156e-05 	1.00047 	2.6713e-05
0.494	-1.72731 	0.000436621 	0.902843 	0.000273212	3.2564 	0.127691 	0.919395 	0.0312985	1.00044 	1.67352e-05 	1.00045 	1.54574e-05
0.495	-1.73013 	0.000608019 	0.904127 	0.000312134	3.03611 	0.125769 	0.889512 	0.0408958	1.00041 	1.71702e-05 	1.00043 	1.77735e-05
0.496	-1.73427 	0.000435844 	0.905956 	0.000231891	3.02582 	0.16908 	0.845064 	0.0395816	1.0004 	2.31584e-05 	1.00041 	2.10942e-05
0.497	-1.73616 	0.000427742 	0.906972 	0.000260798	2.96623 	0.0765181 	0.825201 	0.0238856	1.00039 	1.08225e-05 	1.0004 	1.31397e-05
0.498	-1.73895 	0.000423722 	0.908278 	0.000233336	3.01237 	0.114505 	0.818577 	0.0354764	1.0004 	1.51215e-05 	1.00039 	1.70455e-05
0.499	-1.74282 	0.000632045 	0.910191 	0.000260836	2.96283 	0.111351 	0.795485 	0.0327213	1.00039 	1.4413e-05 	1.00038 	1.55581e-05
0.5	-1.74466 	0.000532102 	0.910935 	0.000257174	2.86097 	0.117288 	0.778049 	0.0335296	1.00038 	1.38434e-05 	1.00037 	1.61891e-05
