# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.485
#energy 	magnetization 	acceptance
-1.6916	0.8912	0.09317
-1.6816	0.8794	0.095001
-1.7	0.8954	0.097704
-1.7092	0.897	0.096494
-1.6972	0.8908	0.095291
-1.6636	0.8712	0.093948
-1.7236	0.9044	0.095794
-1.6792	0.8668	0.094806
-1.694	0.896	0.097648
-1.6984	0.897	0.093537
-1.7132	0.893	0.097292
-1.6876	0.8834	0.094386
-1.7112	0.9028	0.094085
-1.6936	0.893	0.096127
-1.7044	0.893	0.094486
-1.6964	0.8908	0.097685
-1.6468	0.8446	0.100955
-1.7188	0.8816	0.099353
-1.6936	0.8916	0.095738
-1.6928	0.8906	0.095159
-1.6896	0.8866	0.094614
-1.6748	0.8782	0.09463
-1.694	0.8892	0.096661
-1.7004	0.879	0.098995
-1.6892	0.8768	0.094673
-1.716	0.9056	0.09162
-1.6828	0.8736	0.097556
-1.7212	0.905	0.094007
-1.7268	0.9054	0.092428
-1.7184	0.8986	0.094632
-1.7068	0.8882	0.09475
-1.6844	0.8908	0.098039
-1.6812	0.8908	0.093278
-1.6788	0.8834	0.096779
-1.6572	0.862	0.101497
-1.6844	0.8684	0.099572
-1.6628	0.8696	0.099194
-1.698	0.887	0.094907
-1.6872	0.8722	0.095388
-1.678	0.881	0.094226
-1.7168	0.8888	0.097077
-1.7008	0.885	0.093913
-1.6876	0.88	0.096019
-1.7124	0.8948	0.096822
-1.6836	0.8858	0.093027
-1.686	0.8792	0.097505
-1.716	0.9012	0.096424
-1.7112	0.902	0.09332
-1.6904	0.8904	0.097102
-1.7108	0.8988	0.094804
-1.724	0.8994	0.094671
-1.708	0.8928	0.098819
-1.6416	0.864	0.094812
-1.7016	0.8962	0.094621
-1.6608	0.8646	0.09845
-1.6776	0.878	0.096077
-1.6992	0.896	0.09584
-1.682	0.8804	0.092354
-1.6912	0.882	0.093318
-1.6984	0.8912	0.094512
-1.6696	0.8838	0.098057
-1.6836	0.8814	0.091422
-1.7148	0.8976	0.093811
-1.716	0.9016	0.095382
-1.7052	0.8938	0.093775
-1.6808	0.886	0.097397
-1.7068	0.8894	0.096367
-1.6668	0.884	0.096603
-1.6792	0.8846	0.097875
-1.6804	0.8814	0.097124
-1.6664	0.873	0.097402
-1.6848	0.892	0.100999
-1.702	0.8918	0.096603
-1.7052	0.891	0.0969
-1.6768	0.8754	0.097276
-1.6824	0.8774	0.098778
-1.704	0.8856	0.093435
-1.6788	0.8772	0.09612
-1.7036	0.8886	0.094667
-1.722	0.8966	0.093756
-1.6636	0.869	0.096582
-1.6984	0.8906	0.098672
-1.6904	0.8932	0.095143
-1.682	0.8778	0.095891
-1.7212	0.9006	0.095192
-1.7248	0.9018	0.096476
-1.7056	0.898	0.091575
-1.6848	0.8744	0.093024
-1.6924	0.8954	0.098681
-1.7316	0.91	0.091245
-1.72	0.9028	0.096028
-1.7032	0.899	0.094297
-1.7284	0.9066	0.093808
-1.7048	0.8948	0.091913
-1.68	0.8734	0.096371
-1.668	0.873	0.093862
-1.6996	0.8878	0.097808
-1.7124	0.8982	0.0967
-1.6876	0.8918	0.095072
-1.7148	0.8996	0.096889
-1.684	0.8834	0.096583
-1.6928	0.8858	0.093656
-1.6776	0.881	0.098248
-1.6836	0.8852	0.098117
-1.7196	0.8918	0.095247
-1.6944	0.8944	0.093597
-1.7008	0.8856	0.092498
-1.6836	0.8794	0.094373
-1.7028	0.8898	0.098448
-1.7144	0.9058	0.093536
-1.6812	0.8756	0.094077
-1.6948	0.8918	0.097935
-1.7228	0.9028	0.095921
-1.7068	0.8972	0.09459
-1.728	0.901	0.094589
-1.6812	0.882	0.094761
-1.716	0.8976	0.096992
-1.6968	0.8866	0.097149
-1.7	0.8932	0.096369
-1.718	0.8994	0.096527
-1.7112	0.897	0.096954
-1.714	0.897	0.095422
-1.6904	0.887	0.10004
-1.6812	0.8752	0.092791
-1.6752	0.8752	0.095218
-1.718	0.904	0.09656
-1.6848	0.8848	0.099236
-1.7092	0.8956	0.092916
-1.7072	0.8982	0.098717
-1.7188	0.892	0.091277
-1.6956	0.8914	0.095357
-1.6924	0.882	0.095019
-1.706	0.8968	0.09838
-1.7012	0.8914	0.093263
-1.6916	0.8836	0.094905
-1.6896	0.8836	0.097332
-1.7424	0.916	0.09709
-1.6628	0.8734	0.094655
-1.7452	0.9132	0.095313
-1.7124	0.896	0.091782
-1.7312	0.9104	0.092362
-1.6696	0.8704	0.096334
-1.672	0.8758	0.096947
-1.6668	0.867	0.101862
-1.7096	0.8948	0.094617
-1.7132	0.8982	0.093287
-1.64	0.8498	0.101894
-1.7292	0.8982	0.09889
-1.6964	0.8916	0.097091
-1.7184	0.9018	0.095195
-1.71	0.8848	0.095575
-1.6924	0.8918	0.098367
-1.7076	0.8874	0.097032
-1.7064	0.8916	0.095637
-1.7064	0.895	0.094581
-1.7028	0.8914	0.094144
-1.7056	0.8854	0.096832
