# nm = 1024 nc = 100 len = 100 extf = 0 beta = 0.48
#energy 	magnetization 	acceptance
-1.6868	-0.8636	0.104877
-1.6852	-0.8834	0.106007
-1.6636	-0.8734	0.101248
-1.66	-0.8708	0.101849
-1.6724	-0.8824	0.102314
-1.712	-0.8978	0.099415
-1.6996	-0.8878	0.102786
-1.6872	-0.8832	0.102435
-1.7052	-0.8936	0.098434
-1.6596	-0.8654	0.100565
-1.7124	-0.9012	0.102123
-1.698	-0.8822	0.102041
-1.6824	-0.8876	0.100895
-1.6608	-0.8752	0.098188
-1.694	-0.8946	0.099861
-1.6612	-0.8716	0.100229
-1.662	-0.871	0.101375
-1.6832	-0.8786	0.105436
-1.6724	-0.8764	0.102427
-1.6764	-0.8852	0.106512
-1.6632	-0.8774	0.100489
-1.6748	-0.8754	0.104342
-1.67	-0.8728	0.103349
-1.6832	-0.8772	0.102666
-1.7004	-0.8852	0.105182
-1.6704	-0.871	0.101211
-1.6772	-0.8744	0.103403
-1.6848	-0.886	0.102152
-1.6784	-0.8748	0.104084
-1.6632	-0.86	0.105564
-1.6988	-0.8952	0.10187
-1.656	-0.8682	0.103225
-1.736	-0.9094	0.104538
-1.6876	-0.8858	0.097858
-1.6968	-0.8894	0.101724
-1.6528	-0.8724	0.102441
-1.6668	-0.8618	0.104369
-1.6952	-0.894	0.102497
-1.6476	-0.857	0.103347
-1.6368	-0.8356	0.106643
-1.6672	-0.8528	0.112594
-1.7256	-0.8978	0.101075
-1.6736	-0.8802	0.101912
-1.6744	-0.8688	0.104357
-1.6808	-0.8798	0.104513
-1.6632	-0.8582	0.10521
-1.7092	-0.897	0.103268
-1.694	-0.895	0.099872
-1.6752	-0.8814	0.100358
-1.6688	-0.8742	0.101098
-1.6808	-0.8756	0.103741
-1.678	-0.8792	0.104016
-1.69	-0.8896	0.09837
-1.6732	-0.8732	0.099378
-1.6732	-0.8756	0.10064
-1.6648	-0.8738	0.106039
-1.63	-0.8494	0.10373
-1.6712	-0.8772	0.101515
-1.6908	-0.883	0.103841
-1.658	-0.867	0.103152
-1.6508	-0.8572	0.103425
-1.6356	-0.8378	0.106775
-1.6512	-0.8716	0.101519
-1.688	-0.8914	0.101739
-1.6884	-0.886	0.102159
-1.6908	-0.8926	0.103583
-1.6916	-0.883	0.101032
-1.6988	-0.884	0.105017
-1.6896	-0.8732	0.106108
-1.6944	-0.8864	0.102422
-1.6968	-0.8926	0.098021
-1.6564	-0.8634	0.101242
-1.696	-0.8896	0.102987
-1.6648	-0.8714	0.099689
-1.672	-0.8492	0.104293
-1.6624	-0.8758	0.103219
-1.6808	-0.8836	0.104105
-1.6504	-0.8736	0.102726
-1.6692	-0.868	0.100518
-1.678	-0.8848	0.103588
-1.6432	-0.8592	0.106488
-1.6888	-0.8822	0.105471
-1.7	-0.893	0.10275
-1.7248	-0.8922	0.10072
-1.6988	-0.8946	0.098396
-1.7096	-0.8954	0.101902
-1.6692	-0.8506	0.103936
-1.6636	-0.8708	0.100419
-1.6844	-0.8782	0.099471
-1.7028	-0.887	0.104014
-1.6744	-0.874	0.105795
-1.6964	-0.8972	0.104472
-1.6568	-0.8694	0.096703
-1.6788	-0.8884	0.099767
-1.6588	-0.8682	0.100587
-1.666	-0.8784	0.106015
-1.692	-0.888	0.10069
-1.6232	-0.8484	0.102854
-1.696	-0.8898	0.104903
