# nm = 1000 nc = 100 len = 1024 npart = 1 beta = 3
#part 	obs1 	obs2
0	0.0758188	0.00148604
0	0.0789112	0.0014988
0	0.076645	0.00143959
0	0.0766172	0.00132486
0	0.0714827	0.00136898
0	0.0708332	0.00133712
0	0.0673779	0.00145721
0	0.0706117	0.00140875
0	0.0692409	0.00139102
0	0.071948	0.00144858
0	0.0721672	0.00135669
0	0.0674567	0.00149202
0	0.0714856	0.00146953
0	0.0786585	0.00139442
0	0.0841385	0.00149741
0	0.0840924	0.0012815
0	0.0914766	0.00143024
0	0.0875064	0.0014826
0	0.0818093	0.00139778
0	0.0755272	0.00137778
0	0.0822286	0.00140981
0	0.0812618	0.00134439
0	0.0809432	0.00146075
0	0.0752301	0.00146166
0	0.0754034	0.00144035
0	0.0814855	0.00158199
0	0.0786632	0.00150899
0	0.0802219	0.00130267
0	0.0763344	0.0013551
0	0.0803013	0.0015513
0	0.0767362	0.00143407
0	0.0780408	0.00138219
0	0.0692386	0.00153231
0	0.065167	0.00138425
0	0.0678285	0.00155533
0	0.0664964	0.00139022
0	0.0655644	0.00145654
0	0.064988	0.00139542
0	0.0642413	0.00149315
0	0.0644788	0.00134172
0	0.063462	0.00136658
0	0.0594726	0.0014369
0	0.0676702	0.00152278
0	0.066823	0.00145478
0	0.0614419	0.00138548
0	0.0614801	0.00129366
0	0.0598829	0.00130774
0	0.0631687	0.00137955
0	0.0629719	0.0015355
0	0.0677114	0.00147673
0	0.062567	0.00154113
0	0.0638863	0.00138903
0	0.0575433	0.00145167
0	0.0599159	0.00153995
0	0.0519938	0.00148109
0	0.0520421	0.00141172
0	0.0530782	0.00135995
0	0.0556554	0.00144727
0	0.051363	0.00157931
0	0.0504553	0.00152717
0	0.0509587	0.00145866
0	0.0558896	0.00154034
0	0.0573682	0.00136157
0	0.0553151	0.00148974
0	0.0571643	0.00142771
0	0.0531942	0.00145075
0	0.0581451	0.00146534
0	0.0584842	0.00144806
0	0.0590601	0.0015669
0	0.060084	0.00141195
0	0.060224	0.00146194
0	0.0592282	0.00140735
0	0.0609784	0.00160821
0	0.0594697	0.0014558
0	0.0567295	0.00150868
0	0.0557818	0.00150782
0	0.0541673	0.00144095
0	0.0541297	0.00141606
0	0.0532181	0.00150211
0	0.057542	0.00142077
0	0.0598252	0.00143061
0	0.0617052	0.00139929
0	0.0652107	0.00149761
0	0.0671293	0.00132996
0	0.0719596	0.00145025
0	0.0705485	0.00139731
0	0.0661031	0.00139908
0	0.0682591	0.00146172
0	0.074283	0.00137303
0	0.0763668	0.00150218
0	0.0748189	0.00149447
0	0.0722242	0.00147653
0	0.0735214	0.00141927
0	0.0674318	0.00143496
0	0.0697976	0.00143988
0	0.0730615	0.00140943
0	0.0699204	0.00140704
0	0.0715859	0.00150326
0	0.0715958	0.00141573
0	0.0780411	0.00139462
0	0.0824158	0.00148777
0	0.0872449	0.00150965
0	0.0870624	0.00137594
0	0.0891148	0.00151468
0	0.0904251	0.00141766
0	0.0940852	0.00137153
0	0.101892	0.00154059
0	0.108093	0.00148882
0	0.1137	0.00142911
0	0.104893	0.00147648
0	0.11044	0.00143707
0	0.0998729	0.00144066
0	0.0986582	0.0013841
0	0.0994675	0.0014269
0	0.100617	0.00151738
0	0.100154	0.00154713
0	0.0931702	0.00145756
0	0.08929	0.00141909
0	0.0958974	0.0014157
0	0.0991311	0.00147837
0	0.0991544	0.00147403
0	0.101328	0.00145628
0	0.0944484	0.00139634
0	0.0955737	0.00143489
0	0.099044	0.00156801
0	0.0997846	0.00154903
0	0.0982904	0.00146764
0	0.0978681	0.00149871
0	0.0972738	0.00154066
0	0.102558	0.00141711
0	0.105117	0.00137049
0	0.0976306	0.0014526
0	0.0982655	0.00144954
0	0.0910694	0.00139969
0	0.0881941	0.00145489
0	0.0875999	0.00143792
0	0.0831341	0.00152721
0	0.0792857	0.00149396
0	0.0826704	0.00146559
0	0.0784167	0.00150956
0	0.0794637	0.0014748
0	0.0865062	0.00144085
0	0.0884705	0.00143992
0	0.0928237	0.00136492
0	0.0852773	0.00150585
0	0.0907919	0.00149756
0	0.0879715	0.00149935
0	0.0905984	0.00152011
0	0.0855204	0.00137061
0	0.0842904	0.00147131
0	0.0898697	0.001522
0	0.0902735	0.00161723
0	0.0932498	0.00149971
0	0.0906664	0.00148095
0	0.090788	0.00143477
0	0.0895066	0.0013903
0	0.0900387	0.00145559
0	0.0920114	0.00160444
0	0.100726	0.00149914
0	0.0978742	0.0014558
0	0.105527	0.00159035
0	0.110401	0.00150782
0	0.111455	0.00141876
0	0.108728	0.00149443
0	0.10723	0.00157738
0	0.105707	0.00144439
0	0.0988356	0.00156615
0	0.102859	0.00153479
0	0.0948924	0.00147396
0	0.0988773	0.00144585
0	0.0988503	0.00144154
0	0.104513	0.00154895
0	0.108446	0.00141314
0	0.113442	0.00147961
0	0.110715	0.00141142
0	0.118951	0.00152299
0	0.120105	0.00143082
0	0.123015	0.00142228
0	0.124869	0.00147375
0	0.126663	0.00149148
0	0.127672	0.0015632
0	0.127426	0.00147258
0	0.128838	0.00158394
0	0.124619	0.00158398
0	0.128006	0.00141837
0	0.131766	0.00157612
0	0.125518	0.00134529
0	0.125781	0.00142118
0	0.139415	0.00139526
0	0.133199	0.00138761
0	0.135673	0.00141461
0	0.126479	0.00137199
0	0.126154	0.00153204
0	0.128093	0.0015122
0	0.132094	0.00143943
0	0.13026	0.00157207
0	0.125271	0.00138113
0	0.122455	0.00148168
0	0.121225	0.00144098
0	0.136649	0.00143643
0	0.13898	0.00142354
0	0.137599	0.00150725
0	0.138015	0.00143782
0	0.141104	0.00155897
0	0.138167	0.00139201
0	0.129103	0.00144812
0	0.128176	0.00151783
0	0.129039	0.00150513
0	0.135777	0.00142448
0	0.137993	0.00154702
0	0.140886	0.00136686
0	0.155795	0.00146513
0	0.159085	0.0014447
0	0.151811	0.00137679
0	0.149399	0.00138432
0	0.151787	0.00139031
0	0.14734	0.00149891
0	0.149013	0.00151775
0	0.149011	0.001503
0	0.141333	0.00150767
0	0.143592	0.00149982
0	0.142418	0.00137535
0	0.146545	0.001509
0	0.140641	0.00161599
0	0.141475	0.00139538
0	0.143287	0.00151632
0	0.140505	0.00144692
0	0.141422	0.00151107
0	0.142464	0.00138296
0	0.144008	0.00153666
0	0.144476	0.0015388
0	0.148499	0.00142885
0	0.143647	0.00147944
0	0.137525	0.00152748
0	0.13575	0.00142074
0	0.134431	0.00146844
0	0.134333	0.00150874
0	0.124255	0.00133762
0	0.12568	0.00149391
0	0.128079	0.00161831
0	0.122124	0.00140534
0	0.118124	0.00130424
0	0.117374	0.00138558
0	0.124925	0.00142934
0	0.125474	0.00153056
0	0.123425	0.00144694
0	0.119295	0.00152583
0	0.126326	0.00147414
0	0.12226	0.00149367
0	0.126054	0.00149227
0	0.135618	0.00145679
0	0.141779	0.00151794
0	0.144293	0.00150896
0	0.135689	0.0013966
0	0.142262	0.00148705
0	0.142812	0.00153179
0	0.141804	0.00149735
0	0.13514	0.00135218
0	0.142771	0.00141061
0	0.143923	0.00150946
0	0.139401	0.00144413
0	0.142289	0.00154961
0	0.129628	0.00154602
0	0.12853	0.00142964
0	0.114976	0.00157792
0	0.114113	0.00150548
0	0.113032	0.00151571
0	0.110478	0.00166216
0	0.109717	0.00150707
0	0.103688	0.0014286
0	0.0997064	0.00145388
0	0.0984603	0.00147549
0	0.0994708	0.00148323
0	0.0995258	0.00154877
0	0.091839	0.00146827
0	0.0952722	0.00155868
0	0.0973058	0.0014784
0	0.0997814	0.00139897
0	0.0993786	0.00150047
0	0.0964076	0.00144098
0	0.0980723	0.00146536
0	0.0951384	0.00154397
0	0.10327	0.00149846
0	0.10516	0.00151984
0	0.109464	0.00151367
0	0.109334	0.00147076
0	0.108612	0.00144344
0	0.105246	0.0013917
0	0.100519	0.00156147
0	0.0971724	0.00141155
0	0.0947234	0.00148302
0	0.087121	0.00131962
0	0.0940306	0.00148023
0	0.0957774	0.00146996
0	0.089544	0.00155981
0	0.0861703	0.00139561
0	0.0945961	0.00150125
0	0.0866842	0.00155325
0	0.0828537	0.00137886
0	0.0804649	0.0014039
0	0.081114	0.00140796
0	0.0804252	0.00142187
0	0.0841765	0.00151667
0	0.0818954	0.00153419
0	0.0801354	0.00144404
0	0.0768533	0.00151825
0	0.0736919	0.00153109
0	0.0712987	0.00139206
0	0.0710966	0.00149939
0	0.0727885	0.00150572
0	0.0714016	0.00129034
0	0.0704977	0.00146693
0	0.0696107	0.00136022
0	0.0682247	0.00141074
0	0.0700601	0.00152334
0	0.0677735	0.00141907
0	0.0705802	0.00151829
0	0.0665535	0.00148969
0	0.064302	0.00141523
0	0.0607139	0.00139944
0	0.0622531	0.00151322
0	0.0588863	0.00144577
0	0.0616185	0.0014151
0	0.0585978	0.00141703
0	0.061602	0.00154167
0	0.0639582	0.00155188
0	0.0637797	0.00153903
0	0.0636675	0.00137818
0	0.0622844	0.00146463
0	0.0642098	0.00157259
0	0.068601	0.00140385
0	0.0660615	0.00151049
0	0.0609367	0.00137656
0	0.062193	0.00143253
0	0.0693731	0.00157755
0	0.0655133	0.00152482
0	0.0674133	0.00150828
0	0.0592672	0.00139313
0	0.0567471	0.00155475
0	0.0506572	0.00141678
0	0.0518856	0.00149258
0	0.0500005	0.00130861
0	0.0498879	0.00144707
