# nm = 8192 nc = 100 len = 30 extf = 0 beta = 0.448
#energy 	magnetization 	acceptance
-1.40889	0.737778	0.166978
-1.55556	0.846667	0.162611
-1.49778	0.775556	0.1876
-1.41778	0.586667	0.205433
-1.64889	0.855556	0.171989
-1.45778	0.751111	0.169256
-1.54667	0.8	0.153911
-1.48	0.748889	0.175411
-1.61778	0.871111	0.153811
-1.39556	0.677778	0.144878
-1.43111	0.757778	0.1694
-1.52889	0.757778	0.192667
-1.51111	0.742222	0.171878
-1.54667	0.733333	0.191578
-1.48	0.748889	0.150544
-1.44	0.668889	0.160378
-1.48444	0.717778	0.169533
-1.57778	0.806667	0.164644
-1.52889	0.802222	0.1802
-1.49778	0.815556	0.155378
-1.48889	0.735556	0.164778
-1.41333	0.695556	0.180422
-1.42667	0.671111	0.185811
-1.52444	0.788889	0.200367
-1.53333	0.675556	0.174856
-1.31111	0.535556	0.220878
-1.31111	0.431111	0.2215
-1.35111	0.48	0.201711
-1.58222	0.751111	0.189578
-1.52	0.78	0.160411
-1.63556	0.853333	0.161433
-1.31556	0.546667	0.157244
-1.44889	0.731111	0.170744
-1.48444	0.728889	0.1591
-1.43111	0.464444	0.201211
-1.29778	0.411111	0.217644
-1.49778	0.693333	0.1899
-1.60889	0.871111	0.172067
-1.60889	0.848889	0.140044
-1.29778	0.273333	0.188478
-1.45333	0.773333	0.208344
-1.56	0.848889	0.174
-1.54222	0.797778	0.1537
-1.52444	0.757778	0.159844
-1.55556	0.788889	0.154822
-1.55111	0.775556	0.172578
-1.41778	0.708889	0.157956
-1.42222	0.717778	0.180244
-1.56889	0.76	0.172811
-1.59556	0.88	0.153911
-1.53778	0.817778	0.1484
-1.44889	0.762222	0.186056
-1.61778	0.857778	0.154811
-1.53778	0.804444	0.155356
-1.46222	0.78	0.153056
-1.40444	0.72	0.151811
-1.57333	0.828889	0.176856
-1.46667	0.786667	0.1585
-1.53778	0.815556	0.165433
-1.73778	0.911111	0.138744
-1.41778	0.666667	0.177578
-1.53778	0.753333	0.170411
-1.56	0.835556	0.1663
-1.59556	0.822222	0.166889
-1.50667	0.786667	0.144978
-1.47111	0.646667	0.157678
-1.64	0.884444	0.165411
-1.46222	0.748889	0.188367
-1.50222	0.751111	0.174989
-1.34222	0.651111	0.197011
-1.41778	0.635556	0.171278
-1.38667	0.708889	0.178389
-1.41333	0.722222	0.167956
-1.43556	0.702222	0.179722
-1.55556	0.831111	0.148022
-1.48889	0.655556	0.173367
-1.56444	0.788889	0.158978
-1.45778	0.795556	0.149722
-1.58667	0.84	0.145378
-1.65778	0.871111	0.150511
-1.45778	0.715556	0.1636
-1.68444	0.904444	0.162656
-1.55556	0.748889	0.169067
-1.52444	0.793333	0.166133
-1.50222	0.822222	0.152989
-1.38667	0.682222	0.146211
-1.52889	0.728889	0.169256
-1.45778	0.742222	0.171556
-1.66222	0.868889	0.159522
-1.49333	0.815556	0.142778
-1.45778	0.791111	0.150678
-1.52444	0.651111	0.178189
-1.51111	0.808889	0.1581
-1.54222	0.704444	0.177744
-1.58222	0.855556	0.161178
-1.63556	0.866667	0.183456
-1.43111	0.74	0.150167
-1.65778	0.873333	0.172111
-1.37778	0.7	0.144667
-1.48889	0.664444	0.1554
-1.30667	0.462222	0.192033
-1.32	0.504444	0.202256
-1.61333	0.808889	0.1799
-1.53333	0.837778	0.166411
-1.59556	0.848889	0.168789
-1.52	0.822222	0.147733
-1.54222	0.802222	0.158078
-1.54667	0.828889	0.149933
-1.48	0.771111	0.165133
-1.53778	0.831111	0.171478
-1.44444	0.753333	0.162211
-1.47556	0.788889	0.172222
-1.47556	0.777778	0.153789
-1.49778	0.795556	0.156711
-1.45778	0.764444	0.153467
-1.40889	0.786667	0.164467
-1.42222	0.624444	0.1705
-1.41778	0.633333	0.191044
-1.68889	0.886667	0.163444
-1.52444	0.822222	0.146344
-1.51111	0.775556	0.151744
-1.6	0.857778	0.167411
-1.55111	0.802222	0.151656
-1.50667	0.773333	0.164233
-1.40889	0.653333	0.186289
-1.48	0.533333	0.202622
-1.40889	0.608889	0.196356
-1.4	0.724444	0.161911
-1.54222	0.711111	0.197689
-1.32444	0.415556	0.199611
-1.41333	0.386667	0.218011
-1.51556	0.691111	0.206656
-1.58667	0.82	0.157089
-1.54667	0.842222	0.153844
-1.63111	0.86	0.146156
-1.52889	0.822222	0.1597
-1.67111	0.868889	0.146522
-1.48	0.755556	0.152722
-1.59111	0.802222	0.158811
-1.41778	0.691111	0.179022
-1.53333	0.831111	0.164878
-1.55111	0.837778	0.1415
-1.40444	0.706667	0.159078
-1.35556	0.722222	0.151211
-1.56	0.76	0.170789
-1.45778	0.735556	0.175478
-1.73778	0.884444	0.174411
-1.49333	0.786667	0.145267
-1.44	0.735556	0.158478
-1.48	0.666667	0.218322
-1.47556	0.817778	0.186467
-1.45333	0.728889	0.153911
-1.62222	0.808889	0.174778
-1.43556	0.455556	0.189856
-1.51556	0.811111	0.199356
-1.46667	0.768889	0.141189
-1.43556	0.624444	0.185611
-1.58222	0.817778	0.183833
-1.59111	0.84	0.149689
-1.40889	0.733333	0.163356
-1.50667	0.693333	0.162311
