#x 	<E> 	error 	<M> 	error 	d<E>/dT 	error 	d<M>/dh 	error 	B(E) 	error 	B(M) 	derror
0.3	-0.703991 	0.000458904 	0.000480859 	0.00090062	2.98996 	0.120807 	7.40671 	0.338797	1.00241 	9.38834e-05 	2.76961 	0.130901
0.325	-0.787377 	0.000457135 	-0.000564453 	0.0010071	3.61835 	0.183342 	9.97726 	0.456892	1.00234 	0.000118257 	2.92931 	0.111924
0.35	-0.880403 	0.000522021 	0.000468945 	0.00118126	4.09176 	0.178775 	16.8349 	0.774252	1.00211 	8.79228e-05 	2.95299 	0.17269
0.375	-0.984641 	0.000643308 	0.00166113 	0.00150189	4.52908 	0.167964 	26.9621 	1.4548	1.00187 	6.17915e-05 	3.00908 	0.0948049
0.4	-1.10613 	0.000794408 	-0.00125254 	0.00388564	5.54175 	0.243104 	61.7071 	2.83279	1.00181 	8.55502e-05 	3.07963 	0.187225
0.425	-1.25943 	0.000790033 	-0.0250527 	0.0189562	7.52868 	0.422729 	258.487 	23.8461	1.0019 	0.000112772 	2.66498 	0.14559
0.45	-1.5126 	0.00127287 	-0.747834 	0.0034324	7.95358 	0.47874 	20.6062 	3.24665	1.00139 	7.80402e-05 	1.01367 	0.00202684
0.475	-1.6583 	0.00059607 	0.866604 	0.000446118	4.40939 	0.194308 	2.08071 	0.0862239	1.00064 	2.56505e-05 	1.0011 	4.53153e-05
0.5	-1.74498 	0.000611816 	-0.910974 	0.000341596	3.06279 	0.153862 	0.877418 	0.0529117	1.0004 	2.08643e-05 	1.00042 	2.30131e-05
