# nm = 1000 nc = 10 len = 200 npart = 2 beta = 0.3
#part 	obs1 	obs2
0	38.4535	72.3763
1	28.9436	53.0291
0	38.8252	72.4582
1	28.4269	53.0585
0	38.8457	72.3973
1	27.768	53.0206
0	38.4488	72.5655
1	28.1034	53.0565
0	38.5601	72.46
1	28.1215	53.0061
0	38.4113	72.3028
1	28.498	52.985
0	38.6844	72.3789
1	28.338	52.9756
0	38.9572	72.3589
1	29.2376	53.0296
0	38.8504	72.4092
1	29.013	53.009
0	38.9792	72.4911
1	28.1537	52.8984
0	39.2657	72.3825
1	27.7505	52.9871
0	39.7769	72.3974
1	28.6475	53.0811
0	39.6403	72.4019
1	29.1142	52.9714
0	39.9511	72.4533
1	29.4824	52.9764
0	39.8853	72.3852
1	29.8523	53.013
0	39.9976	72.4305
1	30.6437	53.1131
0	40.6901	72.3497
1	31.004	53.109
0	41.5871	72.4321
1	30.2827	53.0448
0	42.3143	72.5448
1	31.0322	52.9865
0	42.533	72.4838
1	30.9473	53.0841
0	42.9572	72.4263
1	31.2086	52.997
0	41.7768	72.4427
1	31.0775	53.0094
0	41.4945	72.4536
1	30.2212	53.0784
0	41.282	72.3434
1	30.9357	53.1557
0	42.7621	72.4726
1	31.3323	53.0027
0	42.599	72.4874
1	32.4296	52.9956
0	41.1883	72.4132
1	32.079	52.9273
0	40.7078	72.5308
1	31.3155	53.018
0	40.2841	72.3443
1	31.1199	53.0993
0	40.6113	72.5285
1	31.0914	52.9664
0	40.7023	72.3321
1	30.5135	53.0169
0	39.9669	72.3483
1	30.5509	53.0031
0	40.3529	72.3073
1	30.9561	52.9294
0	40.3579	72.2491
1	30.1886	53.0636
0	40.1077	72.3892
1	29.6266	52.9948
0	39.9859	72.3555
1	29.562	52.878
0	39.9828	72.3845
1	29.1479	52.9739
0	39.8333	72.4346
1	30.4681	53.1155
0	40.3608	72.4131
1	30.1441	53.0716
0	40.7018	72.4151
1	29.5155	52.9787
0	40.4818	72.4403
1	29.2753	53.1148
0	40.9745	72.3966
1	29.0313	53.0556
0	41.4097	72.4418
1	29.3799	53.0482
0	41.6675	72.3371
1	30.1921	53.077
0	41.0963	72.3889
1	29.7958	53.0835
0	41.3719	72.3012
1	29.9757	53.0536
0	40.6544	72.3453
1	30.7532	53.0194
0	41.2941	72.3552
1	30.9082	52.9309
0	41.6229	72.3389
1	31.9665	53.0095
0	41.3381	72.2895
1	32.7894	53.0238
0	41.6347	72.3765
1	33.7717	53.0158
0	40.7733	72.3501
1	33.5342	53.0689
0	39.8622	72.4064
1	33.3992	53.07
0	40.3153	72.3302
1	32.7201	53.0179
0	39.8964	72.3826
1	32.5311	52.9131
0	40.1983	72.3625
1	33.1035	53.0449
0	40.9462	72.291
1	33.3334	52.9497
0	41.2951	72.3597
1	33.8564	53.177
0	41.5222	72.3816
1	34.3461	53.0891
0	41.6353	72.482
1	34.5912	53.1067
0	42.1702	72.4285
1	33.7484	53.1436
0	42.0558	72.2993
1	33.0135	53.2225
0	42.7084	72.4224
1	31.9302	53.0367
0	42.9857	72.3018
1	32.3272	52.9645
0	43.505	72.3703
1	32.1852	53.1717
0	44.0475	72.3331
1	32.0782	53.1331
0	44.0612	72.3922
1	31.5086	53.0107
0	44.6782	72.3874
1	30.8268	52.9906
0	44.8692	72.3942
1	31.5495	52.8583
0	44.8378	72.4789
1	32.1421	53.0536
0	44.1485	72.46
1	32.4868	53.0044
0	43.6415	72.2763
1	33.1903	53.0894
0	43.5932	72.4018
1	34.765	53.1001
0	43.3675	72.4187
1	34.8958	53.1642
0	43.5408	72.567
1	35.0432	53.0641
0	42.4005	72.5022
1	35.662	53.2159
0	43.7596	72.4624
1	35.7088	53.1984
0	43.8568	72.4365
1	35.1615	53.093
0	44.5126	72.5629
1	34.7374	52.9638
0	43.7837	72.3937
1	34.9815	53.085
0	43.0777	72.3726
1	34.3681	53.0809
0	43.4056	72.4197
1	34.0486	53.0951
0	43.1731	72.4134
1	34.3633	53.151
0	43.9061	72.5182
1	33.6896	53.1146
0	43.2211	72.4534
1	34.3277	53.1063
0	43.7285	72.4594
1	34.874	53.1115
0	42.9751	72.4025
1	33.3244	53.0403
0	42.9006	72.3788
1	34.5331	53.043
0	42.5157	72.4226
1	35.325	53.1118
0	42.6458	72.4921
1	36.7211	53.0394
0	44.3035	72.4005
1	36.5926	53.2572
0	45.3324	72.4792
1	35.0163	53.0959
0	46.1957	72.3521
1	34.0123	53.0135
0	45.2132	72.3814
1	35.2845	52.929
0	46.006	72.3702
1	35.0096	52.9554
0	46.6737	72.393
1	35.0763	53.0532
0	45.9368	72.3712
1	36.8229	53.1644
0	45.3298	72.4089
1	36.267	53.097
0	44.3575	72.3582
1	35.683	52.9833
0	42.758	72.3488
1	35.3819	53.061
0	42.753	72.3156
1	36.0348	53.1686
0	42.0222	72.3103
1	35.3966	53.1062
0	42.0487	72.388
1	36.7941	53.0451
0	44.0225	72.3592
1	35.9093	52.9914
0	42.8339	72.3369
1	36.3644	53.0614
0	43.4015	72.3233
1	37.266	53.0459
0	43.2498	72.4783
1	37.8642	52.896
0	44.187	72.4449
1	37.3516	52.9646
0	43.7683	72.4753
1	36.5794	53.0592
0	43.5379	72.4706
1	36.4398	53.0687
0	44.0853	72.4244
1	35.8925	52.9142
0	45.3395	72.3581
1	37.0504	52.9957
0	45.8928	72.4496
1	37.2068	52.9156
0	45.9908	72.3941
1	37.1406	53.0048
0	46.6778	72.4132
1	36.5602	52.9496
0	45.7562	72.4646
1	35.6448	52.9071
0	46.4128	72.3661
1	35.0511	52.8916
0	46.8586	72.3194
1	36.2318	53.0339
0	46.4823	72.4898
1	36.7947	52.9817
0	46.1976	72.4137
1	35.51	53.0471
0	47.0625	72.3706
1	36.2725	53.0034
0	47.1632	72.3102
1	37.0111	53.0429
0	45.2912	72.3526
1	38.0597	53.0401
0	44.1527	72.4635
1	38.2467	53.0706
0	45.8534	72.3603
1	35.9156	53.0403
0	46.2824	72.3962
1	36.7733	53.0767
0	44.7335	72.4429
1	38.9021	53.0125
0	43.8743	72.3935
1	39.4769	53.1093
0	44.6969	72.3934
1	41.1497	52.9421
0	43.6436	72.3882
1	41.4561	53.044
0	43.5051	72.2762
1	41.9519	53.0037
0	44.3092	72.3294
1	40.8574	53.0389
0	43.8056	72.2882
1	41.4567	53.0541
0	43.6817	72.3514
1	41.6537	53.0885
0	43.2463	72.3984
1	42.0503	53.0908
0	43.801	72.3695
1	43.3794	53.0672
0	43.6049	72.3041
1	42.9026	53.0184
0	43.2699	72.504
1	44.1785	53.0259
0	42.7488	72.4846
1	44.2113	53.0457
0	42.4738	72.4803
1	43.7745	53.086
0	43.3095	72.4858
1	43.6945	52.9837
0	43.5936	72.4862
1	41.5027	53.1226
0	43.4451	72.4006
1	41.0533	53.0954
0	43.3778	72.3147
1	40.2562	53.0686
0	43.9476	72.5123
1	40.0837	53.1039
0	44.855	72.4525
1	38.5528	53.1203
0	45.0402	72.3679
1	39.7003	53.1398
0	44.7082	72.445
1	39.8398	53.0784
0	45.4029	72.4315
1	41.4346	53.0266
0	45.2432	72.6595
1	40.7175	53.0721
0	44.2705	72.4572
1	41.0784	52.9681
0	42.8315	72.4053
1	41.3818	52.988
0	43.3163	72.4048
1	42.8042	53.0837
0	42.8435	72.345
1	42.3208	52.9909
0	43.8247	72.4185
1	42.0374	52.9901
0	43.0726	72.3273
1	41.0082	52.9787
0	43.0848	72.3556
1	39.776	52.9892
0	43.16	72.4637
1	39.3314	53.1045
0	43.3671	72.3637
1	40.1776	53.0275
0	43.5202	72.5369
1	41.0496	53.073
0	44.6976	72.3785
1	40.6969	52.9689
0	43.2771	72.2848
1	40.5119	52.9903
0	42.5542	72.3699
1	39.5524	53.0212
0	43.4724	72.3973
1	40.0024	53.0227
0	44.4942	72.4115
1	41.5284	53.0108
0	45.5604	72.4397
1	42.1833	53.0407
0	46.0113	72.3843
1	42.9165	53.0566
0	45.6545	72.3964
1	41.3615	53.0635
0	46.5232	72.3951
1	41.5998	53.097
0	47.0128	72.5007
1	42.1247	53.1114
0	45.7345	72.3169
1	43.6377	53.0518
0	45.5128	72.4003
1	43.0183	53.0339
