#part 	tau 	tpccorr
0	37	0.0102654
0	38	0.0079511
0	39	0.00208873
0	40	-0.00207282
0	41	-0.00648538
0	42	-0.00629551
0	43	-0.00646119
0	44	-0.00644781
0	45	-0.00550562
0	46	-0.00330089
0	47	-0.00158533
0	48	-0.00137742
0	49	-0.00219545
0	50	-0.00406328
0	51	-0.00501908
0	52	-0.00353713
0	53	-0.00406519
0	54	-0.00259271
0	55	-0.00268339
0	56	-0.00368892
0	57	-0.00407669
0	58	-0.00406107
0	59	-0.00257871
0	60	-0.000108478
0	61	0.00318877
0	62	0.00520091
0	63	0.00763253
0	0	0.0962266
0	1	0.0825483
0	2	0.0685632
0	3	0.0559594
0	4	0.0439691
0	5	0.0318391
0	6	0.0230101
0	7	0.0168544
0	8	0.00849238
0	9	0.000972607
0	10	-0.00374461
0	11	-0.00447827
0	12	-0.00748382
0	13	-0.00670325
0	14	-0.00670121
0	15	-0.00821084
0	16	-0.00834204
0	17	-0.00841277
0	18	-0.0115378
0	19	-0.0110796
0	20	-0.00726689
0	21	-0.00440864
0	22	-0.00218094
0	23	0.000964643
0	24	0.00447597
0	25	0.00309734
0	26	0.00420812
0	27	0.00551216
0	28	0.00664731
0	29	0.00416652
0	30	0.00308947
0	31	0.00273788
0	32	-0.000225245
0	33	0.000957172
0	34	0.00252516
0	35	0.00358076
0	36	0.00180399
0	37	0.00180406
0	38	-0.000452767
0	39	-0.00673999
0	40	-0.0125728
0	41	-0.0160375
0	42	-0.020486
0	43	-0.0238906
0	44	-0.0252023
0	45	-0.0230671
0	46	-0.0227435
0	47	-0.0210553
0	48	-0.0177762
0	49	-0.0150478
0	50	-0.0120029
0	51	-0.009759
0	52	-0.0070097
0	53	-0.00746769
0	54	-0.00638157
0	55	-0.00643701
0	56	-0.00659927
0	57	-0.00773095
0	58	-0.00682983
0	59	-0.00807735
0	60	-0.0110816
0	61	-0.0109609
0	62	-0.0106778
0	63	-0.012368
0	0	0.0952714
0	1	0.0830529
0	2	0.0688855
0	3	0.0552423
0	4	0.0423799
0	5	0.0327945
0	6	0.0272921
0	7	0.0236953
0	8	0.0214894
0	9	0.0179171
0	10	0.0187476
0	11	0.020167
0	12	0.0218194
0	13	0.0233901
0	14	0.0229343
0	15	0.018457
0	16	0.0125871
0	17	0.00600063
0	18	0.00158058
0	19	-0.000462758
0	20	0.00118155
0	21	0.00636822
0	22	0.00720183
0	23	0.00587404
0	24	0.00316258
0	25	0.000758736
0	26	-0.00125155
0	27	-0.00123139
0	28	-0.000163314
0	29	-0.000380984
0	30	-0.00270085
0	31	-0.00824015
0	32	-0.00862686
0	33	-0.00576716
0	34	-0.00666072
0	35	-0.0075265
0	36	-0.00890819
0	37	-0.012544
0	38	-0.0162168
0	39	-0.0196098
0	40	-0.0194348
0	41	-0.0176614
0	42	-0.0160559
0	43	-0.0133332
0	44	-0.0112253
0	45	-0.016097
0	46	-0.0208019
0	47	-0.0263644
0	48	-0.0311722
0	49	-0.0346248
0	50	-0.0372002
0	51	-0.037636
0	52	-0.0400403
0	53	-0.0386297
0	54	-0.0302408
0	55	-0.0220367
0	56	-0.0130862
0	57	-0.00606755
0	58	-0.00216591
0	59	-0.00203554
0	60	-0.00598226
0	61	-0.0100145
0	62	-0.0132312
0	63	-0.0160003
0	0	0.135465
0	1	0.123152
0	2	0.110992
0	3	0.100672
0	4	0.091001
0	5	0.0803437
0	6	0.0701279
0	7	0.0572087
0	8	0.0478902
0	9	0.0421068
0	10	0.0341609
0	11	0.026857
0	12	0.0260298
0	13	0.023388
0	14	0.0221314
0	15	0.0221765
0	16	0.0244951
0	17	0.0277263
0	18	0.0292044
0	19	0.026294
0	20	0.0198308
0	21	0.0131667
0	22	0.00590256
0	23	-0.00173879
0	24	-0.00756344
0	25	-0.011897
0	26	-0.0130972
0	27	-0.0176307
0	28	-0.0194856
0	29	-0.0193355
0	30	-0.0171222
0	31	-0.0142009
0	32	-0.0131969
0	33	-0.0124448
0	34	-0.0125112
0	35	-0.0110748
0	36	-0.0117443
0	37	-0.016359
0	38	-0.0173886
0	39	-0.0211525
0	40	-0.027795
0	41	-0.036467
0	42	-0.0436188
0	43	-0.0483273
0	44	-0.0503322
0	45	-0.0514929
0	46	-0.0548078
0	47	-0.0512534
0	48	-0.0436282
0	49	-0.0385669
0	50	-0.0341419
0	51	-0.0298611
0	52	-0.0252385
0	53	-0.021584
0	54	-0.0199849
0	55	-0.0217495
0	56	-0.0212452
0	57	-0.0176042
0	58	-0.0199381
0	59	-0.0245355
0	60	-0.0309552
0	61	-0.0358239
0	62	-0.0402361
0	63	-0.0434378
0	0	0.127909
0	1	0.117556
0	2	0.109329
0	3	0.101603
0	4	0.0936542
0	5	0.0863312
0	6	0.0775722
0	7	0.0727498
0	8	0.067016
0	9	0.061497
0	10	0.0580466
0	11	0.0549236
0	12	0.0512345
0	13	0.048397
0	14	0.0457957
0	15	0.0435201
0	16	0.0405098
0	17	0.0374901
0	18	0.0331837
0	19	0.028782
0	20	0.0274455
0	21	0.0235548
0	22	0.0182254
0	23	0.0121824
0	24	0.00762942
0	25	0.00329865
0	26	-0.00187885
0	27	-0.00390624
0	28	-0.0032205
0	29	-0.00535191
0	30	-0.00924814
0	31	-0.0128701
0	32	-0.0153703
0	33	-0.0171042
0	34	-0.0203993
0	35	-0.0219927
0	36	-0.025791
0	37	-0.0268933
0	38	-0.0287391
0	39	-0.0320248
0	40	-0.0361046
0	41	-0.0410601
0	42	-0.0452711
0	43	-0.0495853
0	44	-0.0516577
0	45	-0.0532914
0	46	-0.054112
0	47	-0.0555357
0	48	-0.0518897
0	49	-0.0470578
0	50	-0.04458
0	51	-0.0422393
0	52	-0.0425421
0	53	-0.0415063
0	54	-0.0416266
0	55	-0.0418171
0	56	-0.0419918
0	57	-0.0428723
0	58	-0.045031
0	59	-0.0482913
0	60	-0.0505247
0	61	-0.0526524
0	62	-0.0541114
0	63	-0.0567258
0	0	0.101097
0	1	0.091708
0	2	0.0822691
0	3	0.0721068
0	4	0.063112
0	5	0.0558258
0	6	0.0528948
0	7	0.0493651
0	8	0.0460838
0	9	0.0428144
0	10	0.0386885
0	11	0.0350979
0	12	0.0336096
0	13	0.0297678
0	14	0.0245752
0	15	0.0179898
0	16	0.011826
0	17	0.00744725
0	18	0.00261533
0	19	-0.000985882
0	20	-0.00356632
0	21	-0.00557135
0	22	-0.00905938
0	23	-0.0106779
0	24	-0.01066
0	25	-0.010129
0	26	-0.0083795
0	27	-0.00661881
0	28	-0.00286258
0	29	-0.00119341
0	30	-0.00119988
0	31	-0.00176299
0	32	-0.00289331
0	33	-0.00423791
0	34	-0.00430491
0	35	-0.00592243
0	36	-0.00847818
0	37	-0.00941112
0	38	-0.00966979
0	39	-0.00976084
0	40	-0.00808743
0	41	-0.00585106
0	42	-0.00643145
0	43	-0.0100716
0	44	-0.0151505
0	45	-0.0196723
0	46	-0.0244156
0	47	-0.0266306
0	48	-0.0288413
0	49	-0.0302474
0	50	-0.0324645
0	51	-0.0339242
0	52	-0.0354693
0	53	-0.0340839
0	54	-0.0322167
0	55	-0.0310223
0	56	-0.0293816
0	57	-0.0288359
0	58	-0.0291379
0	59	-0.0315748
0	60	-0.0344344
0	61	-0.0393679
0	62	-0.0429271
0	63	-0.0465931
0	0	0.0897665
0	1	0.0787133
0	2	0.0706821
0	3	0.0661381
0	4	0.0589187
0	5	0.0517623
0	6	0.0491669
0	7	0.0444208
0	8	0.0383276
0	9	0.03407
0	10	0.0282191
0	11	0.022579
0	12	0.019901
0	13	0.0169475
0	14	0.0121267
0	15	0.00907058
0	16	0.00644842
0	17	0.00244885
0	18	-0.000275626
0	19	-0.00305146
0	20	-0.00651252
0	21	-0.00623205
0	22	-0.00598609
0	23	-0.00622933
0	24	-0.00658499
0	25	-0.00522629
0	26	-0.00539945
0	27	-0.00170729
0	28	0.00352867
0	29	0.00693781
0	30	0.0100929
0	31	0.0106988
0	32	0.010022
0	33	0.00900056
0	34	0.00983757
0	35	0.00879316
0	36	0.00827318
0	37	0.00933433
0	38	0.00674323
0	39	0.00317986
0	40	0.000797757
0	41	-0.000883729
0	42	-0.00547508
0	43	-0.0046057
0	44	-0.00532156
0	45	-0.00905353
0	46	-0.0107369
0	47	-0.0146805
0	48	-0.0211802
0	49	-0.027516
0	50	-0.0306514
0	51	-0.032374
0	52	-0.0340577
0	53	-0.0368025
0	54	-0.0408889
0	55	-0.0440828
0	56	-0.0471619
0	57	-0.0488283
0	58	-0.0489804
0	59	-0.0457623
0	60	-0.0440853
0	61	-0.0441886
0	62	-0.0426892
0	63	-0.0429424
0	0	0.137793
0	1	0.126276
0	2	0.116817
0	3	0.109534
0	4	0.099298
0	5	0.0878952
0	6	0.0796966
0	7	0.0702575
0	8	0.0610404
0	9	0.0522217
0	10	0.0452679
0	11	0.0378703
0	12	0.0286359
0	13	0.0191913
0	14	0.0146487
0	15	0.0108778
0	16	0.00774034
0	17	0.00477028
0	18	0.0010781
0	19	-0.00121874
0	20	-0.00384353
0	21	-0.00405238
0	22	-0.00332186
0	23	-0.00378789
0	24	-0.00608021
0	25	-0.00263294
0	26	-0.000598896
0	27	0.000342078
0	28	0.00440754
0	29	0.00857303
0	30	0.00980699
0	31	0.0125674
0	32	0.0151821
0	33	0.0157257
0	34	0.0160655
0	35	0.0170285
0	36	0.0154325
0	37	0.0126156
0	38	0.0106995
0	39	0.0071605
0	40	0.00336739
0	41	-0.000739346
0	42	-0.00330576
0	43	-0.00703407
0	44	-0.0107548
0	45	-0.0148863
0	46	-0.0195672
0	47	-0.0272409
0	48	-0.0356805
0	49	-0.0452181
0	50	-0.0531206
0	51	-0.0590043
0	52	-0.0630313
0	53	-0.0678265
0	54	-0.0699439
0	55	-0.0743879
0	56	-0.0764827
0	57	-0.0758423
0	58	-0.0765579
0	59	-0.0763101
0	60	-0.0732607
0	61	-0.0703325
0	62	-0.0682716
0	63	-0.0652106
0	0	0.172918
0	1	0.162005
0	2	0.15294
0	3	0.145664
0	4	0.141125
0	5	0.133919
0	6	0.126278
0	7	0.118577
0	8	0.115181
0	9	0.110253
0	10	0.103651
0	11	0.0995629
0	12	0.0961463
0	13	0.0933926
0	14	0.09049
0	15	0.0876529
0	16	0.0845189
0	17	0.0818758
0	18	0.0766604
0	19	0.0706945
0	20	0.0603407
0	21	0.0522974
0	22	0.0458849
0	23	0.0403327
0	24	0.0341341
0	25	0.0284139
0	26	0.0247118
0	27	0.0244393
0	28	0.0205394
0	29	0.0140192
0	30	0.00922174
0	31	0.00826131
0	32	0.00373906
0	33	-0.00230969
0	34	-0.00841308
0	35	-0.0118879
0	36	-0.0158097
0	37	-0.0235904
0	38	-0.0320707
0	39	-0.0384633
0	40	-0.0442012
0	41	-0.0501668
0	42	-0.0561734
0	43	-0.0615736
0	44	-0.0659503
0	45	-0.0669444
0	46	-0.0707327
0	47	-0.0749957
0	48	-0.0801014
0	49	-0.0869026
0	50	-0.0928298
0	51	-0.101243
0	52	-0.108077
0	53	-0.112784
0	54	-0.115458
0	55	-0.120836
0	56	-0.126264
0	57	-0.131933
0	58	-0.13264
0	59	-0.131794
0	60	-0.131129
0	61	-0.130542
0	62	-0.129265
0	63	-0.126161
0	0	0.2131
0	1	0.201814
0	2	0.191383
0	3	0.181227
0	4	0.170288
0	5	0.16069
0	6	0.15116
0	7	0.144591
0	8	0.142458
0	9	0.136622
0	10	0.133998
0	11	0.129684
0	12	0.123245
0	13	0.118228
0	14	0.111363
0	15	0.104168
0	16	0.100942
0	17	0.0944081
0	18	0.0907477
0	19	0.0875812
0	20	0.0832267
0	21	0.0761742
0	22	0.0663876
0	23	0.0576509
0	24	0.0494862
0	25	0.0405933
0	26	0.0307468
0	27	0.0240368
0	28	0.0172917
0	29	0.0102581
0	30	0.00407108
0	31	-0.00291364
0	32	-0.00908377
0	33	-0.0151447
0	34	-0.0232244
0	35	-0.0303488
0	36	-0.0372721
0	37	-0.0438882
0	38	-0.0484554
0	39	-0.0539102
0	40	-0.0601251
0	41	-0.0636804
0	42	-0.0726103
0	43	-0.0818966
0	44	-0.0914888
0	45	-0.101394
0	46	-0.110916
0	47	-0.119695
0	48	-0.12567
0	49	-0.128195
0	50	-0.131935
0	51	-0.132322
0	52	-0.131698
0	53	-0.134397
0	54	-0.135261
0	55	-0.13254
0	56	-0.131256
0	57	-0.129206
0	58	-0.130502
0	59	-0.130918
0	60	-0.130903
0	61	-0.132824
0	62	-0.133201
0	63	-0.135371
0	0	0.311751
0	1	0.297739
0	2	0.283285
0	3	0.267715
0	4	0.253259
0	5	0.2374
0	6	0.221728
0	7	0.203119
0	8	0.190435
0	9	0.180378
0	10	0.173841
0	11	0.168123
0	12	0.166087
0	13	0.164716
0	14	0.165735
0	15	0.164857
0	16	0.161759
0	17	0.155489
0	18	0.145749
0	19	0.134116
0	20	0.121287
0	21	0.106157
0	22	0.0899652
0	23	0.0714029
0	24	0.0547281
0	25	0.0374881
0	26	0.0178224
0	27	0.00221938
0	28	-0.0119182
0	29	-0.0221087
0	30	-0.027767
0	31	-0.0341655
0	32	-0.038406
0	33	-0.0417464
0	34	-0.0437397
0	35	-0.0476306
0	36	-0.0532014
0	37	-0.0573266
0	38	-0.0620354
0	39	-0.0683008
0	40	-0.076983
0	41	-0.0868105
0	42	-0.0996017
0	43	-0.112055
0	44	-0.124461
0	45	-0.133838
0	46	-0.140792
0	47	-0.147211
0	48	-0.153845
0	49	-0.158842
0	50	-0.165738
0	51	-0.169788
0	52	-0.174647
0	53	-0.177416
0	54	-0.175905
0	55	-0.173672
0	56	-0.176817
0	57	-0.17982
0	58	-0.18749
0	59	-0.189008
0	60	-0.191448
0	61	-0.193682
0	62	-0.196609
0	63	-0.197657
0	0	0.292695
0	1	0.282054
0	2	0.271932
0	3	0.260311
0	4	0.249319
0	5	0.23773
0	6	0.225078
0	7	0.212437
0	8	0.204041
0	9	0.195481
0	10	0.18528
0	11	0.173142
0	12	0.16502
0	13	0.155747
0	14	0.148566
0	15	0.139976
0	16	0.131043
0	17	0.123227
0	18	0.116131
0	19	0.109066
0	20	0.101155
0	21	0.092977
0	22	0.0818107
0	23	0.0685472
0	24	0.0536542
0	25	0.0394405
0	26	0.0233284
0	27	0.00684172
0	28	-0.00791608
0	29	-0.0191304
0	30	-0.0281554
0	31	-0.0372037
0	32	-0.0481846
0	33	-0.0577327
0	34	-0.0649629
0	35	-0.0702963
0	36	-0.0779062
0	37	-0.0834946
0	38	-0.088321
0	39	-0.090672
0	40	-0.0943553
0	41	-0.0999325
0	42	-0.107707
0	43	-0.114097
0	44	-0.118973
0	45	-0.125474
0	46	-0.13219
0	47	-0.138276
0	48	-0.145148
0	49	-0.150221
0	50	-0.154413
0	51	-0.157186
0	52	-0.159697
0	53	-0.159742
0	54	-0.160804
0	55	-0.16043
0	56	-0.159088
0	57	-0.159888
0	58	-0.159138
0	59	-0.159117
0	60	-0.158419
0	61	-0.158007
0	62	-0.157598
0	63	-0.157103
0	0	0.328854
0	1	0.317638
0	2	0.304134
0	3	0.285234
0	4	0.265908
0	5	0.248508
0	6	0.230135
0	7	0.213732
0	8	0.197335
0	9	0.181417
0	10	0.167168
0	11	0.154606
0	12	0.143138
0	13	0.133459
0	14	0.122283
0	15	0.109197
0	16	0.0957118
0	17	0.0839329
0	18	0.075344
0	19	0.067544
0	20	0.0618028
0	21	0.0568108
0	22	0.0524538
0	23	0.0514056
0	24	0.0477732
0	25	0.0408919
0	26	0.0321938
0	27	0.0186086
0	28	0.00586078
0	29	-0.00765038
0	30	-0.0191549
0	31	-0.0268037
0	32	-0.0347557
0	33	-0.040876
0	34	-0.0480736
0	35	-0.0553128
0	36	-0.0611641
0	37	-0.0662261
0	38	-0.0707571
0	39	-0.0802685
0	40	-0.0899258
0	41	-0.100214
0	42	-0.110737
0	43	-0.118916
0	44	-0.127479
0	45	-0.133488
0	46	-0.138121
0	47	-0.139816
0	48	-0.140271
0	49	-0.139258
0	50	-0.140421
0	51	-0.140353
0	52	-0.143279
0	53	-0.147957
0	54	-0.152554
0	55	-0.155584
0	56	-0.154864
0	57	-0.155506
0	58	-0.155859
0	59	-0.156066
0	60	-0.156707
0	61	-0.152845
0	62	-0.149167
0	63	-0.146119
0	0	0.241506
0	1	0.228764
0	2	0.219023
0	3	0.207442
0	4	0.196679
0	5	0.187417
0	6	0.174806
0	7	0.163484
0	8	0.150518
0	9	0.139055
0	10	0.127109
0	11	0.114193
0	12	0.102248
0	13	0.0939968
0	14	0.084306
0	15	0.0752114
0	16	0.0645945
0	17	0.055532
0	18	0.0476286
0	19	0.0412815
0	20	0.0356385
0	21	0.0298913
0	22	0.0220242
0	23	0.0162156
0	24	0.0115709
0	25	0.00894183
0	26	0.00473971
0	27	0.000992087
0	28	-0.00499506
0	29	-0.0144887
0	30	-0.0189283
0	31	-0.0278068
0	32	-0.0332898
0	33	-0.0385754
0	34	-0.0458023
0	35	-0.053561
0	36	-0.0631829
0	37	-0.0731619
0	38	-0.080611
0	39	-0.0872132
0	40	-0.0917775
0	41	-0.0945279
0	42	-0.0975877
0	43	-0.0992017
0	44	-0.100623
0	45	-0.0989631
0	46	-0.0957051
0	47	-0.0932388
0	48	-0.092793
0	49	-0.0933322
0	50	-0.0942515
0	51	-0.0917894
0	52	-0.0898175
0	53	-0.0900947
0	54	-0.0905875
0	55	-0.0883871
0	56	-0.0873864
0	57	-0.0843773
0	58	-0.0824981
0	59	-0.080413
0	60	-0.0773525
0	61	-0.075928
0	62	-0.0746087
0	63	-0.0774077
0	0	0.273552
0	1	0.26224
0	2	0.25103
0	3	0.238892
0	4	0.228601
0	5	0.219585
0	6	0.211764
0	7	0.207212
0	8	0.201794
0	9	0.195792
0	10	0.185464
0	11	0.175663
0	12	0.163478
0	13	0.152159
0	14	0.13834
0	15	0.123379
0	16	0.110332
0	17	0.0958126
0	18	0.0821757
0	19	0.0695487
0	20	0.0598005
0	21	0.0504773
0	22	0.0383751
0	23	0.0282416
0	24	0.0189344
0	25	0.0134907
0	26	0.00507231
0	27	-0.00220366
0	28	-0.00937352
0	29	-0.0171895
0	30	-0.0246193
0	31	-0.0356395
0	32	-0.0464504
0	33	-0.0560897
0	34	-0.0604714
0	35	-0.0660851
0	36	-0.0690397
0	37	-0.0727513
0	38	-0.0757353
0	39	-0.0803994
0	40	-0.0861926
0	41	-0.0904521
0	42	-0.0954221
0	43	-0.0989296
0	44	-0.105904
0	45	-0.110376
0	46	-0.112966
0	47	-0.115676
0	48	-0.119405
0	49	-0.123438
0	50	-0.127795
0	51	-0.130699
0	52	-0.135428
0	53	-0.139267
0	54	-0.139461
0	55	-0.136699
0	56	-0.133228
0	57	-0.13238
0	58	-0.13297
0	59	-0.133879
0	60	-0.136533
0	61	-0.142125
0	62	-0.146093
0	63	-0.14885
0	0	0.302465
0	1	0.293323
0	2	0.283425
0	3	0.274247
0	4	0.26305
0	5	0.252566
0	6	0.241341
0	7	0.23228
0	8	0.223223
0	9	0.211124
0	10	0.199031
0	11	0.189291
0	12	0.180881
0	13	0.170498
0	14	0.16072
0	15	0.151288
0	16	0.141235
0	17	0.127782
0	18	0.112961
0	19	0.0992539
0	20	0.0870439
0	21	0.0756603
0	22	0.0643215
0	23	0.0550519
0	24	0.0452114
0	25	0.0344048
0	26	0.0246293
0	27	0.0174722
0	28	0.0101987
0	29	0.0023587
0	30	-0.0051616
0	31	-0.0126649
0	32	-0.0190962
0	33	-0.028308
0	34	-0.0398851
0	35	-0.0485773
0	36	-0.059265
0	37	-0.0702184
0	38	-0.0799409
0	39	-0.0873819
0	40	-0.0919231
0	41	-0.0970196
0	42	-0.101331
0	43	-0.103057
0	44	-0.106892
0	45	-0.110983
0	46	-0.115856
0	47	-0.120404
0	48	-0.126347
0	49	-0.134644
0	50	-0.143515
0	51	-0.153275
0	52	-0.162115
0	53	-0.172532
0	54	-0.182951
0	55	-0.18918
0	56	-0.195461
0	57	-0.202162
0	58	-0.207767
0	59	-0.212238
0	60	-0.216411
0	61	-0.220638
0	62	-0.223409
0	63	-0.223322
0	0	0.401645
0	1	0.390128
0	2	0.379087
0	3	0.368585
0	4	0.359179
0	5	0.346826
0	6	0.33444
0	7	0.322118
0	8	0.307603
0	9	0.294918
0	10	0.280668
0	11	0.269205
0	12	0.257596
0	13	0.245586
0	14	0.231187
0	15	0.214318
0	16	0.198705
0	17	0.184542
0	18	0.17089
0	19	0.157901
0	20	0.143081
0	21	0.129039
0	22	0.113042
0	23	0.0974911
0	24	0.0833771
0	25	0.0722009
0	26	0.0586472
0	27	0.043412
0	28	0.0275391
0	29	0.0100077
0	30	-0.00704016
0	31	-0.0250555
0	32	-0.041149
0	33	-0.0598421
0	34	-0.077373
0	35	-0.0950778
0	36	-0.108218
0	37	-0.119859
0	38	-0.128206
0	39	-0.13466
0	40	-0.142952
0	41	-0.150727
0	42	-0.15624
0	43	-0.161583
0	44	-0.168657
0	45	-0.176891
0	46	-0.183897
0	47	-0.19319
0	48	-0.202756
0	49	-0.211533
0	50	-0.219243
0	51	-0.224774
0	52	-0.229274
0	53	-0.233557
0	54	-0.241624
0	55	-0.24739
0	56	-0.253958
0	57	-0.260881
0	58	-0.267393
0	59	-0.274661
0	60	-0.28078
0	61	-0.285648
0	62	-0.289099
0	63	-0.29232
0	0	0.454715
0	1	0.442831
0	2	0.427679
0	3	0.410466
0	4	0.395019
0	5	0.380607
0	6	0.365821
0	7	0.349443
0	8	0.334981
0	9	0.32087
0	10	0.303686
0	11	0.287934
0	12	0.271917
0	13	0.25633
0	14	0.240019
0	15	0.224093
0	16	0.205621
0	17	0.18912
0	18	0.173193
0	19	0.158651
0	20	0.145749
0	21	0.133365
0	22	0.118969
0	23	0.103726
0	24	0.0868254
0	25	0.0685969
0	26	0.0527324
0	27	0.0374934
0	28	0.0237255
0	29	0.00992684
0	30	-0.00478228
0	31	-0.0191453
0	32	-0.0313563
0	33	-0.0423628
0	34	-0.0539267
0	35	-0.0645665
0	36	-0.0768484
0	37	-0.0854362
0	38	-0.0942111
0	39	-0.102977
0	40	-0.110678
0	41	-0.119217
0	42	-0.131773
0	43	-0.146258
0	44	-0.161691
0	45	-0.176377
0	46	-0.18977
0	47	-0.20284
0	48	-0.215756
0	49	-0.228593
0	50	-0.24139
0	51	-0.252816
0	52	-0.263457
0	53	-0.274858
0	54	-0.289225
0	55	-0.301622
0	56	-0.312534
0	57	-0.322768
0	58	-0.331202
0	59	-0.340232
0	60	-0.344853
0	61	-0.345997
0	62	-0.346377
0	63	-0.347392
0	0	0.43954
0	1	0.431324
0	2	0.420447
0	3	0.408734
0	4	0.39838
0	5	0.389395
0	6	0.381423
0	7	0.372226
0	8	0.363321
0	9	0.353142
0	10	0.33931
0	11	0.325909
0	12	0.312286
0	13	0.2986
0	14	0.285291
0	15	0.272429
0	16	0.259508
0	17	0.247494
0	18	0.233709
0	19	0.21865
0	20	0.202716
0	21	0.186045
0	22	0.169847
0	23	0.153191
0	24	0.135062
0	25	0.115972
0	26	0.0956888
0	27	0.075018
0	28	0.0559957
0	29	0.039086
0	30	0.0224551
0	31	0.00712026
0	32	-0.00918397
0	33	-0.0256278
0	34	-0.0402789
0	35	-0.0545344
0	36	-0.0697557
0	37	-0.0861053
0	38	-0.103499
0	39	-0.121184
0	40	-0.135778
0	41	-0.150852
0	42	-0.164556
0	43	-0.178643
0	44	-0.194716
0	45	-0.213936
0	46	-0.233721
0	47	-0.251338
0	48	-0.266543
0	49	-0.279223
0	50	-0.292042
0	51	-0.304455
0	52	-0.315529
0	53	-0.32585
0	54	-0.338475
0	55	-0.351234
0	56	-0.363394
0	57	-0.373158
0	58	-0.379763
0	59	-0.384304
0	60	-0.38916
0	61	-0.393633
0	62	-0.397614
0	63	-0.400619
0	0	0.425651
0	1	0.413744
0	2	0.401771
0	3	0.390517
0	4	0.380233
0	5	0.370935
0	6	0.361212
0	7	0.353268
0	8	0.342828
0	9	0.333415
0	10	0.32579
0	11	0.31469
0	12	0.303528
0	13	0.295003
0	14	0.284291
0	15	0.272621
0	16	0.258153
0	17	0.244998
0	18	0.231762
0	19	0.220322
0	20	0.208684
0	21	0.194974
0	22	0.177004
0	23	0.156569
0	24	0.135599
0	25	0.114071
0	26	0.0919253
0	27	0.0700256
0	28	0.0490523
0	29	0.0270741
0	30	0.00516982
0	31	-0.0161764
0	32	-0.0330456
0	33	-0.049941
0	34	-0.0624242
0	35	-0.073208
0	36	-0.0873659
0	37	-0.10543
0	38	-0.121885
0	39	-0.134277
0	40	-0.149632
0	41	-0.162438
0	42	-0.173421
0	43	-0.184799
0	44	-0.198521
0	45	-0.214709
0	46	-0.230391
0	47	-0.246398
0	48	-0.260244
0	49	-0.273048
0	50	-0.289071
0	51	-0.304138
0	52	-0.315947
0	53	-0.324144
0	54	-0.329815
0	55	-0.333255
0	56	-0.333243
0	57	-0.331847
0	58	-0.333156
0	59	-0.335342
0	60	-0.338668
0	61	-0.341544
0	62	-0.342493
0	63	-0.341539
0	0	0.24995
0	1	0.237378
0	2	0.226687
0	3	0.216183
0	4	0.205396
0	5	0.195152
0	6	0.187739
0	7	0.180295
0	8	0.173131
0	9	0.167688
0	10	0.15993
0	11	0.151751
0	12	0.14691
0	13	0.142328
0	14	0.134373
0	15	0.129745
0	16	0.123981
0	17	0.117136
0	18	0.109252
0	19	0.101768
0	20	0.0919636
0	21	0.0820715
0	22	0.0708654
0	23	0.0581896
0	24	0.0476426
0	25	0.0384237
0	26	0.0299357
0	27	0.0216956
0	28	0.0123725
0	29	0.00253605
0	30	-0.00889848
0	31	-0.0201957
0	32	-0.0307732
0	33	-0.0407284
0	34	-0.0501467
0	35	-0.0557543
0	36	-0.0607643
0	37	-0.0660172
0	38	-0.0711141
0	39	-0.0786315
0	40	-0.0845373
0	41	-0.0865755
0	42	-0.0893725
0	43	-0.0931299
0	44	-0.0985755
0	45	-0.103854
0	46	-0.112538
0	47	-0.120044
0	48	-0.129659
0	49	-0.139368
0	50	-0.146509
0	51	-0.151171
0	52	-0.154684
0	53	-0.155591
0	54	-0.152685
0	55	-0.15465
0	56	-0.156015
0	57	-0.154329
0	58	-0.151625
0	59	-0.149732
0	60	-0.144566
0	61	-0.140106
0	62	-0.135946
0	63	-0.133433
0	0	0.167679
0	1	0.158406
0	2	0.149254
0	3	0.14263
0	4	0.135809
0	5	0.127878
0	6	0.120684
0	7	0.11326
0	8	0.108623
0	9	0.10494
0	10	0.101986
0	11	0.0999139
0	12	0.0992243
0	13	0.0983698
0	14	0.0955445
0	15	0.0912945
0	16	0.0882856
0	17	0.0823729
0	18	0.0752242
0	19	0.0687297
0	20	0.0632795
0	21	0.0565631
0	22	0.0517822
0	23	0.0477899
0	24	0.0442075
0	25	0.0396413
0	26	0.0333724
0	27	0.025988
0	28	0.0195304
0	29	0.0142668
0	30	0.00883851
0	31	0.00185139
0	32	-0.00530589
0	33	-0.0139771
0	34	-0.0230691
0	35	-0.0302129
0	36	-0.0355728
0	37	-0.0418121
0	38	-0.0485004
0	39	-0.0527446
0	40	-0.0587917
0	41	-0.0631931
0	42	-0.0666839
0	43	-0.071721
0	44	-0.0770487
0	45	-0.0806216
0	46	-0.083187
0	47	-0.0857965
0	48	-0.0897303
0	49	-0.0916889
0	50	-0.0943193
0	51	-0.096991
0	52	-0.0979305
0	53	-0.0978095
0	54	-0.0974031
0	55	-0.0955209
0	56	-0.0971144
0	57	-0.100691
0	58	-0.105174
0	59	-0.109385
0	60	-0.11505
0	61	-0.117771
0	62	-0.122376
0	63	-0.123988
0	0	0.159752
0	1	0.147029
0	2	0.136829
0	3	0.128112
0	4	0.124244
0	5	0.119639
0	6	0.113698
0	7	0.110298
0	8	0.105395
0	9	0.0991521
0	10	0.0915637
0	11	0.0833045
0	12	0.0784448
