# nm = 1024 nc = 100 len = 50 extf = 0 beta = 0.48
#energy 	magnetization 	acceptance
-1.7024	-0.8992	0.095428
-1.6608	-0.8808	0.099092
-1.744	-0.9008	0.101116
-1.712	-0.9024	0.100136
-1.6688	-0.8824	0.09506
-1.6352	-0.8088	0.110112
-1.6464	-0.8624	0.111012
-1.688	-0.8832	0.107136
-1.7104	-0.9016	0.092164
-1.7232	-0.904	0.10346
-1.7104	-0.8984	0.09502
-1.7152	-0.9088	0.095364
-1.6656	-0.872	0.102344
-1.7104	-0.896	0.104872
-1.6688	-0.8624	0.099592
-1.6576	-0.84	0.10808
-1.6992	-0.8912	0.100832
-1.6688	-0.8912	0.099504
-1.64	-0.86	0.100684
-1.6992	-0.8504	0.103744
-1.6256	-0.8568	0.1066
-1.6368	-0.8536	0.114648
-1.7824	-0.9272	0.100656
-1.7536	-0.9168	0.100772
-1.7232	-0.908	0.099524
-1.632	-0.8488	0.107208
-1.6448	-0.8616	0.103872
-1.6608	-0.8824	0.105296
-1.648	-0.8408	0.102536
-1.6224	-0.8544	0.109124
-1.7664	-0.9208	0.097828
-1.7504	-0.9208	0.099952
-1.6448	-0.8656	0.098292
-1.6784	-0.86	0.105524
-1.6992	-0.8936	0.109752
-1.6464	-0.8656	0.102628
-1.6368	-0.872	0.109848
-1.6672	-0.8824	0.098332
-1.6768	-0.8864	0.099164
-1.6784	-0.8624	0.095104
-1.6416	-0.8384	0.09968
-1.7296	-0.9096	0.099508
-1.6928	-0.8904	0.096096
-1.688	-0.8768	0.103012
-1.7344	-0.9096	0.103492
-1.7472	-0.9192	0.098856
-1.68	-0.876	0.09856
-1.704	-0.8824	0.101048
-1.6976	-0.9	0.09932
-1.6928	-0.8864	0.103516
-1.696	-0.8864	0.108296
-1.6496	-0.8656	0.101048
-1.6384	-0.8272	0.10168
-1.6496	-0.8568	0.107964
-1.6704	-0.8672	0.10234
-1.656	-0.8592	0.104896
-1.6928	-0.8856	0.099204
-1.6384	-0.8656	0.096068
-1.6848	-0.8888	0.103636
-1.7056	-0.896	0.104564
-1.6624	-0.8784	0.109952
-1.7312	-0.9008	0.10184
-1.6432	-0.844	0.106652
-1.672	-0.8728	0.108208
-1.7328	-0.8864	0.108372
-1.696	-0.8864	0.102872
-1.6368	-0.8176	0.107
-1.6912	-0.8968	0.10562
-1.672	-0.8832	0.098236
-1.72	-0.9008	0.11072
-1.6496	-0.8648	0.10254
-1.656	-0.86	0.10472
-1.6912	-0.8984	0.109728
-1.6304	-0.8696	0.100032
-1.656	-0.8424	0.1066
-1.6816	-0.8952	0.100664
-1.6768	-0.8688	0.107412
-1.6624	-0.8752	0.10036
-1.704	-0.9048	0.098636
-1.696	-0.8944	0.096788
-1.6416	-0.8696	0.100964
-1.584	-0.8248	0.10604
-1.7328	-0.9072	0.103932
-1.6864	-0.8856	0.095604
-1.68	-0.8824	0.096544
-1.6272	-0.8528	0.094916
-1.7152	-0.9032	0.107068
-1.6768	-0.8808	0.107944
-1.5808	-0.8144	0.109636
-1.7008	-0.8984	0.098828
-1.6576	-0.8824	0.106624
-1.6608	-0.86	0.099904
-1.6448	-0.8744	0.100656
-1.7456	-0.9224	0.09912
-1.6528	-0.8752	0.106796
-1.6752	-0.8696	0.102612
-1.6768	-0.8824	0.100744
-1.688	-0.8864	0.100836
-1.7408	-0.9096	0.105316
-1.7296	-0.912	0.097028
-1.6544	-0.8768	0.103472
-1.7488	-0.9064	0.096332
-1.6928	-0.8896	0.098268
-1.7344	-0.912	0.100336
-1.776	-0.9264	0.09872
-1.7136	-0.908	0.101964
-1.6496	-0.8568	0.09932
-1.7248	-0.8712	0.11048
-1.6256	-0.8792	0.103856
-1.6992	-0.8904	0.10024
-1.7648	-0.9152	0.099652
-1.592	-0.8312	0.10206
-1.7088	-0.892	0.105864
-1.6656	-0.8648	0.106848
-1.6496	-0.8504	0.110544
-1.656	-0.8752	0.096332
-1.6736	-0.8896	0.101456
-1.6192	-0.8512	0.103
-1.6784	-0.8928	0.116512
-1.6048	-0.8408	0.104428
-1.6448	-0.8512	0.10322
-1.6592	-0.8592	0.1158
-1.6704	-0.8776	0.105564
-1.7104	-0.9048	0.098752
-1.6992	-0.9008	0.096748
-1.6464	-0.872	0.099448
-1.6704	-0.8912	0.096576
-1.6944	-0.8552	0.098196
-1.7408	-0.9088	0.107348
-1.6608	-0.8464	0.105256
