# nm = 8192 nc = 100 len = 10 extf = 0 beta = 0.436
#energy 	magnetization 	acceptance
-1.52	0.84	0.168
-1.2	0.62	0.2347
-1.6	0.82	0.2072
-1.72	0.92	0.2021
-1.16	0.64	0.1546
-1.32	0.46	0.2509
-1.64	0.88	0.2597
-1.28	0.66	0.1579
-1.36	0.58	0.3168
-1.56	0.88	0.1661
-1.84	0.96	0.156
-1.52	0.86	0.1543
-1.16	-0.5	0.157
-1.52	-0.66	0.1786
-1.6	-0.8	0.1749
-1.76	0.94	0.2143
-1.2	0.58	0.187
-1.52	0.82	0.1722
-1.12	0.56	0.2101
-1.84	0.96	0.1788
-1.72	0.92	0.1934
-1.72	0.92	0.1828
-1.56	0.86	0.1485
-1.56	0.84	0.1473
-1.32	0.72	0.1754
-1.64	0.88	0.1726
-1.48	0.8	0.2218
-1.32	0.78	0.1697
-1.44	-0.76	0.3111
-1.64	-0.9	0.2069
-1.8	-0.94	0.151
-1.84	-0.96	0.1999
-1.24	-0.72	0.1708
-1.4	0.76	0.1708
-1.08	-0.4	0.241
-1.76	-0.92	0.2174
-1	-0.4	0.216
-1.36	0.76	0.2372
-1.92	0.98	0.2105
-1.24	0.66	0.1848
-1.92	0.98	0.1578
-1.44	0.82	0.147
-1.64	0.86	0.1646
-1.04	-0.42	0.2438
-1.36	-0.6	0.1541
-1	-0.44	0.1588
-1.32	-0.74	0.1697
-1.16	-0.3	0.2342
-1.48	-0.84	0.2003
-2	-1	0.1826
-1.68	-0.9	0.1909
-1.64	-0.86	0.1992
-1.36	-0.72	0.1523
-1.44	-0.76	0.1554
-1.2	-0.62	0.1963
-1.92	-0.98	0.1726
-1.64	-0.9	0.2096
-1.68	-0.88	0.1425
-1.36	-0.66	0.1833
-1.64	-0.88	0.1735
-1.6	0.88	0.1976
-1.4	0.76	0.1998
-1.4	-0.68	0.1746
-2	-1	0.2088
-1.68	-0.86	0.1559
-1	-0.48	0.1769
-1.6	-0.9	0.1815
-1.84	-0.94	0.155
-1.56	-0.84	0.1647
-1.52	-0.84	0.1656
-1.72	-0.92	0.1976
-1.88	-0.96	0.1766
-1.24	-0.36	0.2718
-1.64	-0.84	0.1884
-1.76	-0.92	0.1644
-1.4	0.82	0.2647
-1.72	0.92	0.1389
-1.6	0.9	0.1781
-1.68	0.86	0.1516
-1.36	0.64	0.1937
-1.36	0.8	0.1734
-1.28	0.76	0.1394
-1	0.38	0.1493
-1	0.54	0.2584
-1.16	0.66	0.227
-1.52	0.86	0.1384
-1.4	0.76	0.1645
-1.28	-0.7	0.1979
-1.44	-0.8	0.1637
-1.64	-0.82	0.1557
-1.12	-0.58	0.1922
-1.32	-0.56	0.2007
-1.72	-0.92	0.1678
-1.72	-0.88	0.1848
-1.84	-0.96	0.1654
-1.08	0.56	0.2294
-1.2	0.66	0.1455
-1.36	0.74	0.1562
-1.6	0.88	0.1383
-1.24	0.62	0.1917
-1.4	0.8	0.2919
-1.04	-0.44	0.2586
-0.68	-0.06	0.2249
-1.92	-0.98	0.2156
-0.88	-0.04	0.1845
-0.92	-0.06	0.3111
-1.36	0.8	0.1951
-1.6	0.88	0.1792
-1.04	-0.16	0.1914
-1.8	-0.9	0.1941
-1.28	-0.52	0.1659
-1.52	0.82	0.2939
-1.36	0.76	0.1843
-1.44	0.7	0.1543
-1.24	0.6	0.2629
-1.4	0.58	0.1557
-1.16	-0.04	0.1987
-1.56	0.86	0.1519
-1.36	0.82	0.1448
-1.2	-0.36	0.2435
-1.76	-0.94	0.1795
-1.8	-0.94	0.1294
-1.68	-0.92	0.1403
-1.56	0.76	0.2114
-1.68	0.88	0.1882
-1.2	-0.28	0.2496
-1.4	-0.78	0.1605
-1.52	-0.8	0.1571
-1.36	0.7	0.2497
-1.72	0.92	0.2623
-1.2	0.5	0.2795
-1.4	0.8	0.1969
-1.6	0.86	0.2923
-1.4	0.82	0.1594
-1.36	0.78	0.2432
-1.68	0.92	0.1789
-1.4	0.76	0.1604
-1.68	0.9	0.1601
-1.8	0.92	0.1565
-1.48	0.8	0.1514
-0.72	0.14	0.2107
-1.6	0.86	0.205
-1.72	0.9	0.161
-1.08	0.6	0.1733
-1.68	-0.9	0.3027
-1.32	-0.82	0.2778
-1.44	-0.78	0.2708
-1.4	-0.74	0.1824
-1.32	-0.6	0.2263
-1.24	-0.68	0.2154
-1.44	-0.78	0.2075
-1.44	-0.8	0.1565
-1.6	-0.9	0.2135
-1.32	0.66	0.2252
-1.68	0.9	0.1636
-1.56	0.86	0.163
-1.76	0.9	0.1492
-1.28	0.66	0.2266
-1.48	0.82	0.1526
-1.16	0.7	0.1648
-1.08	0.38	0.2682
-1.36	0.78	0.1752
-1.28	0.02	0.2166
-1.08	-0.62	0.2096
-1.48	-0.82	0.1604
-1.68	-0.9	0.1724
-1.56	-0.86	0.22
-1.2	-0.56	0.1263
-0.92	-0.04	0.2414
-1.4	-0.76	0.1926
-1.2	-0.42	0.2507
-1.52	-0.84	0.1961
-1.88	0.96	0.199
-1.44	0.82	0.2059
-1.88	0.96	0.1577
-1.32	0.4	0.2378
-1.36	-0.8	0.204
-1.6	-0.88	0.176
-1.84	-0.96	0.1972
-1.12	-0.62	0.2349
-1.36	-0.7	0.1602
-1.6	0.84	0.2151
-1.12	0.36	0.169
-1.2	0.28	0.2102
-1.48	0.82	0.2305
-0.76	-0.02	0.1644
-1	0.44	0.1919
-1.68	0.88	0.2538
-0.96	0.02	0.1829
-1.84	-0.96	0.2243
-1	0.12	0.185
-1.36	-0.64	0.2446
-1.4	-0.82	0.1995
-1.16	-0.62	0.2438
-1.68	-0.86	0.2096
-0.96	-0.32	0.2795
-1.68	-0.9	0.2149
-1.2	-0.6	0.1261
-1.68	0.92	0.1736
-0.92	-0.34	0.2361
-1.52	-0.84	0.1645
-1.12	0.1	0.1691
-1.8	0.94	0.1984
-1.4	0.76	0.1641
-1.36	0.74	0.1755
-1.28	-0.8	0.2263
