# nm = 8192 nc = 100 len = 10 extf = 0 beta = 0.451
#energy 	magnetization 	acceptance
-1.6	-0.88	0.1189
-1.72	-0.92	0.1032
-1.16	-0.66	0.2171
-1.84	-0.94	0.1778
-1.84	-0.94	0.1256
-1.56	-0.84	0.1507
-1.4	-0.74	0.1275
-1.64	-0.76	0.1231
-1.48	-0.78	0.1321
-1.6	-0.9	0.1182
-1.4	-0.76	0.1551
-1.28	-0.66	0.1357
-1.56	-0.8	0.1345
-1.72	-0.9	0.1243
-1.16	0.4	0.1663
-1.32	0.64	0.1562
-1.28	0.72	0.1426
-1.6	0.9	0.1473
-1.64	0.88	0.1273
-1.68	0.9	0.1417
-1.72	0.9	0.141
-1.72	0.92	0.1593
-1.68	0.88	0.11
-1.4	0.76	0.2282
-1.76	0.94	0.1379
-1.32	0.72	0.1153
-1.68	0.92	0.1358
-1.72	0.92	0.1906
-1.68	0.92	0.1314
-1.52	0.82	0.1463
-1.76	0.94	0.1476
-1.28	0.62	0.1318
-1.8	0.94	0.1974
-1.8	0.94	0.1214
-1.68	0.88	0.1241
-1.84	0.94	0.1669
-1.6	0.9	0.1204
-1.28	0.56	0.1567
-1.44	-0.76	0.2734
-1.36	-0.76	0.1554
-1.4	-0.84	0.1516
-1.36	-0.76	0.138
-1.84	-0.96	0.123
-1.72	-0.9	0.1125
-1.64	-0.86	0.146
-1.68	-0.88	0.1283
-1.2	-0.48	0.1202
-1.92	-0.98	0.1169
-1.76	-0.94	0.1624
-1.48	-0.86	0.1518
-1.52	-0.74	0.144
-1.36	-0.6	0.1643
-1.36	-0.76	0.2044
-1.56	-0.86	0.1441
-1.44	-0.82	0.1324
-1.72	0.92	0.1765
-1.2	0.7	0.1415
-1	0.28	0.1825
-1.64	-0.9	0.2849
-1.56	-0.76	0.1583
-1.48	-0.7	0.1699
-1.76	-0.94	0.1372
-1.48	-0.8	0.1375
-1.36	-0.68	0.1596
-1.72	-0.92	0.129
-1.84	-0.96	0.115
-1.36	-0.54	0.1705
