# nm = 8192 nc = 100 len = 10 extf = 0 beta = 0.437
#energy 	magnetization 	acceptance
-1.48	-0.74	0.201
-1.36	-0.76	0.1847
-1.76	-0.94	0.1499
-1.52	-0.88	0.1681
-1.32	-0.76	0.1826
-1.6	-0.88	0.145
-1.56	-0.84	0.1512
-1.6	-0.9	0.1923
-1.44	-0.8	0.1799
-1.36	-0.64	0.1482
-1.68	-0.9	0.1543
-1.36	-0.76	0.1783
-1.8	-0.94	0.1719
-1.36	0.72	0.1955
-1.48	0.74	0.1631
-0.92	0.56	0.1825
-1.04	0.5	0.1983
-1.2	-0.46	0.2298
-1.28	-0.7	0.1708
-1.2	-0.46	0.1918
-1.6	-0.72	0.1845
-1.44	-0.8	0.1574
-1.64	-0.88	0.1492
-1.44	-0.86	0.1593
-1.64	-0.9	0.1734
-1.52	-0.84	0.2057
-1.2	-0.18	0.2475
-1.12	0.5	0.2386
-1.16	0.7	0.2052
-1.16	-0.72	0.1713
-1.2	-0.2	0.1714
-1.52	0.88	0.1556
-1.68	0.92	0.1528
-1.12	0.16	0.2042
-1.04	-0.34	0.2719
-1.76	-0.94	0.16
-1.52	0.8	0.2855
-1.68	0.92	0.1846
-1.44	0.8	0.1388
-1.64	0.86	0.1541
-1.36	0.66	0.1982
-1.64	-0.9	0.1996
-1.64	-0.9	0.187
-1.8	-0.94	0.185
-1.52	-0.8	0.1541
-1.8	-0.94	0.1421
-1.48	-0.86	0.1634
-1.4	-0.76	0.1685
-1.4	-0.76	0.1618
-1.36	-0.8	0.1286
-1.56	-0.84	0.1462
-1.4	-0.84	0.1748
-1.52	0.8	0.2112
-1.28	0.42	0.1937
-1.44	0.74	0.1684
-1.52	0.76	0.2027
-1.64	0.9	0.1421
-1	0.36	0.2063
-1.4	0.78	0.1785
-1.64	0.82	0.1892
-1.56	0.86	0.1498
-0.96	0.54	0.1742
-1.24	0.46	0.1994
-1.64	0.86	0.1394
-1.6	0.88	0.1899
-1.28	0.8	0.1938
-1.6	0.88	0.2086
-1.24	0.76	0.182
-1.6	0.82	0.1647
-1.48	0.8	0.1485
-1.24	0.46	0.1827
-1.24	0.58	0.1496
-1.76	0.94	0.1978
-1.8	0.94	0.1604
-1.84	0.94	0.128
-1.12	0.54	0.1716
-1.64	0.9	0.2164
-1.44	0.8	0.1383
-1.68	-0.88	0.191
-1.56	0.8	0.2196
-1.68	0.92	0.1862
-1.76	0.94	0.1425
-1.84	-0.96	0.2637
-1.24	-0.68	0.162
-1.8	-0.9	0.1491
-1.4	-0.76	0.2225
-1.24	-0.74	0.2111
