# nm = 8192 nc = 100 len = 10 extf = 0 beta = 0.418
#energy 	magnetization 	acceptance
-1.48	0.86	0.1649
-1.68	0.9	0.1862
-1	0.62	0.3226
-1.6	0.78	0.1734
-1.24	0.34	0.2622
-1.36	-0.7	0.3032
-1.56	0.88	0.3085
-1.6	0.8	0.19
-1.4	0.82	0.2175
-1.36	0.76	0.2643
-1.32	-0.78	0.2889
-1.32	-0.74	0.2266
-1.36	-0.7	0.2836
-0.92	0.12	0.2039
-1.28	-0.72	0.2886
-1.2	-0.64	0.2392
-1.4	-0.82	0.2125
-1	-0.24	0.2117
-1.48	0.8	0.2384
-1.76	0.92	0.2208
-1.36	0.8	0.178
-1	0.56	0.2138
-1.6	0.84	0.1664
-1.48	0.84	0.198
-1.56	0.88	0.2114
-1.76	0.94	0.2105
-0.92	0.14	0.2314
-1.92	-0.98	0.2888
-0.68	0.14	0.229
-1.4	-0.7	0.2656
-1.52	0.86	0.2374
-1.32	0.66	0.214
-1.28	-0.54	0.2758
-1.64	0.9	0.269
-1.08	0.54	0.1952
-1.44	0.8	0.2735
-0.88	-0.12	0.2116
-1.08	-0.6	0.2994
-1.6	-0.88	0.1864
-0.96	-0.2	0.2208
-1.32	0.74	0.2597
-0.8	0.06	0.2448
-1.32	-0.64	0.2189
-0.84	0.38	0.3055
-1.2	0.7	0.2264
-1.56	0.86	0.2254
-1.8	0.94	0.1744
-1.16	0.62	0.2344
-1.04	0.46	0.2086
-1.2	0.54	0.2624
-0.92	0.18	0.2106
-1.28	-0.72	0.2919
-1.44	-0.82	0.1775
-1.2	-0.6	0.2205
-0.92	0.62	0.2631
-1.12	0.38	0.2942
-1.6	0.84	0.2477
-1.6	-0.76	0.2692
-1.48	-0.74	0.1893
-1.52	-0.74	0.2358
-1.84	-0.96	0.1711
-1.72	0.9	0.2023
-1.2	0.56	0.2633
-1.72	0.92	0.2026
-0.8	-0.14	0.2247
-1.08	-0.66	0.318
-1.12	-0.3	0.2084
-1.6	-0.86	0.244
-1.28	-0.68	0.2551
-1.24	0.56	0.2628
-1.12	0.14	0.2327
-1.36	0.76	0.2335
-0.84	0.16	0.2722
-1.4	0.84	0.1672
-1.6	0.88	0.2714
-1.12	-0.64	0.2318
-1.52	-0.82	0.2211
-1.76	-0.92	0.1951
-0.76	-0.26	0.2217
-1.68	-0.92	0.1893
-1	-0.16	0.3044
-1.24	-0.76	0.2314
-1.76	-0.92	0.223
-1.52	-0.82	0.2001
-1.16	-0.38	0.1968
-1.08	0.66	0.2394
-1.08	0.14	0.2104
-1.4	-0.6	0.2587
-1.68	0.9	0.2937
-1.32	0.62	0.282
-1.6	-0.88	0.2717
-1.08	-0.56	0.2644
-1.64	0.9	0.2885
-1.36	0.64	0.2313
-0.92	-0.22	0.2405
-1.4	-0.76	0.2887
-1.64	-0.9	0.2509
-1.2	-0.54	0.2954
-1.28	-0.42	0.2796
-1.52	0.8	0.2845
-1.44	0.74	0.2311
-1.48	0.86	0.2476
-1.32	0.76	0.2169
-1.64	0.88	0.2378
-1.76	0.94	0.2447
-1.56	0.8	0.1581
-1.4	-0.66	0.2473
-1.4	-0.7	0.2464
-1.64	-0.9	0.2008
-1.2	0.5	0.2858
-1.48	0.82	0.2086
-1.6	0.84	0.1975
-1.68	-0.9	0.2715
-1.28	-0.6	0.1769
-1.52	-0.82	0.2673
-1.12	0.1	0.281
-1.2	0.36	0.2843
-1.56	0.82	0.2767
-1.64	0.9	0.2004
-1.64	-0.88	0.2795
-1.4	-0.82	0.2279
-1.48	0.76	0.2475
-1.36	-0.78	0.2461
-1.48	-0.8	0.2691
-0.92	-0.52	0.2228
-1.68	-0.92	0.2186
-1.2	-0.7	0.1931
-1.56	-0.82	0.2538
-0.92	-0.42	0.2024
-1.08	-0.36	0.2577
-1.6	-0.88	0.244
-1.6	-0.86	0.1933
-0.92	0.14	0.259
-1.76	0.94	0.2556
-0.64	-0.04	0.2257
-1	0.58	0.2949
-1.12	-0.5	0.2924
-0.64	-0.22	0.2928
-1.44	0.84	0.2685
-1.92	0.98	0.2543
-0.88	0.12	0.2447
-0.88	-0.36	0.327
-1.24	-0.62	0.2127
-1.24	-0.66	0.2884
-1.64	-0.88	0.2025
-1.44	-0.7	0.2015
-1.76	-0.94	0.2254
-1.04	0.54	0.2376
-1.56	0.82	0.2014
-1.04	-0.46	0.2334
-0.76	-1.73472e-16	0.3145
-1.52	-0.86	0.2459
-1.16	0.68	0.2461
-1.6	0.82	0.2233
-0.96	-0.44	0.2899
